year,forecast_year,hunt_code,hunt_name,species,sportsman_species,sex_type,hunt_type,hunt_class,residency,points,draw_pool,sportsman_source_year,sportsman_permit_count,sportsman_applicants,sportsman_odds_text,sportsman_odds_denominator,p_sportsman_draw,p_draw,p_draw_pct,p_bonus_pool,p_random_pool,p_preference_draw,source_years_used,source_year_count,latest_source_year,earliest_source_year,source_dataset,model_strategy,draw_system_type,sportsman_valid,sportsman_model_note,draw_outlook,sportsman_residency_scope,sportsman_source_file,season_dates,weapon,algorithm_status,target_scope,modeled_by_engine,reason,model_version,rule_version,public_permits_2025,public_permits_2026,max_point_permits_2025,max_point_permits_2026,random_permits_2025,random_permits_2026,applicants_above,applicants_at_level,p_draw_mean,p_max_pool_mean,p_random_mean,point_pool_zone,quota_source_status,quota_source_year,quota_source_file,quota_2026_total,quota_2026_max_pool,quota_2026_random_pool,projected_2026_max_cutoff_point,projected_2026_random_pool_start_point,is_2026_max_point_pool,is_2026_mixed_cutoff,is_2026_random_pool,data_cutoff_date,reason_codes,applicant_rollover_source_year,retention_rate_raw,retention_rate_smoothed,forecast_applicants_at_level,forecast_applicants_above,rolled_forward_total_applicants,status,trend,bear_draw_subtype,permit_availability_type,harvest_objective_unit_count,harvest_objective_take_quota,harvest_objective_remaining_quota,harvest_objective_status,unit_status,availability_reason,probability_model,rule_status,p_availability,availability_pct,closure_risk,sellout_or_closure_risk,p_bonus_pool_pct,p_random_pool_pct,bear_bonus_valid,bear_bonus_note,availability_status,data_quality_flags,guaranteed_at_2025,guaranteed_at_2026,random_draw_odds_2026,gap,delta_gap,permit_type,permit_status,season_start,season_end,season_status,unit_name,closure_reason,preference_model_valid,preference_model_note,bonus_special_valid,bonus_special_note,private_lands_allocation_valid,private_lands_allocation_note,permits_allotted,permits_remaining,permits_sold,permits_sold_or_used,allocation_status,sellout_risk,sale_date,unit,private_land_only_flag,turkey_bonus_valid,turkey_bonus_note
2026,2026,BI1000,Sportsman Bison,Bison,Bison,Hunters Choice,Sportsman Permit,Public,Resident,,sportsman,2025,1,4159,"1 in 4,159.0",4159,0.000240,0.000240,0.024,,,,2025,1,2025,2025,predictive,SPORTSMAN_DRAW,SPORTSMAN_PERMIT,TRUE,Modeled from official Sportsman odds source.,STATEWIDE DRAW,RESIDENT_ONLY,data\utah\sportsman\sportsman_odds_2025.csv,"Aug 1, 2026 - Jan 31, 2027",Any Legal Weapon,MODELED_SPORTSMAN_DRAW,TARGET,True,Modeled by engine.utah_draw_predictive.sportsman.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,0,standard,,,,,,,0.000037,0.004,0.000000,0.000037,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,2946,489,0.000037,0.000000,0.000037,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,489,2946,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,1,standard,,,,,,,0.000074,0.007,0.000000,0.000074,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,2523,423,0.000074,0.000000,0.000074,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,423,2523,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,2,standard,,,,,,,0.000111,0.011,0.000000,0.000111,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,2228,295,0.000111,0.000000,0.000111,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,295,2228,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,3,standard,,,,,,,0.000148,0.015,0.000000,0.000148,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,1980,248,0.000148,0.000000,0.000148,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,248,1980,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,4,standard,,,,,,,0.000185,0.018,0.000000,0.000185,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,1732,248,0.000185,0.000000,0.000185,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,248,1732,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,5,standard,,,,,,,0.000222,0.022,0.000000,0.000222,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,1511,221,0.000222,0.000000,0.000222,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,221,1511,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,6,standard,,,,,,,0.000259,0.026,0.000000,0.000259,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,1353,158,0.000259,0.000000,0.000259,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,158,1353,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,7,standard,,,,,,,0.000296,0.030,0.000000,0.000296,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,1196,157,0.000296,0.000000,0.000296,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,157,1196,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,BI6500,Bison - Antelope Island - Any Legal Weapon,,,,Once-in-a-lifetime,,Resident,8,standard,,,,,,,0.000332,0.033,0.000000,0.000332,,"2021,2022,2023,2024,2025",5,2025,2021,,,BONUS_OIL_BIG_GAME,,,RANDOM CHANCE ONLY,,,,,MODELED_BONUS,TARGET,True,Modeled by engine.utah_bonus_predictive.,hybrid_ml_v2.1.0,utah_bonus_rules_v1.1.0,2,2,1,1,1,1,1056,140,0.000332,0.000000,0.000332,random_pool,official,2026,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,2,1,1,31.0,30,False,False,True,2026-05-22,BONUS_RULE_SIMULATED|HUNT_KIND_OIL|DRAW_POOL_STANDARD|MAX_POOL_DEPRECATED_NO_AUTO_100|APPLICANT_STACK_ROLLED_FORWARD|MAX_POINT_BOUNDARY_RECOMPUTED|OFFICIAL_2026_QUOTA_USED,2025,0.873877,0.86552,140,1056,3435,RANDOM ONLY,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
