row_number,hunt_code,column,old_value,new_value,source_type,source_detail
29749,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29750,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29750,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29751,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29751,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29752,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29752,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29753,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29753,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29754,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29754,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29755,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29755,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29756,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29756,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29757,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29757,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29758,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29758,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29759,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29759,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29760,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29760,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29761,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29761,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29762,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29762,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29763,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29763,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29764,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29764,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29765,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29765,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29766,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29766,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29767,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29767,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29768,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29768,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29769,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29769,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29770,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29770,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29771,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29771,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29772,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29772,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29773,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29773,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29774,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29774,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29775,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29775,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29776,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29776,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29777,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29777,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29778,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29778,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29779,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29779,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29780,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29780,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29781,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29781,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29782,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29782,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29783,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29783,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29784,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29784,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29785,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29785,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29786,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29786,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29787,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29787,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29788,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29788,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29789,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29789,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29790,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29790,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29791,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29791,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29792,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29792,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29793,RS6719,sex,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
29793,RS6719,sex_type,,Ram,USER_APPROVED_OIL_ROCKY_MOUNTAIN_BIGHORN_SHEEP_RULE,2019 O.I.L. Rocky Mountain Bighorn Sheep rows approved as Ram where sex is blank
