"timestamp_utc","status","local_path","bucket","object_key","size_bytes","sha256","wrangler_output"
"2026-06-13T11:00:46.6594171Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\composite_hunt_unit_mapping_2026.geojson","uoga-data","composite_hunt_unit_mapping_2026.geojson","54914353","7d13ca09a414ab4e2ec649209bbe108bb504736e19ad11aab5997a8a0490bce3","?? wrangler 4.95.0 (update available 4.100.0) ?????????????????????????????????????????????? Resource location: remote   Creating object ""composite_hunt_unit_mapping_2026.geojson"" in bucket ""uoga-data"". Upload complete."
"2026-06-13T11:00:48.9223289Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\display-boundary-index-2026.json","uoga-data","display-boundary-index-2026.json","917330","b0dc1acf5a20abf3734e6fcbe506946c15b423b69bddad10e3a051da27314faa","?? wrangler 4.95.0 (update available 4.100.0) ?????????????????????????????????????????????? Resource location: remote   Creating object ""display-boundary-index-2026.json"" in bucket ""uoga-data"". Upload complete."
"2026-06-13T11:00:53.2809430Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\draw_reality_engine.csv","uoga-data","draw_reality_engine.csv","44863034","8fb11adc4c4e8e9154de110090b927ce1ae6b3d0f7a840d7232469ceb7d3e07a","?? wrangler 4.95.0 (update available 4.100.0) ?????????????????????????????????????????????? Resource location: remote   Creating object ""draw_reality_engine.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-13T11:00:57.2441857Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\draw_reality_engine_predictive_v2.csv","uoga-data","draw_reality_engine_predictive_v2.csv","43560461","697ffdc9fefc2d0f2d2b34254177b6bb011b0a420e6f6577df97dc6c00db0e64","?? wrangler 4.95.0 (update available 4.100.0) ?????????????????????????????????????????????? Resource location: remote   Creating object ""draw_reality_engine_predictive_v2.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-13T11:01:02.1412168Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\draw_reality_engine_v2.csv","uoga-data","draw_reality_engine_v2.csv","44863034","8fb11adc4c4e8e9154de110090b927ce1ae6b3d0f7a840d7232469ceb7d3e07a","?? wrangler 4.95.0 (update available 4.100.0) ?????????????????????????????????????????????? Resource location: remote   Creating object ""draw_reality_engine_v2.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-13T11:01:04.8537386Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\draw_reality_view.csv","uoga-data","draw_reality_view.csv","14072342","69e5c1eedbe4f7e28d98f31032b6eb8e103af3cb68c98202a4818d10a1af9036","?? wrangler 4.95.0 (update available 4.100.0) ?????????????????????????????????????????????? Resource location: remote   Creating object ""draw_reality_view.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-13T11:01:08.1455242Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\hunt_master_enriched.csv","uoga-data","hunt_master_enriched.csv","28971082","b5eb67ff5c62c532302cde3e7cb142cdd79bb053a99178544c2d6b91b7cc4fec","?? wrangler 4.95.0 (update available 4.100.0) ?????????????????????????????????????????????? Resource location: remote   Creating object ""hunt_master_enriched.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-13T11:01:17.8751724Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\hunt_research_2026.json","uoga-data","hunt_research_2026.json","198207659","4cbcd5cd8d6dba7940bbf2d0ffec106f132e71f1c39ed5eacef1809106bc783c","?? wrangler 4.95.0 (update available 4.100.0) ?????????????????????????????????????????????? Resource location: remote   Creating object ""hunt_research_2026.json"" in bucket ""uoga-data"". Upload complete."
"2026-06-13T11:01:20.1048024Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\hunt_research_2026.json.gz","uoga-data","hunt_research_2026.json.gz","3571223","f1eec3969ec79e3a1b696aac070328fbdbcc17e86ab8abb0091b92a522aba08b","?? wrangler 4.95.0 (update available 4.100.0) ?????????????????????????????????????????????? Resource location: remote   Creating object ""hunt_research_2026.json.gz"" in bucket ""uoga-data"". Upload complete."
"2026-06-13T11:01:30.0261741Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\hunt_research_2026_ladder.json","uoga-data","hunt_research_2026_ladder.json","198207659","4cbcd5cd8d6dba7940bbf2d0ffec106f132e71f1c39ed5eacef1809106bc783c","?? wrangler 4.95.0 (update available 4.100.0) ?????????????????????????????????????????????? Resource location: remote   Creating object ""hunt_research_2026_ladder.json"" in bucket ""uoga-data"". Upload complete."
