hunt_code,hunt_name,column,old_value,new_value,reason,source_file,row_type,residency,points
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,21
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,20
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,20
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,20
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,20
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,20
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,20
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,19
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,19
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,19
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,19
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,19
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,19
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,18
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,18
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,18
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,18
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,18
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,18
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,17
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,17
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,17
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,17
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,17
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,17
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,16
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,16
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,16
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,16
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,16
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,16
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,15
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,15
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,15
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,15
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,15
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,15
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,14
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,14
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,14
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,14
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,14
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,14
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,13
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,13
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,13
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,13
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,13
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,13
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,12
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,12
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,12
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,12
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,12
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,12
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,11
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,11
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,11
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,11
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,11
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,11
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,10
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,10
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,10
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,10
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,10
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,10
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,9
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,9
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,9
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,9
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,9
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,9
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,8
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,8
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,8
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,8
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,8
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,8
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,7
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,7
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,7
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,7
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,7
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,7
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,6
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,6
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,6
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,6
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,6
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,6
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,5
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,5
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,5
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,5
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,5
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,5
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,4
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,4
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,4
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,4
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,4
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,4
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,3
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,3
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,3
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,3
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,3
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,3
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,2
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,2
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,2
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,2
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,2
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,2
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,1
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,1
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,1
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,1
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,1
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,1
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,0
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,0
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Resident,0
BI6500,Antelope Island,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,0
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,0
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,0
BI6500,Antelope Island,page_kind,,DRAW_RESULT_TOTAL_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,hunt_total_draw_result,Resident,TOTAL
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,hunt_total_draw_result,Resident,TOTAL
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,hunt_total_draw_result,Resident,TOTAL
BI6500,Antelope Island,page_kind,,DRAW_RESULT_TOTAL_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,hunt_total_draw_result,Nonresident,TOTAL
BI6500,Antelope Island,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,hunt_total_draw_result,Nonresident,TOTAL
BI6500,Antelope Island,permits_year_nr,,0,arithmetic_total_minus_resident_equals_zero,19_bg-odds(1).pdf,hunt_total_draw_result,Nonresident,TOTAL
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,26
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,26
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,26
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,26
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,25
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,25
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,25
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,25
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Resident,24
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,parse_method,,canonical_yearly_from_draw_results_long,canonical_yearly_build_method,19_bg-odds(1).pdf,point_level_draw_result,Resident,24
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,page_kind,,DRAW_RESULT_POINT_ROW,deterministic_from_row_type,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,24
