boundary_id,boundary_name,boundary_name_norm,boundary_source
112,"Southwest Desert, Cedar Valley",southwest desert cedar valley,data\hunt-boundaries-lite.geojson
113,East Canyon (private lands),east canyon private lands,data\hunt-boundaries-lite.geojson
116,"West Desert, Tintic Valley",west desert tintic valley,data\hunt-boundaries-lite.geojson
128,"Nine Mile, Anthro",nine mile anthro,data\hunt-boundaries-lite.geojson
200,"Wasatch Mtns, Timpanogos",wasatch mtns timpanogos,data\hunt-boundaries-lite.geojson
202,"San Rafael, North A",san rafael north a,data\hunt-boundaries-lite.geojson
218,Uintah Basin Extended Archery Area,uintah basin extended archery area,data\hunt-boundaries-lite.geojson
251,"Kamas/North Slope, Summit",kamas north slope summit,data\hunt-boundaries-lite.geojson
282,Wasatch Front Extended Archery Area,wasatch front extended archery area,data\hunt-boundaries-lite.geojson
283,Sanpete Valley Extended Archery Area,sanpete valley extended archery area,data\hunt-boundaries-lite.geojson
306,"Pine Valley, Virgin River",pine valley virgin river,data\hunt-boundaries-lite.geojson
309,"San Juan, San Juan River",san juan san juan river,data\hunt-boundaries-lite.geojson
311,Sanpete Valley Extended Archery Area,sanpete valley extended archery area,data\hunt-boundaries-lite.geojson
312,Wasatch Front Extended Archery Area,wasatch front extended archery area,data\hunt-boundaries-lite.geojson
313,West Cache Extended Archery Area,west cache extended archery area,data\hunt-boundaries-lite.geojson
441,Emigration Township,emigration township,data\hunt-boundaries-lite.geojson
494,Clear Creek,clear creek,data\hunt-boundaries-lite.geojson
520,East Fork Chalk Creek,east fork chalk creek,data\hunt-boundaries-lite.geojson
549,Circle E Ranch,circle e ranch,data\hunt-boundaries-lite.geojson
554,Double R Ranch,double r ranch,data\hunt-boundaries-lite.geojson
599,Avintaquin Canyon,avintaquin canyon,data\hunt-boundaries-lite.geojson
600,Swan Area,swan area,data\hunt-boundaries-lite.geojson
637,Henry Mtns (bison),henry mtns bison,data\hunt-boundaries-lite.geojson
678,Vernal/Yellowstone/Bonanza,vernal yellowstone bonanza,data\hunt-boundaries-lite.geojson
719,Parker Mtn 1,parker mtn 1,data\hunt-boundaries-lite.geojson
731,West Cache Extended Archery Area,west cache extended archery area,data\hunt-boundaries-lite.geojson
732,Chimney Rock,chimney rock,data\hunt-boundaries-lite.geojson
820,"Nine Mile, Jack Creek",nine mile jack creek,data\hunt-boundaries-lite.geojson
824,Cottonwood Ridge,cottonwood ridge,data\hunt-boundaries-lite.geojson
827,Rock House,rock house,data\hunt-boundaries-lite.geojson
835,East Angle,east angle,data\hunt-boundaries-lite.geojson
849,Southeastern Region (fall turkey),southeastern region fall turkey,data\hunt-boundaries-lite.geojson
858,Mountain Sky Ranch,mountain sky ranch,data\hunt-boundaries-lite.geojson
9999,Cedar Springs,cedar springs,data\hunt-boundaries-lite.geojson
142,"North Slope, West Daggett",north slope west daggett,data\hunt-boundaries-lite.geojson
289,"North Slope, Three Corners/West Daggett",north slope three corners west daggett,data\hunt-boundaries-lite.geojson
305,"Pine Valley, Beaver Dam",pine valley beaver dam,data\hunt-boundaries-lite.geojson
307,"San Juan, Lockhart",san juan lockhart,data\hunt-boundaries-lite.geojson
308,"San Juan, North",san juan north,data\hunt-boundaries-lite.geojson
310,"San Juan, South",san juan south,data\hunt-boundaries-lite.geojson
314,Kaiparowits (HAMS),kaiparowits hams,data\hunt-boundaries-lite.geojson
315,"Town of Alta, designated portion",town of alta designated portion,data\hunt-boundaries-lite.geojson
317,Scott M. Matheson Wetland Preserve,scott m matheson wetland preserve,data\hunt-boundaries-lite.geojson
318,Green River near Jensen,green river near jensen,data\hunt-boundaries-lite.geojson
319,"Salt Lake County, south of I-80, east of I-15",salt lake county south of i 80 east of i 15,data\hunt-boundaries-lite.geojson
320,Camp Williams,camp williams,data\hunt-boundaries-lite.geojson
321,"Silver Lake, Big Cottonwood Canyon",silver lake big cottonwood canyon,data\hunt-boundaries-lite.geojson
323,Red Butte Research Natural Area,red butte research natural area,data\hunt-boundaries-lite.geojson
539,Scofield Canyons,scofield canyons,data\hunt-boundaries-lite.geojson
540,Scofield East,scofield east,data\hunt-boundaries-lite.geojson
541,Scofield West,scofield west,data\hunt-boundaries-lite.geojson
543,Roan Cliffs,roan cliffs,data\hunt-boundaries-lite.geojson
551,Minnie Maud Ridge,minnie maud ridge,data\hunt-boundaries-lite.geojson
552,Soldier Summit,soldier summit,data\hunt-boundaries-lite.geojson
562,Strawberry Ridge,strawberry ridge,data\hunt-boundaries-lite.geojson
593,Stillman Creek Ranch,stillman creek ranch,data\hunt-boundaries-lite.geojson
594,Blue Creek,blue creek,data\hunt-boundaries-lite.geojson
596,Neil Creek,neil creek,data\hunt-boundaries-lite.geojson
703,Parker Mtn,parker mtn,data\hunt-boundaries-lite.geojson
859,"East Canyon, Davis-North Salt Lake",east canyon davis north salt lake,data\hunt-boundaries-lite.geojson
860,"Nine Mile, Avintaquin-West Anthro",nine mile avintaquin west anthro,data\hunt-boundaries-lite.geojson
861,"Manti, West",manti west,data\hunt-boundaries-lite.geojson
862,"Manti, South",manti south,data\hunt-boundaries-lite.geojson
863,"Fillmore, Kanosh Valley",fillmore kanosh valley,data\hunt-boundaries-lite.geojson
864,Myton,myton,data\hunt-boundaries-lite.geojson
865,Navajo Nation SR permit area,navajo nation sr permit area,data\hunt-boundaries-lite.geojson
866,Navajo Nation SER permit area,navajo nation ser permit area,data\hunt-boundaries-lite.geojson
869,Barney Top/Kaiparowits,barney top kaiparowits,data\hunt-boundaries-lite.geojson
870,Boulder Elk,boulder elk,data\hunt-boundaries-lite.geojson
871,"Southwest Desert, North",southwest desert north,data\hunt-boundaries-lite.geojson
872,"Southwest Desert, South",southwest desert south,data\hunt-boundaries-lite.geojson
873,"Parker Mtn, Highlands",parker mtn highlands,data\hunt-boundaries-lite.geojson
876,Iron Springs,iron springs,data\hunt-boundaries-lite.geojson
877,Indian Canyon,indian canyon,data\hunt-boundaries-lite.geojson
879,"LaSal, Mtns-North",lasal mtns north,data\hunt-boundaries-lite.geojson
880,"Vernal, Buckskin Hills-Jensen",vernal buckskin hills jensen,data\hunt-boundaries-lite.geojson
881,"Fillmore, Oak City (Archery Only)",fillmore oak city archery only,data\hunt-boundaries-lite.geojson
882,"Nine Mile, Anthro Pleasant Valley",nine mile anthro pleasant valley,data\hunt-boundaries-lite.geojson
883,Uinta Basin,uinta basin,data\hunt-boundaries-lite.geojson
884,Southeastern Region (Turkey LE),southeastern region turkey le,data\hunt-boundaries-lite.geojson
885,Southern Region (Turkey LE),southern region turkey le,data\hunt-boundaries-lite.geojson
886,Northeastern Region (Turkey LE),northeastern region turkey le,data\hunt-boundaries-lite.geojson
887,Central Region (Turkey LE),central region turkey le,data\hunt-boundaries-lite.geojson
888,Northern Region (Turkey LE),northern region turkey le,data\hunt-boundaries-lite.geojson
67,Central Region,central region,data\hunt-boundaries-lite.geojson
489,Green Canyon,green canyon,data\hunt-boundaries-lite.geojson
495,Indian Creek,indian creek,data\hunt-boundaries-lite.geojson
497,Golden Spike,golden spike,data\hunt-boundaries-lite.geojson
500,Blind Spring,blind spring,data\hunt-boundaries-lite.geojson
503,Nucor West,nucor west,data\hunt-boundaries-lite.geojson
505,Coldwater Ranch,coldwater ranch,data\hunt-boundaries-lite.geojson
513,North Promontory,north promontory,data\hunt-boundaries-lite.geojson
517,Riverview Ranch LLC,riverview ranch llc,data\hunt-boundaries-lite.geojson
518,Mountain Meadow,mountain meadow,data\hunt-boundaries-lite.geojson
519,Engineer Springs,engineer springs,data\hunt-boundaries-lite.geojson
525,Grass Valley/Clark Canyon,grass valley clark canyon,data\hunt-boundaries-lite.geojson
527,Bar J Ranch,bar j ranch,data\hunt-boundaries-lite.geojson
545,Castle Valley Outdoors,castle valley outdoors,data\hunt-boundaries-lite.geojson
559,Bally Watts,bally watts,data\hunt-boundaries-lite.geojson
567,Durst Mountain,durst mountain,data\hunt-boundaries-lite.geojson
569,Tunnel Hollow,tunnel hollow,data\hunt-boundaries-lite.geojson
571,Woodruff Creek South,woodruff creek south,data\hunt-boundaries-lite.geojson
572,Mountain Top,mountain top,data\hunt-boundaries-lite.geojson
575,Bear Springs,bear springs,data\hunt-boundaries-lite.geojson
577,Hardscrabble,hardscrabble,data\hunt-boundaries-lite.geojson
579,Folly Ridge,folly ridge,data\hunt-boundaries-lite.geojson
580,Jacob's Creek,jacobs creek,data\hunt-boundaries-lite.geojson
581,Antelope Creek,antelope creek,data\hunt-boundaries-lite.geojson
585,Skull Valley South,skull valley south,data\hunt-boundaries-lite.geojson
597,Lazy H Ranch,lazy h ranch,data\hunt-boundaries-lite.geojson
606,Deer Haven,deer haven,data\hunt-boundaries-lite.geojson
733,Dilly Ranch,dilly ranch,data\hunt-boundaries-lite.geojson
735,Indian Head,indian head,data\hunt-boundaries-lite.geojson
736,Patmos Ridge,patmos ridge,data\hunt-boundaries-lite.geojson
889,"Book Cliffs, Little Creek/South",book cliffs little creek south,data\hunt-boundaries-lite.geojson
890,First Light,first light,data\hunt-boundaries-lite.geojson
891,Sweetwater,sweetwater,data\hunt-boundaries-lite.geojson
892,Big Piney Mountain Ranch,big piney mountain ranch,data\hunt-boundaries-lite.geojson
893,"Southwest Desert, Burbank/Garrison",southwest desert burbank garrison,data\hunt-boundaries-lite.geojson
894,"Southwest Desert, Desert Experimental Range",southwest desert desert experimental range,data\hunt-boundaries-lite.geojson
895,Vernal-Ouray Valley,vernal ouray valley,data\hunt-boundaries-lite.geojson
896,Escalante,escalante,data\hunt-boundaries-lite.geojson
897,Oak City,oak city,data\hunt-boundaries-lite.geojson
898,Central Region (fall turkey),central region fall turkey,data\hunt-boundaries-lite.geojson
900,West Desert_StagingBoundary,west desert stagingboundary,data\hunt-boundaries-lite.geojson
903,Shoshone Aborigonal Lands,shoshone aborigonal lands,data\hunt-boundaries-lite.geojson
905,Faust Valley,faust valley,data\hunt-boundaries-lite.geojson
909,"Vernal, Ashley Valley",vernal ashley valley,data\hunt-boundaries-lite.geojson
910,"Fillmore, Fillmore City",fillmore fillmore city,data\hunt-boundaries-lite.geojson
911,Northern Region (fall turkey),northern region fall turkey,data\hunt-boundaries-lite.geojson
913,Northern Region (fall turkey),northern region fall turkey,data\hunt-boundaries-lite.geojson
914,Northern Region (fall turkey),northern region fall turkey,data\hunt-boundaries-lite.geojson
915,Northern Region (fall turkey),northern region fall turkey,data\hunt-boundaries-lite.geojson
916,Northern Region (fall turkey),northern region fall turkey,data\hunt-boundaries-lite.geojson
12,"Book Cliffs, Little Creek Roadless",book cliffs little creek roadless,data\hunt-boundaries-lite.geojson
201,Heist,heist,data\hunt-boundaries-lite.geojson
490,Sharp Mountain,sharp mountain,data\hunt-boundaries-lite.geojson
492,North Peaks,north peaks,data\hunt-boundaries-lite.geojson
504,Park Valley Hereford,park valley hereford,data\hunt-boundaries-lite.geojson
509,The Rose of Snowville,the rose of snowville,data\hunt-boundaries-lite.geojson
512,Dove Creek,dove creek,data\hunt-boundaries-lite.geojson
516,Double Cone,double cone,data\hunt-boundaries-lite.geojson
524,Weber Florence Creek,weber florence creek,data\hunt-boundaries-lite.geojson
533,Mt Carmel,mt carmel,data\hunt-boundaries-lite.geojson
555,Heaston East,heaston east,data\hunt-boundaries-lite.geojson
556,Coyote Little Pole,coyote little pole,data\hunt-boundaries-lite.geojson
557,Allen Ranch,allen ranch,data\hunt-boundaries-lite.geojson
565,Middle Ridge,middle ridge,data\hunt-boundaries-lite.geojson
568,Deseret,deseret,data\hunt-boundaries-lite.geojson
574,Pisgah Mountain,pisgah mountain,data\hunt-boundaries-lite.geojson
586,Wallsburg,wallsburg,data\hunt-boundaries-lite.geojson
589,Junction Valley,junction valley,data\hunt-boundaries-lite.geojson
603,Park Valley,park valley,data\hunt-boundaries-lite.geojson
737,Plymouth Peak,plymouth peak,data\hunt-boundaries-lite.geojson
807,East Zion,east zion,data\hunt-boundaries-lite.geojson
826,Pahvant Ensign,pahvant ensign,data\hunt-boundaries-lite.geojson
830,Cedar Springs,cedar springs,data\hunt-boundaries-lite.geojson
856,Rosette,rosette,data\hunt-boundaries-lite.geojson
874,West Ridge,west ridge,data\hunt-boundaries-lite.geojson
875,Raft River,raft river,data\hunt-boundaries-lite.geojson
878,5S Land and Livestock,5s land and livestock,data\hunt-boundaries-lite.geojson
906,Salt Wells,salt wells,data\hunt-boundaries-lite.geojson
907,Red Iron,red iron,data\hunt-boundaries-lite.geojson
908,Dry Creek,dry creek,data\hunt-boundaries-lite.geojson
912,Northern Region (fall turkey),northern region fall turkey,data\hunt-boundaries-lite.geojson
918,Green River Flat,green river flat,data\hunt-boundaries-lite.geojson
920,"Wasatch Mtns, Tabby Mtn",wasatch mtns tabby mtn,data\hunt-boundaries-lite.geojson
921,"Wasatch Mtns, Rabbit Gulch",wasatch mtns rabbit gulch,data\hunt-boundaries-lite.geojson
922,Kimberly,kimberly,data\hunt-boundaries-lite.geojson
923,The Dirty Dozen,the dirty dozen,data\hunt-boundaries-lite.geojson
924,Ogden (excludes Hyrum),ogden excludes hyrum,data\hunt-boundaries-lite.geojson
925,Cedar/Stansbury,cedar stansbury,data\hunt-boundaries-lite.geojson
926,"West Desert, Swasey",west desert swasey,data\hunt-boundaries-lite.geojson
927,Oquirrh/Tintic,oquirrh tintic,data\hunt-boundaries-lite.geojson
928,Little Rockies,little rockies,data\hunt-boundaries-lite.geojson
929,"San Juan, Mancos Mesa",san juan mancos mesa,data\hunt-boundaries-lite.geojson
930,Moab Valley,moab valley,data\hunt-boundaries-lite.geojson
931,Uinta Basin Private Lands Any Bull Elk,uinta basin private lands any bull elk,data\hunt-boundaries-lite.geojson
932,Castle Valley,castle valley,data\hunt-boundaries-lite.geojson
933,"Escalante, East",escalante east,data\hunt-boundaries-lite.geojson
934,"Escalante, West",escalante west,data\hunt-boundaries-lite.geojson
9218,Uintah Basin Extended Archery Area,uintah basin extended archery area,data\hunt-boundaries-lite.geojson
10002,"West Desert, Keg Mtn",west desert keg mtn,data\hunt-boundaries-lite.geojson
10003,Mineral Mountain,mineral mountain,data\hunt-boundaries-lite.geojson
18,"Box Elder, Hansel Mtn",box elder hansel mtn,data\hunt-boundaries-lite.geojson
33,"Cache, Meadowville",cache meadowville,data\hunt-boundaries-lite.geojson
51,Manti,manti,data\hunt-boundaries-lite.geojson
69,Chalk Creek,chalk creek,data\hunt-boundaries-lite.geojson
81,"Fillmore, Oak Creek South",fillmore oak creek south,data\hunt-boundaries-lite.geojson
88,"Fillmore, Pahvant",fillmore pahvant,data\hunt-boundaries-lite.geojson
94,Henry Mtns,henry mtns,data\hunt-boundaries-lite.geojson
107,"Nebo, Moroni Hills",nebo moroni hills,data\hunt-boundaries-lite.geojson
108,Dolores Triangle,dolores triangle,data\hunt-boundaries-lite.geojson
117,Morgan-South Rich,morgan south rich,data\hunt-boundaries-lite.geojson
129,"Nine Mile, Anthro-Myton Bench",nine mile anthro myton bench,data\hunt-boundaries-lite.geojson
143,"North Slope, Summit/West Daggett",north slope summit west daggett,data\hunt-boundaries-lite.geojson
163,Paunsaugunt,paunsaugunt,data\hunt-boundaries-lite.geojson
175,Fishlake/Thousand Lakes,fishlake thousand lakes,data\hunt-boundaries-lite.geojson
183,San Juan Bull Elk,san juan bull elk,data\hunt-boundaries-lite.geojson
188,"San Juan, Montezuma Canyon",san juan montezuma canyon,data\hunt-boundaries-lite.geojson
194,"San Rafael, North",san rafael north,data\hunt-boundaries-lite.geojson
206,Diamond Mtn,diamond mtn,data\hunt-boundaries-lite.geojson
222,Wasatch Mtns,wasatch mtns,data\hunt-boundaries-lite.geojson
241,"West Desert, Deep Creek",west desert deep creek,data\hunt-boundaries-lite.geojson
276,East Canyon,east canyon,data\hunt-boundaries-lite.geojson
277,"Nine Mile, Range Creek",nine mile range creek,data\hunt-boundaries-lite.geojson
301,"Book Cliffs, Floy Canyon",book cliffs floy canyon,data\hunt-boundaries-lite.geojson
302,"Cache, North",cache north,data\hunt-boundaries-lite.geojson
303,"Cache, South",cache south,data\hunt-boundaries-lite.geojson
304,"Cache, Wellsville",cache wellsville,data\hunt-boundaries-lite.geojson
455,Boulder/Kaiparowits,boulder kaiparowits,data\hunt-boundaries-lite.geojson
609,Ogden,ogden,data\hunt-boundaries-lite.geojson
611,Kamas,kamas,data\hunt-boundaries-lite.geojson
613,Yellowstone,yellowstone,data\hunt-boundaries-lite.geojson
614,Vernal/Bonanza,vernal bonanza,data\hunt-boundaries-lite.geojson
617,La Sal Mtns,la sal mtns,data\hunt-boundaries-lite.geojson
625,Southwest Desert,southwest desert,data\hunt-boundaries-lite.geojson
629,Monroe,monroe,data\hunt-boundaries-lite.geojson
630,Mt Dutton,mt dutton,data\hunt-boundaries-lite.geojson
634,Panguitch Lake,panguitch lake,data\hunt-boundaries-lite.geojson
635,Zion,zion,data\hunt-boundaries-lite.geojson
636,Pine Valley,pine valley,data\hunt-boundaries-lite.geojson
639,"Cache, East Rich",cache east rich,data\hunt-boundaries-lite.geojson
672,"Beaver, West",beaver west,data\hunt-boundaries-lite.geojson
685,"Beaver, East",beaver east,data\hunt-boundaries-lite.geojson
742,"Wasatch Mtns, North",wasatch mtns north,data\hunt-boundaries-lite.geojson
751,"San Rafael, South-Dirty Devil",san rafael south dirty devil,data\hunt-boundaries-lite.geojson
867,"Box Elder, Grouse Creek",box elder grouse creek,data\hunt-boundaries-lite.geojson
868,"Box Elder, Sawtooth",box elder sawtooth,data\hunt-boundaries-lite.geojson
899,"Book Cliffs, Bitter Creek/East",book cliffs bitter creek east,data\hunt-boundaries-lite.geojson
901,Nebo/San Pitch Mtns,nebo san pitch mtns,data\hunt-boundaries-lite.geojson
902,Valley Mtns,valley mtns,data\hunt-boundaries-lite.geojson
904,West Desert,west desert,data\hunt-boundaries-lite.geojson
935,$50 Coyote Bounty,50 coyote bounty,data\hunt-boundaries-lite.geojson
488,Whites Valley,whites valley,data\hunt-boundaries-lite.geojson
496,Rattlesnake Pass,rattlesnake pass,data\hunt-boundaries-lite.geojson
499,Washakie,washakie,data\hunt-boundaries-lite.geojson
501,Pocatello Valley,pocatello valley,data\hunt-boundaries-lite.geojson
511,West Hills,west hills,data\hunt-boundaries-lite.geojson
514,Fort Ranch,fort ranch,data\hunt-boundaries-lite.geojson
542,Preston Nutter Ranch,preston nutter ranch,data\hunt-boundaries-lite.geojson
546,Spring Creek/Dodge,spring creek dodge,data\hunt-boundaries-lite.geojson
547,Summit Point,summit point,data\hunt-boundaries-lite.geojson
548,Redd Ranches,redd ranches,data\hunt-boundaries-lite.geojson
602,Thatcher Mountain,thatcher mountain,data\hunt-boundaries-lite.geojson
640,Cotton Thomas,cotton thomas,data\hunt-boundaries-lite.geojson
808,Blackhawk,blackhawk,data\hunt-boundaries-lite.geojson
919,Prohibition Springs,prohibition springs,data\hunt-boundaries-lite.geojson
936,$100 Coyote Bounty,100 coyote bounty,data\hunt-boundaries-lite.geojson
937,"Wasatch Mtns, Salt Lake-Timpanogos",wasatch mtns salt lake timpanogos,data\hunt-boundaries-lite.geojson
938,"Manti, Ferron-Nelson Mtn",manti ferron nelson mtn,data\hunt-boundaries-lite.geojson
939,"Ogden, North",ogden north,data\hunt-boundaries-lite.geojson
940,"Parker Mtn, Plains",parker mtn plains,data\hunt-boundaries-lite.geojson
941,"East Canyon, East",east canyon east,data\hunt-boundaries-lite.geojson
942,Southern Region (fall turkey),southern region fall turkey,data\hunt-boundaries-lite.geojson
943,Southern Region (fall turkey),southern region fall turkey,data\hunt-boundaries-lite.geojson
944,Southern Region (fall turkey),southern region fall turkey,data\hunt-boundaries-lite.geojson
945,Southern Region (fall turkey),southern region fall turkey,data\hunt-boundaries-lite.geojson
946,Southeastern Region (fall turkey),southeastern region fall turkey,data\hunt-boundaries-lite.geojson
947,Oquirrh,oquirrh,data\hunt-boundaries-lite.geojson
948,House/Tintic,house tintic,data\hunt-boundaries-lite.geojson
949,West Cache Extended Archery Area (Elk),west cache extended archery area elk,data\hunt-boundaries-lite.geojson
950,Mt Dutton North,mt dutton north,data\hunt-boundaries-lite.geojson
951,"Paunsaugunt, East Creek",paunsaugunt east creek,data\hunt-boundaries-lite.geojson
952,"Manti, Ferron Lower Escarpment",manti ferron lower escarpment,data\hunt-boundaries-lite.geojson
953,"Wasatch Mtns, Red Creek West",wasatch mtns red creek west,data\hunt-boundaries-lite.geojson
954,"Wasatch Mtns, Wildcat/Timber Canyon",wasatch mtns wildcat timber canyon,data\hunt-boundaries-lite.geojson
