hunt_code,hunt_line,parsed_unit,parsed_unit_norm,source_pdf,pdf_page
DB1596,"Hunt: DB1596 Plateau, Fishlake - Any Legal Weapon Page 94","Plateau, Fishlake",plateau fishlake,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__G.S. DEER DEER DRAW RESULTS.pdf,94
DB1597,Hunt: DB1597 Zion - Any Legal Weapon Page 95,Zion,zion,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__G.S. DEER DEER DRAW RESULTS.pdf,95
DB1000,Hunt: DB1000 Premium Le Archery Buck Deer - Henry Mtns - Archery Page 15,Premium Le Archery Buck Deer - Henry Mtns,premium le archery buck deer henry mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,1
DB1001,Hunt: DB1001 Premium Le Archery Buck Deer - Paunsaugunt - Archery Page 16,Premium Le Archery Buck Deer - Paunsaugunt,premium le archery buck deer paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,2
DB1002,Hunt: DB1002 Premium Le Rifle Buck Deer - Antelope Island - Any Legal Weapon Page 17,Premium Le Rifle Buck Deer - Antelope Island,premium le rifle buck deer antelope island,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,3
DB1003,Hunt: DB1003 Premium Le Rifle Buck Deer - Henry Mtns - Any Legal Weapon Page 18,Premium Le Rifle Buck Deer - Henry Mtns,premium le rifle buck deer henry mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,4
DB1004,Hunt: DB1004 Premium Le Rifle Buck Deer - Paunsaugunt - Any Legal Weapon Page 19,Premium Le Rifle Buck Deer - Paunsaugunt,premium le rifle buck deer paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,5
DB1005,Hunt: DB1005 Premium Le Muzzleloader Buck Deer - Henry Mtns - Muzzleloader Page 20,Premium Le Muzzleloader Buck Deer - Henry Mtns,premium le muzzleloader buck deer henry mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,6
DB1006,Hunt: DB1006 Premium Le Muzzleloader Buck Deer - Paunsaugunt - Muzzleloader Page 21,Premium Le Muzzleloader Buck Deer - Paunsaugunt,premium le muzzleloader buck deer paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,7
DB1007,Hunt: DB1007 Multiseason Premium Limited Entry Buck Deer - Henry Mtns - Any Legal Weapon Page 22,Multiseason Premium Limited Entry Buck Deer - Henry Mtns,multiseason premium limited entry buck deer henry mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,8
DB1008,Hunt: DB1008 Multiseason Premium Limited Entry Buck Deer - Paunsaugunt - Any Legal Weapon Page 23,Multiseason Premium Limited Entry Buck Deer - Paunsaugunt,multiseason premium limited entry buck deer paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,9
DB1009,Hunt: DB1009 Management Rifle Buck Deer - Henry Mtns - Any Legal Weapon Page 24,Management Rifle Buck Deer - Henry Mtns,management rifle buck deer henry mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,10
DB1010,Hunt: DB1010 Management Rifle Buck Deer - Paunsaugunt - Any Legal Weapon Page 25,Management Rifle Buck Deer - Paunsaugunt,management rifle buck deer paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,11
DB1011,Hunt: DB1011 Limited Entry Archery Buck Deer - Book Cliffs - Archery Page 26,Book Cliffs,book cliffs,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,12
DB1012,"Hunt: DB1012 Limited Entry Archery Buck Deer - Fillmore, Oak Creek Le - Archery Page 27","Fillmore, Oak Creek Le",fillmore oak creek le,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,13
DB1013,"Hunt: DB1013 Limited Entry Archery Buck Deer - La Sal, Dolores Triangle - Archery Page 28","La Sal, Dolores Triangle",la sal dolores triangle,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,14
DB1014,"Hunt: DB1014 Limited Entry Archery Buck Deer - San Juan, Elk Ridge - Archery Page 29","San Juan, Elk Ridge",san juan elk ridge,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,15
DB1015,"Hunt: DB1015 Limited Entry Archery Buck Deer - South Slope, Diamond Mtn - Archery Page 30","South Slope, Diamond Mtn",south slope diamond mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,16
DB1016,"Hunt: DB1016 Limited Entry Archery Buck Deer - West Desert, Vernon - Archery Page 31","West Desert, Vernon",west desert vernon,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,17
DB1017,"Hunt: DB1017 Limited Entry Rifle Buck Deer - Book Cliffs, North - Any Legal Weapon Page 32","Limited Entry Rifle Buck Deer - Book Cliffs, North",limited entry rifle buck deer book cliffs north,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,18
DB1018,"Hunt: DB1018 Limited Entry Rifle Buck Deer - Book Cliffs, South - Any Legal Weapon Page 33","Limited Entry Rifle Buck Deer - Book Cliffs, South",limited entry rifle buck deer book cliffs south,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,19
DB1019,"Hunt: DB1019 Limited Entry Rifle Buck Deer - Fillmore, Oak Creek Le - Any Legal Weapon Page 34","Limited Entry Rifle Buck Deer - Fillmore, Oak Creek Le",limited entry rifle buck deer fillmore oak creek le,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,20
DB1020,"Hunt: DB1020 Limited Entry Rifle Buck Deer - La Sal, Dolores Triangle - Any Legal Weapon Page 35","Limited Entry Rifle Buck Deer - La Sal, Dolores Triangle",limited entry rifle buck deer la sal dolores triangle,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,21
DB1021,"Hunt: DB1021 Limited Entry Rifle Buck Deer - North Slope, Summit - Any Legal Weapon Page 36","Limited Entry Rifle Buck Deer - North Slope, Summit",limited entry rifle buck deer north slope summit,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,22
DB1022,"Hunt: DB1022 Limited Entry Rifle Buck Deer - San Juan, Elk Ridge - Any Legal Weapon Page 37","Limited Entry Rifle Buck Deer - San Juan, Elk Ridge",limited entry rifle buck deer san juan elk ridge,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,23
DB1023,"Hunt: DB1023 Limited Entry Rifle Buck Deer - South Slope, Diamond Mtn - Any Legal Weapon Page 38","Limited Entry Rifle Buck Deer - South Slope, Diamond Mtn",limited entry rifle buck deer south slope diamond mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,24
DB1024,"Hunt: DB1024 Limited Entry Rifle Buck Deer - West Desert, Vernon - Any Legal Weapon Page 39","Limited Entry Rifle Buck Deer - West Desert, Vernon",limited entry rifle buck deer west desert vernon,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,25
DB1025,Hunt: DB1025 Limited Entry Muzzleloader Buck Deer - Book Cliffs - Muzzleloader Page 40,Book Cliffs,book cliffs,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,26
DB1026,"Hunt: DB1026 Limited Entry Muzzleloader Buck Deer - Cache, Crawford Mtn - Muzzleloader Page 41","Cache, Crawford Mtn",cache crawford mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,27
DB1027,Hunt: DB1027 Limited Entry Muzzleloader Buck Deer - Chalk Creek/east Canyon/morgan-south Rich - Muzzleloader Page 42,Chalk Creek/east Canyon/morgan-south Rich,chalk creek east canyon morgan south rich,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,28
DB1028,Hunt: DB1028 Limited Entry Muzzleloader Buck Deer - Fillmore - Muzzleloader Page 43,Fillmore,fillmore,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,29
DB1029,"Hunt: DB1029 Limited Entry Muzzleloader Buck Deer - Fillmore, Oak Creek Le - Muzzleloader Page 44","Fillmore, Oak Creek Le",fillmore oak creek le,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,30
DB1030,Hunt: DB1030 Limited Entry Muzzleloader Buck Deer - Kamas - Muzzleloader Page 45,Kamas,kamas,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,31
DB1031,"Hunt: DB1031 Limited Entry Muzzleloader Buck Deer - La Sal, Dolores Triangle - Muzzleloader Page 46","La Sal, Dolores Triangle",la sal dolores triangle,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,32
DB1033,Hunt: DB1033 Limited Entry Muzzleloader Buck Deer - Nine Mile - Muzzleloader Page 47,Nine Mile,nine mile,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,33
DB1034,Hunt: DB1034 Limited Entry Muzzleloader Buck Deer - Pine Valley - Muzzleloader Page 48,Pine Valley,pine valley,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,34
DB1036,"Hunt: DB1036 Limited Entry Muzzleloader Buck Deer - Plateau, Thousand Lakes - Muzzleloader Page 49","Plateau, Thousand Lakes",plateau thousand lakes,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,35
DB1037,"Hunt: DB1037 Limited Entry Muzzleloader Buck Deer - San Juan, Elk Ridge - Muzzleloader Page 50","San Juan, Elk Ridge",san juan elk ridge,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,36
DB1038,"Hunt: DB1038 Limited Entry Muzzleloader Buck Deer - South Slope, Diamond Mtn - Muzzleloader Page 51","South Slope, Diamond Mtn",south slope diamond mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,37
DB1039,"Hunt: DB1039 Limited Entry Muzzleloader Buck Deer - South Slope, Yellowstone - Muzzleloader Page 52","South Slope, Yellowstone",south slope yellowstone,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,38
DB1040,Hunt: DB1040 Limited Entry Muzzleloader Buck Deer - Southwest Desert - Muzzleloader Page 53,Southwest Desert,southwest desert,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,39
DB1041,"Hunt: DB1041 Limited Entry Muzzleloader Buck Deer - Wasatch Mtns, East - Muzzleloader Page 54","Wasatch Mtns, East",wasatch mtns east,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,40
DB1042,"Hunt: DB1042 Limited Entry Muzzleloader Buck Deer - West Desert, Vernon - Muzzleloader Page 55","West Desert, Vernon",west desert vernon,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,41
DB1043,Hunt: DB1043 Limited Entry Muzzleloader Buck Deer - Zion - Muzzleloader Page 56,Zion,zion,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,42
DB1044,Hunt: DB1044 Multiseason Limited Entry Buck Deer - Book Cliffs - Any Legal Weapon Page 57,Multiseason Limited Entry Buck Deer - Book Cliffs,multiseason limited entry buck deer book cliffs,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,43
DB1045,"Hunt: DB1045 Multiseason Limited Entry Buck Deer - Fillmore, Oak Creek Le - Any Legal Weapon Page 58","Multiseason Limited Entry Buck Deer - Fillmore, Oak Creek Le",multiseason limited entry buck deer fillmore oak creek le,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,44
DB1046,"Hunt: DB1046 Multiseason Limited Entry Buck Deer - San Juan, Elk Ridge - Any Legal Weapon Page 59","Multiseason Limited Entry Buck Deer - San Juan, Elk Ridge",multiseason limited entry buck deer san juan elk ridge,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,45
DB1047,"Hunt: DB1047 Multiseason Limited Entry Buck Deer - South Slope, Diamond Mtn - Any Legal Weapon Page 60","Multiseason Limited Entry Buck Deer - South Slope, Diamond Mtn",multiseason limited entry buck deer south slope diamond mtn,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,46
DB1048,"Hunt: DB1048 Multiseason Limited Entry Buck Deer - West Desert, Vernon - Any Legal Weapon Page 61","Multiseason Limited Entry Buck Deer - West Desert, Vernon",multiseason limited entry buck deer west desert vernon,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,47
DB1051,Hunt: DB1051 Management Archery Buck Deer - Henry Mtns - Archery Page 62,Management Archery Buck Deer - Henry Mtns,management archery buck deer henry mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,48
DB1052,Hunt: DB1052 Management Muzzleloader Buck Deer - Henry Mtns - Muzzleloader Page 63,Management Muzzleloader Buck Deer - Henry Mtns,management muzzleloader buck deer henry mtns,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,49
DB1053,Hunt: DB1053 Limited Entry Muzzleloader Buck Deer - Mt Dutton - Muzzleloader Page 64,Mt Dutton,mt dutton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,50
DB1054,Hunt: DB1054 Limited Entry Muzzleloader Buck Deer - Ogden - Muzzleloader Page 65,Ogden,ogden,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,51
DB1058,"Hunt: DB1058 Management Rifle Cactus Buck Deer - Paunsaugunt, Cactus Buck - Any Legal Weapon Page 66","Management Rifle Cactus Buck Deer - Paunsaugunt, Cactus Buck",management rifle cactus buck deer paunsaugunt cactus buck,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,52
DB1059,Hunt: DB1059 Limited Entry Muzzleloader Buck Deer - Beaver - Muzzleloader Page 67,Beaver,beaver,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,53
DB1065,Hunt: DB1065 Limited Entry Muzzleloader Buck Deer - North Slope - Muzzleloader Page 68,North Slope,north slope,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,54
DB1073,Hunt: DB1073 Management Archery Buck Deer - Paunsaugunt - Archery Page 69,Management Archery Buck Deer - Paunsaugunt,management archery buck deer paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,55
DB1074,Hunt: DB1074 Management Muzzleloader Buck Deer - Paunsaugunt - Muzzleloader Page 70,Management Muzzleloader Buck Deer - Paunsaugunt,management muzzleloader buck deer paunsaugunt,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,56
DB1200,Hunt: DB1200 Premium Cwmu Buck Deer - Alton - Any Legal Weapon Page 71,Premium Cwmu Buck Deer - Alton,premium cwmu buck deer alton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,57
DB1201,Hunt: DB1201 Cwmu Management Buck Deer - Alton - Any Legal Weapon Page 72,Cwmu Management Buck Deer - Alton,cwmu management buck deer alton,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,58
DB1202,Hunt: DB1202 Cwmu Buck Deer - Antelope Creek - Any Legal Weapon Page 73,Antelope Creek,antelope creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,59
DB1203,Hunt: DB1203 Cwmu Buck Deer - Avintaquin Canyon - Any Legal Weapon Page 74,Avintaquin Canyon,avintaquin canyon,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,60
DB1204,Hunt: DB1204 Cwmu Buck Deer - Bally Watts - Any Legal Weapon Page 75,Bally Watts,bally watts,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,61
DB1205,Hunt: DB1205 Cwmu Buck Deer - Bar J Ranch - Any Legal Weapon Page 76,Bar J Ranch,bar j ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,62
DB1206,Hunt: DB1206 Cwmu Buck Deer - Bear Mountain - Any Legal Weapon Page 77,Bear Mountain,bear mountain,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,63
DB1207,Hunt: DB1207 Cwmu Buck Deer - Bear Springs - Any Legal Weapon Page 78,Bear Springs,bear springs,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,64
DB1208,Hunt: DB1208 Cwmu Buck Deer - Black Hawk - Any Legal Weapon Page 79,Black Hawk,black hawk,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,65
DB1209,Hunt: DB1209 Cwmu Buck Deer - Blind Spring - Any Legal Weapon Page 80,Blind Spring,blind spring,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,66
DB1210,Hunt: DB1210 Cwmu Buck Deer - Blue Creek - Any Legal Weapon Page 81,Blue Creek,blue creek,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,67
DB1211,Hunt: DB1211 Cwmu Buck Deer - Blue Spring Hills - Any Legal Weapon Page 82,Blue Spring Hills,blue spring hills,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,68
DB1212,Hunt: DB1212 Cwmu Buck Deer - Bluebell - Any Legal Weapon Page 83,Bluebell,bluebell,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,69
DB1213,Hunt: DB1213 Cwmu Buck Deer - Boobe Hole - Any Legal Weapon Page 84,Boobe Hole,boobe hole,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,70
DB1215,Hunt: DB1215 Cwmu Buck Deer - Buckhorn Ranch - Any Legal Weapon Page 85,Buckhorn Ranch,buckhorn ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,71
DB1216,Hunt: DB1216 Cwmu Buck Deer - Castle Valley Outdoors - Any Legal Weapon Page 86,Castle Valley Outdoors,castle valley outdoors,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,72
DB1217,Hunt: DB1217 Cwmu Buck Deer - Causey Spring - Any Legal Weapon Page 87,Causey Spring,causey spring,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,73
DB1219,Hunt: DB1219 Cwmu Buck Deer - Chimney Rock - Any Legal Weapon Page 88,Chimney Rock,chimney rock,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,74
DB1221,Hunt: DB1221 Cwmu Buck Deer - Clear Valley Ranch - Any Legal Weapon Page 89,Clear Valley Ranch,clear valley ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,75
DB1222,Hunt: DB1222 Cwmu Buck Deer - Coldwater Ranch - Any Legal Weapon Page 90,Coldwater Ranch,coldwater ranch,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,76
DB1223,Hunt: DB1223 Cwmu Buck Deer - Conover-jensen - Any Legal Weapon Page 91,Conover-jensen,conover jensen,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,77
DB1224,Hunt: DB1224 Cwmu Buck Deer - Cotton Thomas - Any Legal Weapon Page 92,Cotton Thomas,cotton thomas,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,78
DB1225,Hunt: DB1225 Cwmu Buck Deer - Coyote Little Pole - Any Legal Weapon Page 93,Coyote Little Pole,coyote little pole,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,79
DB1227,Hunt: DB1227 Cwmu Buck Deer - Deer Haven - Any Legal Weapon Page 94,Deer Haven,deer haven,data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,80
