hunt_code,boundary_id,boundary_id_source,primary_universe_bucket,scoring_bucket,hunt_name,species,sex_type,hunt_type,weapon,prefix,present_regulation_pdf,present_draw_result_pdf,present_canonical_yearly,present_database_year_support,present_long_file,present_locked_2026_reference,canonical_row_count,canonical_scorable_row_count,pdf_evidence_row_count,regulation_pdf_sources,permit_quota_pdf_sources,draw_result_pdf_sources,audit_note,locked_year,model_target_year,active_year_truth,locked_reconciled_bucket,prediction_accuracy_treatment,database_next_year_support,source_year_artifact,excluded_from_lock_prefix_filter,lock_status,lock_note
DB1031,108,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"La Sal, Dolores Triangle",Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1032,629,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Monroe,Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1033,615,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Nine Mile,Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1034,636,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Pine Valley,Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1036,632,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Plateau, Thousand Lakes",Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1037,185,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"San Juan, Elk Ridge",Elk,Bull,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1038,206,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"South Slope, Diamond Mtn",Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1039,613,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"South Slope, Yellowstone",Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1040,625,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Southwest Desert,Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1041,621,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Wasatch Mtns, East",Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1042,248,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"West Desert, Vernon",Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1043,635,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Zion,Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1044,7,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Book Cliffs,Deer,Buck,Limited Entry,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1045,85,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Fillmore, Oak Creek Le",Deer,Buck,Limited Entry,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1046,185,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"San Juan, Elk Ridge",Elk,Bull,Limited Entry,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1047,206,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"South Slope, Diamond Mtn",Deer,Buck,Limited Entry,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1048,248,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"West Desert, Vernon",Deer,Buck,Limited Entry,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1053,630,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Mt Dutton,Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1054,609,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Ogden,Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1055,633,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Plateau, Fishlake",Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1058,163,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Paunsaugunt, Cactus Buck",Deer,Buck,Limited Entry,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1059,628,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Beaver,Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1065,612,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,North Slope,Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1073,163,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Paunsaugunt,Deer,Buck,Limited Entry,Archery,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1074,163,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Paunsaugunt,Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1077,607,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Box Elder,Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1078,29,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Cache,Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1079,619,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Central Mtns, Manti/san Rafael",Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1080,616,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"Central Mtns, Nebo",Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1081,617,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,"La Sal, La Sal Mtns",Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1082,622,canonical_yearly.boundary_id,MODEL_WORKBOOK_2021_PERMITS_2022_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Oquirrh - stansbury,Deer,Buck,Limited Entry,Muzzleloader,DB,YES,YES,YES,YES,YES,YES,30,29,2,pipeline\RAW\hunt_unit_database\2021\pdf\Rules Regulations\2021_biggameapp.pdf,,pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\2021_PERMITS=2022_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2021,2022,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2021_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
