hunt_code,residency,points
BI1000,Resident,
BR1000,Resident,
DB0007,Resident,
DS1000,Resident,
EB1000,Resident,
GO1000,Resident,
MB1000,Resident,
PB1000,Resident,
RS0001,Resident,
TK0001,Resident,
