hunt_code,residency,points
DA1050,Nonresident,19
DA1050,Nonresident,20
DA1050,Resident,19
DA1050,Resident,20
EA2038,Nonresident,19
EA2038,Nonresident,20
EA2038,Resident,19
EA2038,Resident,20
MA1006,Nonresident,19
MA1006,Nonresident,20
MA1006,Resident,19
MA1006,Resident,20
PD1046,Nonresident,19
PD1046,Nonresident,20
PD1046,Resident,19
PD1046,Resident,20
