hunt_code,residency,points,field,pdf_value,canonical_value,pdf_source_file,pdf_hunt_name,canonical_hunt_name
DA1050,Resident,14,eligible_applicants,2,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,14,regular_permits,2,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,14,total_permits,2,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,10,eligible_applicants,1,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,10,regular_permits,1,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,10,total_permits,1,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,9,eligible_applicants,3,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,9,regular_permits,3,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,9,total_permits,3,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,8,eligible_applicants,22,1,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,8,regular_permits,22,1,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,8,total_permits,22,1,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,8,eligible_applicants,1,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,8,regular_permits,1,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,8,total_permits,1,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,7,eligible_applicants,113,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,7,regular_permits,111,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,7,total_permits,111,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,7,eligible_applicants,3,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,7,regular_permits,3,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,7,total_permits,3,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,6,eligible_applicants,376,7,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,6,regular_permits,298,5,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,6,total_permits,298,5,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,6,eligible_applicants,39,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,6,regular_permits,19,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,6,total_permits,19,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,5,eligible_applicants,1035,13,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,5,regular_permits,656,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,5,total_permits,656,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,5,eligible_applicants,68,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,5,regular_permits,26,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,5,total_permits,26,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,4,eligible_applicants,2270,22,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,4,regular_permits,1029,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,4,total_permits,1029,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,4,eligible_applicants,119,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,4,regular_permits,52,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,4,total_permits,52,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,3,eligible_applicants,3366,32,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,3,regular_permits,1073,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,3,total_permits,1073,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,3,eligible_applicants,170,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,3,regular_permits,83,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,3,total_permits,83,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,2,eligible_applicants,5338,31,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,2,regular_permits,1090,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Resident,2,total_permits,1090,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,2,eligible_applicants,278,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
DA1050,Nonresident,2,regular_permits,83,0,24_antlerless_drawing_odds_report.pdf,Cwmu Antlerless Deer - The Rose Of Snowville - Any Legal Weapon,The Rose Of Snowville
