source_file,page_number,hunt_code,hunt_name,residency,points,eligible_applicants,bonus_permits,regular_permits,total_permits,success_ratio
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,13,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,13,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,12,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,12,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,11,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,11,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,10,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,10,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,9,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,9,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,8,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,8,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,7,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,7,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,6,1,0,1,1,1 in 1.0
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,6,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,5,1,0,1,1,1 in 1.0
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,5,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,4,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,4,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,3,15,0,15,15,1 in 1.0
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,3,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,2,21,0,7,7,1 in 3.0
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,2,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,1,22,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,1,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Resident,0,42,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,3,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgn Only",Nonresident,0,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,19,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,19,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,18,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,18,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,17,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,17,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,16,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,16,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,15,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,15,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,14,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,14,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,13,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,13,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,12,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,12,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,11,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,11,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,10,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,10,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,9,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,9,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,8,1,0,1,1,1 in 1.0
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,8,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,7,1,0,1,1,1 in 1.0
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,7,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,6,8,0,8,8,1 in 1.0
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,6,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,5,25,0,1,1,1 in 25.0
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,5,2,0,1,1,1 in 2.0
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,4,41,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,4,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,3,28,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,3,1,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,2,44,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,2,1,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,1,46,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,1,3,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Resident,0,54,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,4,DA1003,"Antlerless Deer - Monroe/plateau, Sevier Valley - Archery, Mzldr, Shotgn Only",Nonresident,0,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,19,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,19,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,18,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,18,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,17,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,17,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,16,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,16,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,15,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,15,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,14,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,14,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,13,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,13,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,12,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,12,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,11,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,11,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,10,2,0,2,2,1 in 1.0
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,10,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,9,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,9,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,8,3,0,3,3,1 in 1.0
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,8,0,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,7,50,0,15,15,1 in 3.3
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,7,4,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,6,97,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,6,16,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,5,137,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,5,21,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,4,152,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,4,10,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,3,172,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,3,24,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,2,212,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,2,13,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,1,246,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,1,20,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Resident,0,367,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,5,DA1009,"Antlerless Deer - Pine Valley, Enterprise - Any Legal Weapon",Nonresident,0,28,0,0,0,N/A
25_antlerless_drawing_odds_report.pdf,6,DA1011,Cwmu Antlerless Deer - George Creek - Any Legal Weapon,Resident,19,0,0,0,0,N/A
