hunt_code,residency,points,row_count,payload_count,source_files,pages,payloads
BI6537,Nonresident,1,2,2,25_bg-odds.pdf,549|550,"202,0,0,0|810,0,0,0"
BI6537,Nonresident,7,2,2,25_bg-odds.pdf,549|550,"151,0,0,0|647,0,0,0"
BI6537,Nonresident,8,2,2,25_bg-odds.pdf,549|550,"126,0,0,0|636,0,0,0"
BI6537,Nonresident,9,2,2,25_bg-odds.pdf,549|550,"530,0,0,0|91,0,0,0"
BI6537,Resident,1,2,2,25_bg-odds.pdf,549|550,"50,0,0,0|719,0,0,0"
BI6537,Resident,10,2,2,25_bg-odds.pdf,549|550,"11,0,0,0|302,0,0,0"
BI6537,Resident,11,2,2,25_bg-odds.pdf,549|550,"270,0,0,0|9,0,1,1"
BI6537,Resident,12,2,2,25_bg-odds.pdf,549|550,"255,0,1,1|7,0,0,0"
BI6537,Resident,13,2,2,25_bg-odds.pdf,549|550,"239,0,2,2|8,0,0,0"
BI6537,Resident,14,2,2,25_bg-odds.pdf,549|550,"249,0,0,0|7,0,0,0"
BI6537,Resident,15,2,2,25_bg-odds.pdf,549|550,"215,0,1,1|7,0,0,0"
BI6537,Resident,16,2,2,25_bg-odds.pdf,549|550,"2,0,0,0|201,0,2,2"
BI6537,Resident,17,2,2,25_bg-odds.pdf,549|550,"223,0,2,2|4,0,0,0"
BI6537,Resident,18,2,2,25_bg-odds.pdf,549|550,"217,0,2,2|6,0,0,0"
BI6537,Resident,19,2,2,25_bg-odds.pdf,549|550,"209,0,1,1|3,0,0,0"
BI6537,Resident,2,2,2,25_bg-odds.pdf,549|550,"46,0,0,0|637,0,0,0"
BI6537,Resident,20,2,2,25_bg-odds.pdf,549|550,"170,0,3,3|6,0,0,0"
BI6537,Resident,21,2,2,25_bg-odds.pdf,549|550,"0,0,0,0|156,0,4,4"
BI6537,Resident,22,2,2,25_bg-odds.pdf,549|550,"1,0,0,0|161,0,1,1"
BI6537,Resident,23,2,2,25_bg-odds.pdf,549|550,"0,0,0,0|155,2,2,4"
BI6537,Resident,24,2,2,25_bg-odds.pdf,549|550,"108,0,2,2|3,1,0,1"
BI6537,Resident,25,2,2,25_bg-odds.pdf,549|550,"2,1,0,1|93,8,1,9"
BI6537,Resident,26,2,2,25_bg-odds.pdf,549|550,"0,0,0,0|52,12,0,12"
BI6537,Resident,27,2,2,25_bg-odds.pdf,549|550,"1,1,0,1|35,15,0,15"
BI6537,Resident,28,2,2,25_bg-odds.pdf,549|550,"0,0,0,0|8,6,0,6"
BI6537,Resident,29,2,2,25_bg-odds.pdf,549|550,"0,0,0,0|1,1,0,1"
BI6537,Resident,3,2,2,25_bg-odds.pdf,549|550,"32,0,1,1|529,0,0,0"
BI6537,Resident,4,2,2,25_bg-odds.pdf,549|550,"44,0,0,0|557,0,2,2"
BI6537,Resident,5,2,2,25_bg-odds.pdf,549|550,"32,0,0,0|516,0,0,0"
BI6537,Resident,6,2,2,25_bg-odds.pdf,549|550,"33,0,0,0|411,0,1,1"
BI6537,Resident,7,2,2,25_bg-odds.pdf,549|550,"13,0,0,0|429,0,0,0"
BI6537,Resident,8,2,2,25_bg-odds.pdf,549|550,"21,0,0,0|483,0,3,3"
BI6537,Resident,9,2,2,25_bg-odds.pdf,549|550,"12,0,0,0|314,0,2,2"
DA1001,Resident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,2,"2,0,2,2|30,0,0,0"
DA1001,Resident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,2,"0,0,0,0|17,0,3,3"
DA1001,Resident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,2,"0,0,0,0|9,0,9,9"
DA1001,Resident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,2,"0,0,0,0|9,0,9,9"
DA1001,Resident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,2,"0,0,0,0|2,0,2,2"
DA1001,Resident,5,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,2,"0,0,0,0|1,0,1,1"
DA1002,Resident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,3,"42,0,0,0|6,0,3,3"
DA1002,Resident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,3,"1,0,1,1|22,0,0,0"
DA1002,Resident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,3,"2,0,2,2|21,0,7,7"
DA1002,Resident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,3,"0,0,0,0|15,0,15,15"
DA1002,Resident,5,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,3,"0,0,0,0|1,0,1,1"
DA1002,Resident,6,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,3,"0,0,0,0|1,0,1,1"
DA1003,Nonresident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,4,"0,0,0,0|3,0,0,0"
DA1003,Nonresident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,4,"0,0,0,0|1,0,0,0"
DA1003,Nonresident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,4,"0,0,0,0|1,0,0,0"
DA1003,Nonresident,5,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,4,"0,0,0,0|2,0,1,1"
DA1003,Resident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,4,"12,0,0,0|54,0,0,0"
DA1003,Resident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,4,"46,0,0,0|9,0,0,0"
DA1003,Resident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,4,"3,0,0,0|44,0,0,0"
DA1003,Resident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,4,"28,0,0,0|6,0,1,1"
DA1003,Resident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,4,"2,0,2,2|41,0,0,0"
DA1003,Resident,5,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,4,"0,0,0,0|25,0,1,1"
DA1003,Resident,6,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,4,"0,0,0,0|8,0,8,8"
DA1003,Resident,7,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,4,"0,0,0,0|1,0,1,1"
DA1003,Resident,8,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,4,"0,0,0,0|1,0,1,1"
DA1009,Nonresident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"0,0,0,0|28,0,0,0"
DA1009,Nonresident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"1,0,0,0|20,0,0,0"
DA1009,Nonresident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"0,0,0,0|13,0,0,0"
DA1009,Nonresident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"0,0,0,0|24,0,0,0"
DA1009,Nonresident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"0,0,0,0|10,0,0,0"
DA1009,Nonresident,5,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"0,0,0,0|21,0,0,0"
DA1009,Nonresident,6,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"0,0,0,0|16,0,0,0"
DA1009,Nonresident,7,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"0,0,0,0|4,0,0,0"
DA1009,Resident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"367,0,0,0|74,0,0,0"
DA1009,Resident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"246,0,0,0|27,0,0,0"
DA1009,Resident,10,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"0,0,0,0|2,0,2,2"
DA1009,Resident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"212,0,0,0|22,0,0,0"
DA1009,Resident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"12,0,1,1|172,0,0,0"
DA1009,Resident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"152,0,0,0|4,0,4,4"
DA1009,Resident,5,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"0,0,0,0|137,0,0,0"
DA1009,Resident,6,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"0,0,0,0|97,0,0,0"
DA1009,Resident,7,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"0,0,0,0|50,0,15,15"
DA1009,Resident,8,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,5,"0,0,0,0|3,0,3,3"
DA1011,Resident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,6,"26,0,0,0|5,0,0,0"
DA1011,Resident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,6,"20,0,0,0|5,0,0,0"
DA1011,Resident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,6,"15,0,0,0|4,0,0,0"
DA1011,Resident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,6,"18,0,0,0|4,0,1,1"
DA1011,Resident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,6,"0,0,0,0|11,0,0,0"
DA1011,Resident,5,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,6,"0,0,0,0|10,0,0,0"
DA1011,Resident,6,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,6,"0,0,0,0|8,0,0,0"
DA1011,Resident,7,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,6,"0,0,0,0|7,0,3,3"
DA1011,Resident,9,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,6,"0,0,0,0|1,0,1,1"
DA1012,Resident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,7,"27,0,0,0|83,0,0,0"
DA1012,Resident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,7,"13,0,0,0|57,0,0,0"
DA1012,Resident,10,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,7,"0,0,0,0|7,0,7,7"
DA1012,Resident,13,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,7,"0,0,0,0|1,0,1,1"
DA1012,Resident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,7,"20,0,0,0|76,0,0,0"
DA1012,Resident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,7,"15,0,0,0|85,0,0,0"
DA1012,Resident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,7,"74,0,0,0|8,0,0,0"
DA1012,Resident,5,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,7,"3,0,3,3|56,0,0,0"
DA1012,Resident,6,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,7,"0,0,0,0|56,0,0,0"
DA1012,Resident,7,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,7,"0,0,0,0|39,0,0,0"
DA1012,Resident,8,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,7,"0,0,0,0|14,0,0,0"
DA1012,Resident,9,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,7,"0,0,0,0|8,0,4,4"
DA1013,Resident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,8,"12,0,0,0|39,0,0,0"
DA1013,Resident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,8,"18,0,0,0|6,0,0,0"
DA1013,Resident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,8,"2,0,0,0|22,0,0,0"
DA1013,Resident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,8,"24,0,0,0|3,0,0,0"
DA1013,Resident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,8,"16,0,0,0|2,0,1,1"
DA1013,Resident,5,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,8,"0,0,0,0|16,0,0,0"
DA1013,Resident,6,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,8,"0,0,0,0|6,0,0,0"
DA1013,Resident,7,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,8,"0,0,0,0|18,0,0,0"
DA1013,Resident,8,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,8,"0,0,0,0|8,0,4,4"
DA1018,Nonresident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,9,"0,0,0,0|2,0,0,0"
DA1018,Nonresident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,9,"0,0,0,0|5,0,0,0"
DA1018,Nonresident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,9,"0,0,0,0|3,0,0,0"
DA1018,Nonresident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,9,"0,0,0,0|2,0,0,0"
DA1018,Nonresident,6,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,9,"0,0,0,0|1,0,1,1"
DA1018,Resident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,9,"1,0,1,1|40,0,0,0"
DA1018,Resident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,9,"1,0,1,1|41,0,0,0"
DA1018,Resident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,9,"1,0,1,1|28,0,0,0"
DA1018,Resident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,9,"0,0,0,0|32,0,0,0"
DA1018,Resident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,9,"0,0,0,0|29,0,0,0"
DA1018,Resident,5,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,9,"0,0,0,0|19,0,10,10"
DA1018,Resident,6,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,9,"0,0,0,0|4,0,4,4"
DA1018,Resident,8,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,9,"0,0,0,0|1,0,1,1"
DA1027,Nonresident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"2,0,0,0|9,0,0,0"
DA1027,Nonresident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"0,0,0,0|3,0,0,0"
DA1027,Nonresident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"0,0,0,0|2,0,0,0"
DA1027,Nonresident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"0,0,0,0|2,0,0,0"
DA1027,Nonresident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"0,0,0,0|1,0,0,0"
DA1027,Nonresident,5,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"0,0,0,0|1,0,0,0"
DA1027,Nonresident,6,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"0,0,0,0|2,0,0,0"
DA1027,Resident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"618,0,0,0|94,0,0,0"
DA1027,Resident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"397,0,0,0|63,0,0,0"
DA1027,Resident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"31,0,0,0|335,0,0,0"
DA1027,Resident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"19,0,0,0|275,0,0,0"
DA1027,Resident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"16,0,5,5|249,0,0,0"
DA1027,Resident,5,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"1,0,1,1|172,0,0,0"
DA1027,Resident,6,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"0,0,0,0|128,0,0,0"
DA1027,Resident,7,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"0,0,0,0|22,0,21,21"
DA1027,Resident,8,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,10,"0,0,0,0|3,0,3,3"
DA1030,Nonresident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,11,"0,0,0,0|1,0,0,0"
DA1030,Nonresident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,11,"0,0,0,0|1,0,0,0"
DA1030,Nonresident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,11,"0,0,0,0|1,0,0,0"
DA1030,Nonresident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,11,"0,0,0,0|1,0,1,1"
DA1030,Resident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,11,"4,0,4,4|42,0,0,0"
DA1030,Resident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,11,"0,0,0,0|22,0,0,0"
DA1030,Resident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,11,"0,0,0,0|13,0,6,6"
DA1030,Resident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,11,"0,0,0,0|9,0,9,9"
DA1030,Resident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,11,"0,0,0,0|1,0,1,1"
DA1030,Resident,6,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,11,"0,0,0,0|3,0,3,3"
DA1031,Nonresident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,12,"0,0,0,0|1,0,0,0"
DA1031,Nonresident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,12,"0,0,0,0|1,0,0,0"
DA1031,Resident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,12,"14,0,0,0|95,0,0,0"
DA1031,Resident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,12,"5,0,0,0|87,0,0,0"
DA1031,Resident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,12,"2,0,1,1|63,0,0,0"
DA1031,Resident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,12,"0,0,0,0|38,0,0,0"
DA1031,Resident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,12,"3,0,3,3|56,0,0,0"
DA1031,Resident,5,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,12,"0,0,0,0|42,0,0,0"
DA1031,Resident,6,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,12,"0,0,0,0|23,0,14,14"
DA1031,Resident,7,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,12,"0,0,0,0|1,0,1,1"
DA1031,Resident,8,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,12,"0,0,0,0|1,0,1,1"
DA1033,Nonresident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,13,"0,0,0,0|3,0,0,0"
DA1033,Resident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,13,"0,0,0,0|15,0,0,0"
DA1033,Resident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,13,"1,0,0,0|9,0,0,0"
DA1033,Resident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,13,"1,0,0,0|3,0,0,0"
DA1033,Resident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,13,"1,0,1,1|6,0,0,0"
DA1033,Resident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,13,"0,0,0,0|7,0,4,4"
DA1041,Nonresident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,14,"0,0,0,0|10,0,0,0"
DA1041,Nonresident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,14,"0,0,0,0|4,0,0,0"
DA1041,Nonresident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,14,"0,0,0,0|2,0,0,0"
DA1041,Nonresident,3,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,14,"0,0,0,0|2,0,0,0"
DA1041,Nonresident,4,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,14,"0,0,0,0|2,0,1,1"
DA1041,Resident,0,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,14,"10,0,0,0|90,0,0,0"
DA1041,Resident,1,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,14,"4,0,1,1|49,0,0,0"
DA1041,Resident,2,2,2,25_antlerless_drawing_odds_report.pdf|25_youth_antlerless_drawing_odds_report.pdf,14,"16,0,0,0|2,0,2,2"
