source_name,source_file,hunt_code,source_hunt_name,source_species,source_sex_type,source_hunt_type,source_weapon,source_season,source_permits_res,source_permits_nr,source_permits_total,canonical_present,canonical_rows,canonical_hunt_names,canonical_species,canonical_sex_type,canonical_hunt_type,canonical_draw_design,canonical_weapon,canonical_season,canonical_permits_res_values,canonical_permits_nr_values,canonical_permits_total_values,canonical_boundary_id_values,status
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6000,Cache,Bull Moose,,Once-in-a-lifetime,,,14,3,17,True,62,Cache,Moose,Bull,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,14,3,17,29,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6001,Chalk Creek,Bull Moose,,Once-in-a-lifetime,,,4,0,4,True,62,Chalk Creek,Moose,Bull,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,4,0,4,69,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6002,East Canyon,Bull Moose,,Once-in-a-lifetime,,,5,0,5,True,60,East Canyon,Moose,Bull,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,5,0,5,276,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6003,"East Canyon, Morgan-Summit",Bull Moose,,Once-in-a-lifetime,,,5,0,5,True,56,"East Canyon, Morgan-Summit",Moose,Bull,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,5,0,5,79,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6004,Kamas,Bull Moose,,Once-in-a-lifetime,,,6,0,6,True,58,Kamas,Moose,Bull,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,6,0,6,611,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6005,Morgan-South Rich,Bull Moose,,Once-in-a-lifetime,,,6,0,6,True,58,Morgan-South Rich,Moose,Bull,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,6,0,6,117,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6006,"North Slope, Summit",Bull Moose,,Once-in-a-lifetime,,,20,3,23,True,60,"North Slope, Summit",Moose,Bull,Once-in-a-Lifetime,Max/Weighted Split,,,20,3,23,138,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6007,"North Slope, Three Corners/West Daggett",Bull Moose,,Once-in-a-lifetime,,,6,2,8,True,60,"North Slope, Three Corners/West Daggett",Moose,Bull,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,6,2,8,289,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6008,Ogden,Bull Moose,,Once-in-a-lifetime,,,7,0,7,True,62,Ogden,Moose,Bull,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,7,0,7,609,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6009,Diamond Mtn/Vernal,Bull Moose,,Once-in-a-lifetime,,,2,0,2,True,56,Diamond Mtn/Vernal,Moose,Bull,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,2,0,2,452,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6010,Yellowstone,Bull Moose,,Once-in-a-lifetime,,,6,0,6,True,58,Yellowstone,Moose,Bull,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,6,0,6,613,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6011,Wasatch Mtns/Central Mtns,Bull Moose,,Once-in-a-lifetime,,,18,2,20,True,60,Wasatch Mtns/Central Mtns,Moose,Bull,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,18,2,20,743,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6012,Box Elder,Bull Moose,,Once-in-a-lifetime,,,2,0,2,True,58,Box Elder,Moose,Bull,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,2,0,2,607,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6201,Beaver Hollow,CWMU Bull Moose,,CWMU,,,1,0,1,True,56,Beaver Hollow,Moose,Bull,CWMU | Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,1,0,1,561,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6202,Causey Spring,CWMU Bull Moose,,CWMU,,,1,0,1,True,58,Causey Spring,Moose,Bull,CWMU | Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,1,0,1,560,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6206,Deseret,CWMU Bull Moose,,CWMU,,,1,0,1,True,64,Deseret,Moose,Bull,CWMU | Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,1,0,1,568,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6208,East Fork Chalk Creek,CWMU Bull Moose,,CWMU,,,2,0,2,True,56,East Fork Chalk Creek,Moose,Bull,CWMU | Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,2,0,2,520,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6211,Grass Valley/Clark Canyon,CWMU Bull Moose,,CWMU,,,4,0,4,True,60,Grass Valley/Clark Canyon,Moose,Bull,CWMU | Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,4,0,4,525,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6219,Skull Crack,CWMU Bull Moose,,CWMU,,,2,0,2,True,62,Skull Crack,Moose,Bull,CWMU | Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,2,0,2,578,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6222,Strawberry Ridge,CWMU Bull Moose,,CWMU,,,1,0,1,True,54,Strawberry Ridge,Moose,Bull,CWMU | Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,1,0,1,562,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6251,Hardscrabble,CWMU Bull Moose,,CWMU,,,1,0,1,True,56,Hardscrabble,Moose,Bull,CWMU | Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,1,0,1,577,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6256,Woodruff Creek South,CWMU Bull Moose,,CWMU,,,1,0,1,True,58,Woodruff Creek South,Moose,Bull,CWMU | Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,1,0,1,571,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6258,Jacob's Creek,CWMU Bull Moose,,CWMU,,,1,0,1,True,56,Jacob's Creek,Moose,Bull,CWMU | Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,1,0,1,580,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6262,Junction Valley,CWMU Bull Moose,,CWMU,,,1,0,1,True,56,Junction Valley,Moose,Bull,CWMU | Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,1,0,1,589,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6265,Little Pole Canyon,CWMU Bull Moose,,CWMU,,,1,0,1,True,54,Little Pole Canyon,Moose,Bull,CWMU | Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,1,0,1,556,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_bull_moose_mht11.json,MB6266,Weber Florence Creek/Stillman Creek,CWMU Bull Moose,,CWMU,,,3,0,3,True,56,Weber Florence Creek/Stillman Creek,Moose,Bull,CWMU | Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,3,0,3,524,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1770,Box Elder,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,768,True,6,Box Elder,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,768,607,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1771,Cache,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,846,True,10,Cache,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,846,29,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1772,Manti/San Rafael,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,1323,True,16,Manti/San Rafael,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,1323,619,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1773,Nebo,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,789,True,12,Nebo,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,789,616,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1775,Fillmore,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,335,True,24,Fillmore,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,335,804,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1777,Kamas,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,147,True,8,Kamas,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,147,611,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1778,"La Sal, La Sal Mtns",Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,269,True,12,"La Sal, La Sal Mtns",Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,269,617,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1779,Monroe,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,160,True,18,Monroe,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,160,629,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1780,Mt Dutton,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,54,True,26,Mt Dutton,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,54,630,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1781,Nine Mile,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,206,True,9,Nine Mile,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,206,615,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1782,North Slope,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,450,True,12,North Slope,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,450,612,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1783,Ogden,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,395,True,7,Ogden,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,395,609,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1785,Panguitch Lake,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,359,True,20,Panguitch Lake,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,359,634,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1786,Pine Valley,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,416,True,28,Pine Valley,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,416,636,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1787,Boulder/Kaiparowits,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,350,True,16,Boulder/Kaiparowits,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,350,455,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1788,Fishlake,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,180,True,16,Fishlake,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,180,633,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1790,"San Juan, Abajo Mtns",Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,412,True,14,"San Juan, Abajo Mtns",Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,412,618,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1791,Vernal/Bonanza,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,204,True,16,Vernal/Bonanza,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,204,614,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1792,Yellowstone,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,202,True,10,Yellowstone,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,202,613,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1793,Southwest Desert,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,68,True,16,Southwest Desert,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,68,625,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1794,"Wasatch Mtns, East",Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,955,True,13,"Wasatch Mtns, East",Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,955,621,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1795,"Wasatch Mtns, West",Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,1175,True,10,"Wasatch Mtns, West",Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,1175,620,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1798,Zion,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,478,True,16,Zion,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,478,635,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1799,Chalk Creek,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,327,True,5,Chalk Creek,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,327,69,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1800,East Canyon,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,282,True,13,East Canyon,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,282,276,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1801,Morgan-South Rich,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,234,True,4,Morgan-South Rich,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,234,117,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1802,"Beaver, East",Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,325,True,18,"Beaver, East",Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,325,685,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1803,"Beaver, West",Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,94,True,13,"Beaver, West",Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,94,672,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1804,Cedar/Stansbury,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,186,True,10,Cedar/Stansbury,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,186,925,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1805,Oquirrh/Tintic,Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,332,True,13,Oquirrh/Tintic,Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,332,927,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_dedicated_hunter_buck_deer_mht32.json,DB1806,"West Desert, Swasey",Dedicated Hunter Buck Deer,,Dedicated Hunter,,,1,1,60,True,10,"West Desert, Swasey",Deer,Buck,Dedicated Hunter,Preference | Unlimited,,,,,60,926,canonical_res_blank | canonical_nr_blank
utahdraws_2026_live,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json,DS6600,Henry Mtns,Desert Bighorn Sheep,,Once-in-a-lifetime,,,3,0,3,True,58,Henry Mtns,Desert Bighorn Sheep,Ram,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,3,0,3,94,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json,DS6601,"Kaiparowits, East",Desert Bighorn Sheep,,Once-in-a-lifetime,,,9,3,12,True,68,"Kaiparowits, East",Desert Bighorn Sheep,Ram,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,9,3,12,98,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json,DS6603,"Kaiparowits, West",Desert Bighorn Sheep,,Once-in-a-lifetime,,,3,1,4,True,66,"Kaiparowits, West",Desert Bighorn Sheep,Ram,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,3,1,4,100,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json,DS6604,"La Sal, Potash/South Cisco",Desert Bighorn Sheep,,Once-in-a-lifetime,,,8,0,8,True,54,"La Sal, Potash/South Cisco",Desert Bighorn Sheep,Ram,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,8,0,8,688,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json,DS6606,"San Juan, Lockhart",Desert Bighorn Sheep,,Once-in-a-lifetime,,,2,0,2,True,52,"San Juan, Lockhart",Desert Bighorn Sheep,Ram,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,2,0,2,187,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json,DS6607,"San Juan, South",Desert Bighorn Sheep,,Once-in-a-lifetime,,,2,0,2,True,56,"San Juan, South",Desert Bighorn Sheep,Ram,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,2,0,2,190,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json,DS6608,"San Rafael, Dirty Devil",Desert Bighorn Sheep,,Once-in-a-lifetime,,,3,1,4,True,66,"San Rafael, Dirty Devil",Desert Bighorn Sheep,Ram,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,3,1,4,193,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json,DS6609,"San Rafael, North",Desert Bighorn Sheep,,Once-in-a-lifetime,,,7,0,7,True,60,"San Rafael, North",Desert Bighorn Sheep,Ram,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,7,0,7,194,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json,DS6610,"San Rafael, South",Desert Bighorn Sheep,,Once-in-a-lifetime,,,10,2,12,True,66,"San Rafael, South",Desert Bighorn Sheep,Ram,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,10,2,12,195,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json,DS6611,Zion,Desert Bighorn Sheep,,Once-in-a-lifetime,,,3,0,3,True,56,Zion,Desert Bighorn Sheep,Ram,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,3,0,3,635,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json,DS6620,"Pine Valley, Virgin River",Desert Bighorn Sheep,,Once-in-a-lifetime,,,3,0,3,True,60,"Pine Valley, Virgin River",Desert Bighorn Sheep,Ram,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,3,0,3,306,matched_or_not_checkable
utahdraws_2026_live,utahdraws_big_game_2026_desert_bighorn_sheep_mht13.json,DS6621,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,,Once-in-a-lifetime,,,2,0,2,True,58,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,Ram,Once-in-a-Lifetime,Max/Weighted Split | Unlimited,,,2,0,2,305,matched_or_not_checkable
