actual_draw_year,model_target_year,boundary_id,hunt_code,hunt_name,sex_type,species,hunt_type,weapon,season,draw_design,points,record_type,resident_eligible_applicants,resident_bonus_permits,resident_regular_permits,resident_total_permits,resident_success_ratio,resident_p_draw,resident_p_draw_percent,nonresident_eligible_applicants,nonresident_bonus_permits,nonresident_regular_permits,nonresident_total_permits,nonresident_success_ratio,nonresident_p_draw,nonresident_p_draw_percent,total_eligible_applicants,total_bonus_permits,total_regular_permits,total_permits,total_success_ratio,total_p_draw,total_p_draw_percent,permits_2025_res,permits_2025_nr,permits_2025_total,source_scope,source_namespace,draw_source_namespace,source_file,pdf_page,page_kind,algorithm_status,source_dataset,extraction_status,parse_method,qa_status,notes,source_residencies,source_row_count,collapse_conflict_count,successful_applicants,unsuccessful_applicants
2025,2026,455,DB1084,Boulder/Kaiparowits,Buck,Deer,Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,12,,,,11,1,12,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,60,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,12,
2025,2026,618,DB1085,"San Juan, Abajo Mtns",Buck,Deer,Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,13,,,,12,1,13,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,61,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,13,
2025,2026,614,DB1086,Vernal/Bonanza,Buck,Deer,Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,6,,,,5,1,6,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,62,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,6,
2025,2026,620,DB1087,"Wasatch Mtns, West",Buck,Deer,Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,32,,,,29,3,32,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,63,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,32,
2025,2026,301,DB1090,"Book Cliffs, Floy Canyon",Buck,Deer,Limited Entry,HAMSS,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,7,,,,6,1,7,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,64,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,7,
2025,2026,314,DB1091,Kaiparowits (HAMS),Buck,Deer,Limited Entry,Kaiparowits HAMSS,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,5,,,,4,1,5,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,65,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,5,
2025,2026,69,DB1100,Chalk Creek,Buck,Deer,Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,11,,,,10,1,11,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,66,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,11,
2025,2026,276,DB1101,East Canyon,Buck,Deer,Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,10,,,,9,1,10,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,67,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,10,
2025,2026,117,DB1103,Morgan-South Rich,Buck,Deer,Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,7,,,,7,0,7,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,68,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,7,
2025,2026,276,DB1105,East Canyon,Buck,Deer,Limited Entry,HAMSS,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,7,,,,6,1,7,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,69,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,7,
2025,2026,94,DB1005,Henry Mtns,Buck,Deer,Premium Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,9,,,,8,1,9,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,7,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,9,
2025,2026,632,DB1106,Thousand Lakes,Buck,Deer,Limited Entry,Restricted Archery,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,11,,,,9,2,11,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,70,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,11,
2025,2026,632,DB1107,Thousand Lakes,Buck,Deer,Limited Entry,Restricted Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,4,,,,2,2,4,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,71,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,4,
2025,2026,632,DB1108,Thousand Lakes,Buck,Deer,Limited Entry,Restricted Rifle,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,28,,,,25,3,28,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,72,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,28,
2025,2026,685,DB1110,"Beaver, East",Buck,Deer,Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,10,,,,9,1,10,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,73,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,10,
2025,2026,672,DB1111,"Beaver, West",Buck,Deer,Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,5,,,,4,1,5,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,74,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,5,
2025,2026,926,DB1112,"West Desert, Swasey",Buck,Deer,Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,5,,,,4,1,5,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,75,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,5,
2025,2026,927,DB1113,Oquirrh/Tintic,Buck,Deer,Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,12,,,,11,1,12,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,76,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,12,
2025,2026,925,DB1114,Cedar/Stansbury,Buck,Deer,Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,6,,,,5,1,6,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,77,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,6,
2025,2026,928,DB1115,Little Rockies,Buck,Deer,Limited Entry,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,5,,,,4,1,5,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,78,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,5,
2025,2026,929,DB1116,"San Juan, Mancos Mesa",Buck,Deer,Limited Entry,HAMSS,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,5,,,,4,1,5,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,79,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,5,
2025,2026,163,DB1006,Paunsaugunt,Buck,Deer,Premium Limited Entry,Muzzleloader,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,28,,,,25,3,28,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,8,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,28,
2025,2026,930,DB1119,Moab Valley,Buck,Deer,Limited Entry,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,10,,,,9,1,10,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,80,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,10,
2025,2026,932,DB1120,Castle Valley,Buck,Deer,Limited Entry,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,15,,,,13,2,15,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,81,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,15,
2025,2026,526,DB1200,Alton,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,3,,,,3,0,3,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,82,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,3,
2025,2026,526,DB1201,Alton,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,83,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,581,DB1202,Antelope Creek,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,84,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,599,DB1203,Avintaquin Canyon,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,85,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,559,DB1204,Bally Watts,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,86,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,527,DB1205,Bar J Ranch,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,87,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,582,DB1206,Bear Mountain,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,88,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,575,DB1207,Bear Springs,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,89,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,94,DB1007,Henry Mtns,Buck,Deer,Premium Limited Entry,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,9,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,808,DB1208,Blackhawk,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,90,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,500,DB1209,Blind Spring,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,91,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,510,DB1211,Blue Spring Hills,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,92,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,604,DB1212,Bluebell,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,93,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,529,DB1213,Boobe Hole,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,94,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,598,DB1215,Buckhorn Ranch,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,95,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,545,DB1216,Castle Valley Outdoors,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,96,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,560,DB1217,Causey Spring,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,1,,,,1,0,1,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,97,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,1,
2025,2026,732,DB1219,Chimney Rock,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,98,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,505,DB1222,Coldwater Ranch,Buck,Deer,CWMU,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,LIMITED_ENTRY_DEER_BONUS_DRAW,le_deer_2025_draw_results_model_target_2026_permit_totals,le_deer_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 LE Deer Draw Results.pdf,99,,,le_deer_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,29,MB6000,Cache,Bull,Moose,Once-in-a-Lifetime,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,15,,,,12,3,15,MOOSE_OIL_BONUS_DRAW,oil_2025_draw_results_model_target_2026_permit_totals,oil_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,1,,,oil_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,15,
2025,2026,452,MB6009,Diamond Mtn/Vernal,Bull,Moose,Once-in-a-Lifetime,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,2,,,,2,0,2,MOOSE_OIL_BONUS_DRAW,oil_2025_draw_results_model_target_2026_permit_totals,oil_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,10,,,oil_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,2,
2025,2026,613,MB6010,Yellowstone,Bull,Moose,Once-in-a-Lifetime,Any Legal Weapon,,Max/Weighted Split,,supplemental_permit_total_row,,,,,,,,,,,,,,,,,,5,,,,5,0,5,MOOSE_OIL_BONUS_DRAW,oil_2025_draw_results_model_target_2026_permit_totals,oil_2025_draw_results_model_target_2026_permit_totals,pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025 O.I.L. Draw Results.pdf,11,,,oil_2025_draw_results_model_target_2026_permit_totals,,,,Preserved supplemental normalized artifact for year-specific comparison.,total,1,0,5,
