local_path,local_basename,size_bytes,sha256,error
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__G.S. DEER DEER DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__G.S. DEER DEER DRAW RESULTS.pdf,384703,58c951104d141d80a09960e93a6e5433426ca6896e44e91e5c9c19866f746015,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__G.S. DEER SUMMARY AND PURCHASE PAGES.pdf,2019_PERMITS=2020_MODEL__G.S. DEER SUMMARY AND PURCHASE PAGES.pdf,78584,62913d74b85a1f5929fa8d4ca9d2739ff58d6c9dabe059b0c0b4ffd8115e098e,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__L.E. DEER DRAW RESULTS.pdf,624157,491c01c97372edc813dd1193f2ebdb7490294d78b5d46b7f3cc2b6ae627185dc,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__L.E. ELK DRAW RESULTS.pdf,730348,063a69e1c15978d1182a7da233c23c627efd1835007b7b594163cf5a60ff70f3,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. PROGHORN DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__L.E. PROGHORN DRAW RESULTS.pdf,347073,531576697db0b10733b8ae058793db79ebe8338a566ffc71e270ae823a8974c7,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. TURKEY DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__L.E. TURKEY DRAW RESULTS.pdf,88072,5c2b858f1b765ddf7eb5e55464eb7df0e43200fc8c1b7a5d31b94e8255ef8d21,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__O.I.L - BISON DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__O.I.L - BISON DRAW RESULTS.pdf,126325,5a584bf6f90c8ba57668a7315e084468972fdccdb791a9cd93545963beabf2d1,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__O.I.L. - DESERT BIGHORN SHEEP DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__O.I.L. - DESERT BIGHORN SHEEP DRAW RESULTS.pdf,118809,2b5c03c12a018d5a2b805b75fecc92a58509c3219f84070693a81d80473019ec,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__O.I.L. - ROCKY MOUNTAIN BIGHORN SHEEP DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__O.I.L. - ROCKY MOUNTAIN BIGHORN SHEEP DRAW RESULTS.pdf,105345,5d25ca5cbbc80b224c3683766481f804372483e46d86d133070ab7099be05b0e,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__O.I.L. MOOSE DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__O.I.L. MOOSE DRAW RESULTS.pdf,200972,15f01835c71fed5e8a6498c5c719c45e9cdb41f0fceb7e23850ffb5d54cca6e6,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__SPORTSMAN DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__SPORTSMAN DRAW RESULTS.pdf,134697,b22bd967afe597ed90e32303f7d04ea59932218cde28ba3a5a1456d2749eeab9,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS DEER DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS DEER DRAW RESULTS.pdf,188181,5d50f976b29aaf96fb627dfcdcae814e68e7aef68b09e8b26ccd016bacbdbbdc,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS ELK DRAW RESULTS.pdf,584526,5668de34268dcb509f52ae6e5c04e4bf3c005740c217600fb3445ae0ee6c0496,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS PRONGHORN DRAW RESULTS.pdf,182684,759dcdd37002f2a24578b6190311b625313ddd7b39cb5c03d907a172b61c0db4,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS SUMMARY AND PURCHASE PAGES.pdf,2019_PERMITS=2020_MODEL__YOUTH ANTLERLESS SUMMARY AND PURCHASE PAGES.pdf,82619,df56100f1a9c493e26892cb2e53adecb709def957ba1ca1ebd5ac832d76766e8,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH BULL ELK ELK DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__YOUTH BULL ELK ELK DRAW RESULTS.pdf,69692,dd83f4e623ca54e97fb6d46b2e4e9527af3bb321b0e358c0c740d0657dbc4293,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,140661,3cefea6dc6741731e075629f39b19b83b5fe8ab6090ae59a8b4141e31664978c,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH D.H. SUMMARY AND PURCHASE PAGES.pdf,2019_PERMITS=2020_MODEL__YOUTH D.H. SUMMARY AND PURCHASE PAGES.pdf,70888,51086acbd1c59199858e170a9a91db60ac0347b1b8ac12c0781fd4fe080c8432,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__YOUTH DEER DEER DRAW RESULTS.pdf,376475,830dd1609f5548c73fb3e3f7f431cc33be1082821dc21dc34b26fc53e200c103,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH DEER SUMMARY AND PURCHASE PAGES.pdf,2019_PERMITS=2020_MODEL__YOUTH DEER SUMMARY AND PURCHASE PAGES.pdf,71377,613f6e7c2f26cfa4ebf66411ad1847a2b744beb9ab1bf0afc50e69120c4200fa,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH L.E. TURKEY DRAW RESULTS.pdf,2019_PERMITS=2020_MODEL__YOUTH L.E. TURKEY DRAW RESULTS.pdf,163447,24f420ce7ca56ea1b7f30019df21c566e845482a459913b3d52a72a93edf1a3b,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__ANTLERLESS DRAW RESULTS.pdf,2961988,2efb7b6dcb5c2ef996feddf442ea7f2ba15f42b168c85e371843512564dc7d04,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__ANTLERLESS_DEER_DRAW_RESULTS.pdf,2020_PERMITS=2021_MODEL__ANTLERLESS_DEER_DRAW_RESULTS.pdf,210890,86fb86222fc5984487454143d8c51bda989c83a659fd38badfb6cceb897f1bbb,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__ANTLERLESS_ELK_DRAW_RESULTS.pdf,2020_PERMITS=2021_MODEL__ANTLERLESS_ELK_DRAW_RESULTS.pdf,785054,319b4997f40b828687b6de60453fdb5da0ddfdd828641127e9c42639c39a173b,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__ANTLERLESS_MOOSE_DRAW_RESULTS.pdf,2020_PERMITS=2021_MODEL__ANTLERLESS_MOOSE_DRAW_RESULTS.pdf,109960,93011dc9a81b88f8a4ba72ced50061e7c6101aa6417b6ba8f94badc207498798,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__ANTLERLESS_PRONGHORN_DRAW_RESULTS.pdf,2020_PERMITS=2021_MODEL__ANTLERLESS_PRONGHORN_DRAW_RESULTS.pdf,236427,49f994c254d2f271152a4926df32aaf79d2269d36417bb7fe605af1b799efbb8,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__ANTLERLESS_ROCKY_MTN_SHEEP_EWE_DRAW_RESULTS.pdf,2020_PERMITS=2021_MODEL__ANTLERLESS_ROCKY_MTN_SHEEP_EWE_DRAW_RESULTS.pdf,90261,21fb02f85c218b19f07fe0c5a87bf42f012ff229a01224e679fa96bc8571e251,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__BEAR DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__BEAR DRAW RESULTS.pdf,415735,6a9aadf664bc7383fbd8b371e280d895cadae32a8fd29dd6ee1e143222d89ea6,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__COUGAR DRAW RESULTS.pdf,126818,67c960e2cf7750f0f42cf771f9f6ee56b3d66438a9ab1347751a1a17961432ca,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__D.H. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__D.H. DEER DRAW RESULTS.pdf,493484,a4467e998c6baa97722784dd1fdbc9e5e82dbec2ea972ccb37397e9460142771,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,1368790,3172d5b67a5385346a28f713b90f1d37698eb2a3ca0d99bf9f796e2ce3164a68,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__L.E DRAW RESULTS.pdf,2924945,adf6dba9daa4dc6890ceab2c665f37e8e3db2b5072c86e4b744bb2af4c0878b0,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__L.E. BIG GAME DRAW RESULTS.pdf,10158873,707d2e7f874e784dcc9076cafc61e339317eed4ae86466cb8516cc0eeabbeaef,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__L.E. DEER DRAW RESULTS.pdf,1145481,dea2d94c41ef548692b4fe6a078a39102d99521dff90972013aebcc3b8687136,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__L.E. ELK DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__L.E. ELK DRAW RESULTS.pdf,1212253,ea3b9de43ad92b0eecc9f532b50b99e02f49af47cc27a1c051b9f15f37964568,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__L.E. PRONGHORN DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__L.E. PRONGHORN DRAW RESULTS.pdf,565225,2462dcedc49c512361f5b3e16d39f5273246111621ee431ba20aa71f07b9c2b1,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__LIFETIME G.S. DEER DRAW RESULTS.pdf,1354217,e21172f8e14bf73fea1907a0af99f8cb8b3e8a27926f7a1814cef838b4f17a08,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__O.I.L. BISON DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__O.I.L. BISON DRAW RESULTS.pdf,195184,9a58b311d562f7031003d5fa990f98f5df9a1655c3085fcdbc0753b5095fd759,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__O.I.L. BULL MOOSE DRAW RESULTS.pdf,263899,a3a4dd8c3d98461e699e1c9e1269b8b81898fe2562aa2fdebdd5fcbe666d3bf4,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__O.I.L. DESERT BIGHORN SHEEP DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__O.I.L. DESERT BIGHORN SHEEP DRAW RESULTS.pdf,201050,c8b567039288616669d18accdbc4c60cfa85ca9390d7f61805b7fc30bbdab893,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,2020_PERMITS=2021_MODEL__O.I.L. DESERT BIGHORN SHEEP.pdf,201050,c8b567039288616669d18accdbc4c60cfa85ca9390d7f61805b7fc30bbdab893,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__O.I.L. DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__O.I.L. DRAW RESULTS.pdf,1037233,89b226c690c5c07ecdef4f07d7f8601b55d9ac3fbc2909748821405a0e79186d,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__O.I.L. MTN GOAT DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__O.I.L. MTN GOAT DRAW RESULTS.pdf,193349,35094355357e0bc8e0aa4534a94619ea5fd6e6f5cea1a75bc1f8720b1723cef3,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__O.I.L. ROCKY MTN SHEEP DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__O.I.L. ROCKY MTN SHEEP DRAW RESULTS.pdf,183942,1eb4c30d5473efd4b4faa7ff99ce1e28b3c7056ea6b2547fb5d8ac4a9976c846,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__SPORTSMAN DRAW RESULTS.pdf,133936,3c4056bbd3952a4dfb6ce80326f94a58bba0d2262ff4cc008b613c76c50d4b15,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__TURKEY DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__TURKEY DRAW RESULTS.pdf,106685,da4a587f233baa1e15eedfe57ccec92b8fb53011e9b9a58a357431325e7a2d10,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ANTLERLESS DRAW RESULTS.pdf,2710371,f88f0b41e96cfcbf758a8661eaa65847e844202f8097a63ca061b40c0bc4c6a2,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH D.H. DEER DRAW RESULTS.pdf,396792,830174af465b1b07dbf734f06205d5abbcdd63ad7e6383a764caf98f2cea344b,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__YOUTH ELK DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH ELK DRAW RESULTS.pdf,91787,2a7590e1caab9640764a26e9af2f71cc0519d71c98889352713af98b08ce0367,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH G.S. DEER DRAW RESULTS.pdf,1341859,ceac587ed5dd11fc547e98c6ed3f68692cfa4f04e911eed3362fb548eded769b,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__YOUTH TURKEY DRAW RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH TURKEY DRAW RESULTS.pdf,91992,54fd5fec03839d0fb8931596aa1299de18d87ad0fbadc2d7ba4279664d59f7d3,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH_ANTLERLESS_DEER_DRAW_RESULTS.pdf,195999,cd0c7d71c765e4b16915bab9bd8f30700555f4b62b12d0f3a0fdd2452cf382a9,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,732294,b7cf6b848f8f03012d847c2e83b3dc2f6e3bdad08862f3195e47cd970fd99619,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__YOUTH_ANTLERLESS_PRONGHORN_DRAW_RESULTS.pdf,2020_PERMITS=2021_MODEL__YOUTH_ANTLERLESS_PRONGHORN_DRAW_RESULTS.pdf,224076,f349f12c30f6cf6eed8d5a874ee90aad6841f92e28779798104d80eaa46bae86,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2021_PERMITS=2022_MODEL\2021_PERMITS=2022_MODEL__ANTLERLESS DEER DRAW RESULTS.pdf,2021_PERMITS=2022_MODEL__ANTLERLESS DEER DRAW RESULTS.pdf,205034,1767802b1b04be231d2f3157d0c403ecf805895e2306f060f816d170ed96a4e2,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2021_PERMITS=2022_MODEL\2021_PERMITS=2022_MODEL__ANTLERLESS DRAW RESULTS.pdf,2021_PERMITS=2022_MODEL__ANTLERLESS DRAW RESULTS.pdf,2872574,a701e8c4c410c76b6588bdf856ec9d096e6d9661f3588824cd4a62728eb613da,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2021_PERMITS=2022_MODEL\2021_PERMITS=2022_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,2021_PERMITS=2022_MODEL__ANTLERLESS ELK DRAW RESULTS.pdf,763800,15a82532bf7d701ada746b6ff2cb18f7b392d443eb9a1233c49491816888ff36,
C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2021_PERMITS=2022_MODEL\2021_PERMITS=2022_MODEL__ANTLERLESS MOOSE DRAW RESULTS.pdf,2021_PERMITS=2022_MODEL__ANTLERLESS MOOSE DRAW RESULTS.pdf,104512,5f86dbec75a4ce9c65c6b79c86f2ac922bb645092123866f69216d337e764280,
