year,family,title,official_basename,url,official_size_bytes,official_sha256,match_status,exact_hash_match_count,exact_hash_match_paths,basename_match_count,basename_match_paths
,TURKEY,Youth drawing results,2024_youth_turkey_draw_results.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2024_youth_turkey_draw_results.pdf,122906,63e698dc23d9e01bc22a9e66ec46fe31cfacac235dc81ca01c2f7de8352b1492,EXACT_HASH_MATCH,3,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2024\.pdf\2024_PERMITS=2025_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2024_PERMITS=2025_MODEL\2024_PERMITS=2025_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2024\bible_truth\pdf\2024_PERMITS=2025_MODEL__YOUTH TURKEY DRAW RESULTS.pdf,0,
,TURKEY,Drawing results and bonus point purchase results,2023_turkey_bonus_points_draw_results.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2023_turkey_bonus_points_draw_results.pdf,131980,173678409a659135eff98438a06bbd1bda558d73b0b76d911ce28434bc529300,EXACT_HASH_MATCH,6,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\.pdf\2023_PERMITS=2024_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\PARENT fILE\2023 _turkey_2023_turkey_bonus_points_draw_results.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2023_PERMITS=2024_MODEL\2023_PERMITS=2024_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2023_PERMITS=2024_MODEL\_duplicate_archive\2023 _turkey_2023_turkey_bonus_points_draw_results.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2023\bible_truth\pdf\2023_PERMITS=2024_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2023 _turkey_2023_turkey_bonus_points_draw_results.pdf,0,
,TURKEY,Youth drawing results,2023_youth_turkey_draw_results.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2023_youth_turkey_draw_results.pdf,126549,9dad81e22386d3692e9fe8ab856a4994137641ba4c13ba6fc725708259092dbd,EXACT_HASH_MATCH,6,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\.pdf\2023_PERMITS=2024_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2023\PARENT fILE\2023 turkey_2023_youth_turkey_draw_results.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2023_PERMITS=2024_MODEL\2023_PERMITS=2024_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2023_PERMITS=2024_MODEL\_duplicate_archive\2023 turkey_2023_youth_turkey_draw_results.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2023\bible_truth\pdf\2023_PERMITS=2024_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2023 turkey_2023_youth_turkey_draw_results.pdf,0,
,TURKEY,Drawing results and bonus point purchase results,2022_turkey_bonus_points_draw_results.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2022_turkey_bonus_points_draw_results.pdf,100200,531934482bb5f581f25ac1aaeb94e162db0787dfc0fa5263670c17bf2444c68c,EXACT_HASH_MATCH,4,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\.pdf\2022_PERMITS=2023_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2022_PERMITS=2023_MODEL\2022_PERMITS=2023_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2022\bible_truth\pdf\2022_PERMITS=2023_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\2022 turkey_2022_turkey_bonus_points_draw_results.pdf,0,
,TURKEY,Youth drawing results,2022_youth_turkey_draw_results.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2022_youth_turkey_draw_results.pdf,92188,9e3f20b103d29d97ab872593e89bcfc30e3cf4055e92b4829968b23cb25f4bb1,EXACT_HASH_MATCH,4,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2022\.pdf\2022_PERMITS=2023_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2022_PERMITS=2023_MODEL\2022_PERMITS=2023_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2022\bible_truth\pdf\2022_PERMITS=2023_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\2022 turkey_2022_youth_turkey_draw_results.pdf,0,
,TURKEY,Drawing results and bonus point purchase results,2021_turkey_bonus_points_draw_results.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2021_turkey_bonus_points_draw_results.pdf,96040,05bbf1a79d5148b454faeee707919b62b6771a3bdf30f5b90f9916b41661bba3,EXACT_HASH_MATCH,5,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\.pdf\2021_PERMITS=2022_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\Parent Files\2021_turkey_bonus_points_draw_results.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2021_PERMITS=2022_MODEL\2021_PERMITS=2022_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2021\bible_truth\pdf\2021_PERMITS=2022_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\baa2fb5d__turkey_2021_turkey_bonus_points_draw_results.pdf,1,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\Parent Files\2021_turkey_bonus_points_draw_results.pdf
,TURKEY,Youth drawing results,2021_youth_turkey_draw_results.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2021_youth_turkey_draw_results.pdf,87868,3d1ee00b6c14f0204b025a963f90cf30f4712e888814907c9c8738e42886df8c,EXACT_HASH_MATCH,5,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\.pdf\2021_PERMITS=2022_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\Parent Files\2021_youth_turkey_draw_results.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2021_PERMITS=2022_MODEL\2021_PERMITS=2022_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2021\bible_truth\pdf\2021_PERMITS=2022_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\3deb930b__turkey_2021_youth_turkey_draw_results.pdf,1,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2021\Parent Files\2021_youth_turkey_draw_results.pdf
,TURKEY,Drawing results and bonus point purchase results,2020_turkey_bonus_points_draw_results.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2020_turkey_bonus_points_draw_results.pdf,106685,da4a587f233baa1e15eedfe57ccec92b8fb53011e9b9a58a357431325e7a2d10,EXACT_HASH_MATCH,7,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\Parent Files\2020_PERMITS=2021_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\deduplicated_exact_hash_archive\2020_REBUILT_DATABASE_REPO_STRUCTURE_PACKAGE__data_truth__draw_results_truth__raw_pdf__2020_PERMITS=2021_MODEL__2020_turkey_bonus_points_draw_results(2).pdf | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\pdf\2020_PERMITS=2021_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020_turkey_bonus_points_draw_results.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2020\Parent Files\2020_PERMITS=2021_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\2020_PERMITS=2021_MODEL__TURKEY DRAW RESULTS.pdf,1,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020_turkey_bonus_points_draw_results.pdf
,TURKEY,Youth drawing results,2020_youth_turkey_draw_results.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2020_youth_turkey_draw_results.pdf,91992,54fd5fec03839d0fb8931596aa1299de18d87ad0fbadc2d7ba4279664d59f7d3,EXACT_HASH_MATCH,7,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\Parent Files\2020_PERMITS=2021_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\deduplicated_exact_hash_archive\2020_REBUILT_DATABASE_REPO_STRUCTURE_PACKAGE__data_truth__draw_results_truth__raw_pdf__2020_PERMITS=2021_MODEL__2020_youth_turkey_draw_results(2).pdf | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020\pdf\2020_PERMITS=2021_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020_youth_turkey_draw_results.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2020_PERMITS=2021_MODEL\2020_PERMITS=2021_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2020\Parent Files\2020_PERMITS=2021_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\2020_PERMITS=2021_MODEL__YOUTH TURKEY DRAW RESULTS.pdf,1,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2020_youth_turkey_draw_results.pdf
,TURKEY,Bonus point purchase results,2019_turkey_bonus_points.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2019_turkey_bonus_points.pdf,163447,24f420ce7ca56ea1b7f30019df21c566e845482a459913b3d52a72a93edf1a3b,EXACT_HASH_MATCH,6,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\Parent Folders\2019_PERMITS=2020_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\pdf\2019_PERMITS=2020_MODEL__YOUTH_L.E.TURKEY_DRAW_RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__YOUTH L.E. TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2019\pdf\Parent Files\2019_PERMITS=2020_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2019\pdf\bible_truth\pdf\2019_PERMITS=2020_MODEL__TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2019\pdf\draw_results\2019_PERMITS=2020_MODEL__YOUTH_L.E.TURKEY_DRAW_RESULTS.pdf,0,
,TURKEY,Youth bonus point purchase results,2019_youth_turkey_bonus_points.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2019_youth_turkey_bonus_points.pdf,88072,5c2b858f1b765ddf7eb5e55464eb7df0e43200fc8c1b7a5d31b94e8255ef8d21,EXACT_HASH_MATCH,6,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\Parent Folders\2019_PERMITS=2020_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\BIBLE HUNT CODES\2019\pdf\2019_PERMITS=2020_MODEL__L.E.TURKEY_DRAW_RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\draw_results_truth\raw_pdfs\2019_PERMITS=2020_MODEL\2019_PERMITS=2020_MODEL__L.E. TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2019\pdf\Parent Files\2019_PERMITS=2020_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2019\pdf\bible_truth\pdf\2019_PERMITS=2020_MODEL__YOUTH TURKEY DRAW RESULTS.pdf | C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\pipeline\RAW\hunt_unit_database\2019\pdf\draw_results\2019_PERMITS=2020_MODEL__L.E.TURKEY_DRAW_RESULTS.pdf,0,
,TURKEY,Bonus point purchase results,2018_turkey_bonus_points.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2018_turkey_bonus_points.pdf,100547,6e2129397a293816b8781ce934c190d0af8568c5c74b30bbb8cec922628948f4,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2018_turkey_drawing_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2018_turkey_drawing_odds.pdf,20618,aa05d1f7ec1f0524273d145a452634a03d69cab3ad0c0d7cf4d9d03e7e8eb3dd,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results and bonus point purchase results,2017_turkey_bonus_points_and_draw_results.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2017_turkey_bonus_points_and_draw_results.pdf,31143,cd7bd37568ff194044fbb455f6fcacd4dd14a28560cf50b31665b70e26853455,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2017_turkey_bonus_points_purchase.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2017_turkey_bonus_points_purchase.pdf,14049,750ec6edf8f8272be3cb91d798225e065d09d22aa60a30d03a63c65801a08da0,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2016_turkey_bonus_points.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2016_turkey_bonus_points.pdf,36921,9e67fb3532fd5edae82cca99c8b6c2e9daa31b3f9d9506c2d6683a9077917b47,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2016_turkey_bonus_points_purchase.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2016_turkey_bonus_points_purchase.pdf,14141,cf23ecfdc13b59a560e29f8b3e56a3c7441160ce4fc3af5d59bfb3c54eff1a08,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2016_turkey_drawing_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2016_turkey_drawing_odds.pdf,16504,7027ee11e3c9c454ea3dea5f31fdd11627b15c120f229883966b26d10e3ab3f0,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2015_turkey_bonus_points.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2015_turkey_bonus_points.pdf,39901,e9ea01b40f26cfc1555f42489d5fb4dbbc02a1ceb41b7f9d2450318969116601,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2015_turkey_bonus_points_purchase.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2015_turkey_bonus_points_purchase.pdf,14138,3f6915673040927261c5e81edd929c49954d5396d59bc4a70b41e3de82d8414d,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2015_turkey_drawing_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2015_turkey_drawing_odds.pdf,15754,a819fc9fbfbfea9ff7acb5d4a10c728c4e52b9e63f6b24759f811156d87f41bd,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2014_turkey_bonus_points.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2014_turkey_bonus_points.pdf,41267,279a6a996360f1d6497ee31d7f6d79e749c0bce56e683b2898901b31e2b29551,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2014_turkey_bonus_points_purchase.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2014_turkey_bonus_points_purchase.pdf,13433,baf376672e0027fa4b7514ac8e2805262edc1589f8b66c75ffe868a2a882c6b9,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2014_turkey_drawing_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2014_turkey_drawing_odds.pdf,17357,ac7e71241bbb39260abce81408dbd3b8e935053b712b06a895b718957c65c8b8,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2013_turkey_bonus_points.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2013_turkey_bonus_points.pdf,43008,69b452e755eb7638b84663542ab3531fdc842cf34b132c331a846887431aee55,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2013_turkey_bonus_points_purchase.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2013_turkey_bonus_points_purchase.pdf,17711,3c9ee65f329dca804d25d9309344dc27913fe5f57c763d0ba831ea009b833050,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2013_turkey_drawing_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2013_turkey_drawing_odds.pdf,21534,3a9e37c81bce56c9c9cf5d9e913de7e8ca46c274b38ad21725ba1904bfb1029d,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2012_turkey_bonus_points.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2012_turkey_bonus_points.pdf,35494,777a406e3dd384513757838d7e08519512084d51be2ff742cbf6b498cd8d30e2,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2012_turkey_drawing_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2012_turkey_drawing_odds.pdf,17032,8e58478dd3e6f36f6237c155704df99c600f92d8f7e92aced37a86574cbc9bff,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2011_turkey_bonus_points.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2011_turkey_bonus_points.pdf,38274,06fba654b4376466946258265127fa4be537aa150c5f68585e292b4148096c06,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2011_turkey_drawing_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2011_turkey_drawing_odds.pdf,11641,e6797b34b8f2cfc7fe240958afc835fe0b31a5fc7509c86b32656ae1a812580d,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Harvest results,2011_turkey_harvest_results.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2011_turkey_harvest_results.pdf,7619,ea7c10abe39611aa554f327a7bbdf4c65b41e8d17563d179ac49db828c91a6ef,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2010_turkey_bonus_points.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2010_turkey_bonus_points.pdf,42096,beba952274d8f0caba0d2cc4a311d8e387ace0d7c7833eab41cadb81a0dc21bf,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2010_turkey_drawing_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2010_turkey_drawing_odds.pdf,11744,76a51eb3074ff2e93407d96ec9812585338994d4ecffb2eea8dcda90e415e73b,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Harvest results,2010_turkey_harvest_results.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2010_turkey_harvest_results.pdf,7622,d3d0364cbc62eb1530d8d26f9c8c98109b6436ece01c7cb1c89771acecf59e5c,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2009_turkey_bonus_points.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2009_turkey_bonus_points.pdf,221454,43a5413cc4e55286cc4d2f9c9f3a6731781581b9fbdbd7607f668061b3b3f72b,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2009_turkey_draw_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2009_turkey_draw_odds.pdf,22035,c92e501b628b639b02469c50d74e9a451a741b6866309c088036092595c3382e,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2008_turkey_bonus_points.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2008_turkey_bonus_points.pdf,433348,da1de1dc7aeb307839a38e39631c4d754d3b9dfec42203bca7faea9d5ca05a11,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2008_turkey_draw_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2008_turkey_draw_odds.pdf,29347,825692be3fd13077db590432701a5e469beaac436a23102dcbb2f2daeedfdbb0,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Bonus point purchase results,2007_turkey_bonus_points.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2007_turkey_bonus_points.pdf,429520,1a3fa644c5a4f055b6d7884b8a3d74ada4f0a7451ca5896055f6595aa334d9c0,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2007_turkey_draw_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2007_turkey_draw_odds.pdf,31704,5c59a4ad534168a479d8e02eaceadf1bc8236ba51cd750112e76cb2e5450f874,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2005_turkey_draw_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2005_turkey_draw_odds.pdf,36492,e73163434e48c87e0a110d342ea1013b2c0957cc2a36a9cbf545e192af54dbec,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2004_turkey_draw_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2004_turkey_draw_odds.pdf,22780,c9e62d42ef34cf2ab246caf2c2153887b261673e06fecc586029d5bafa7b2cba,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2003_turkey_draw_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2003_turkey_draw_odds.pdf,34066,3440560fd1a9c05d7fbb9e1d0fbe7dd5eb3cba0231e894b77cdd44906d293ca5,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2002_turkey_draw_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2002_turkey_draw_odds.pdf,20092,95287f83d505069900e5a526ca9e3be07c4f7455102c2dbd9d7a7cdda990705f,MISSING_LOCAL_EXACT,0,,0,
,TURKEY,Drawing results,2001_turkey_draw_odds.pdf,https://wildlife.utah.gov/pdf/uplandgame/turkey/2001_turkey_draw_odds.pdf,17240,37f95beea28ee142f053fbc6ca278ed77f53b27bf075d1bb356cfa1c6df5c6d9,MISSING_LOCAL_EXACT,0,,0,
