reported_hunt_year,model_target_year,hunt_code,species,sex_type,hunt_name,hunt_type,weapon,permits,hunters_afield,harvest_total,harvest_male,harvest_female,harvest_young,harvest_unknown,percent_success,average_days,hunter_satisfaction,average_age,average_age_3yr_reported,average_age_source_file,average_age_source_page,average_age_source_table_title,average_age_crosswalk_confidence,average_age_mapping_status,male_harvest,female_harvest,harvest_objective,source_file,source_page,source_container,source_member,source_kind,source_priority,source_status,parse_status,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,data_quality_flags,recommended_use
2017,2018,DB1047,Deer,,"South Slope, Diamond Mtn",Multi-season,,3,3,3,,,,,100,9.3,4.7,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1048,Deer,,"West Desert, Vernon",Multi-season,,4,3,3,,,,,100,9.3,4.3,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1049,Deer,,Antelope Island,Conservation,,1,1,1,,,,,100,1,5,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,5,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1051,Deer,,Henry Mtns,Archery Management,,8,8,6,,,,,75,9.3,4.6,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,1,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1052,Deer,,Henry Mtns,Muzzleloader Management,,9,9,8,,,,,87.5,3.8,4.5,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,1,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1053,Deer,,Mt Dutton,Muzzleloader,,5,5,4,,,,,80,4.4,3.4,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,1,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1054,Deer,,Ogden,Muzzleloader,,5,5,3,,,,,60,6.8,3.8,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,1,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1055,Deer,,"Plateau, Fishlake",Muzzleloader,,5,5,2,,,,,40,6.6,3.4,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,1,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1056,Deer,,Book Cliffs (North and South),Conservation,,4,4,3,,,,,75,5.8,2.5,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,5,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1057,Deer,,Statewide,Conservation,,1,1,1,,,,,100,5,5,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,5,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1200,Deer,,Alton,CWMU,,24,24,23,,,,,95.8,4,4.8,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1201,Deer,,Alton,CWMU,,3,3,3,,,,,100,2.7,5,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1202,Deer,,Antelope Creek,CWMU,,3,3,3,,,,,100,2.7,3.7,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1203,Deer,,Avintaquin Canyon,CWMU,,5,5,3,,,,,60,4.4,4.4,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1204,Deer,,Bally Watts,CWMU,,14,14,13,,,,,92.9,3.9,4.4,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1205,Deer,,Bar J Ranch,CWMU,,9,9,5,,,,,55.6,2.6,3.9,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1206,Deer,,Bear Mountain,CWMU,,10,10,6,,,,,55.6,4.6,3.4,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1207,Deer,,Bear Springs,CWMU,,8,8,6,,,,,75,4.3,4.5,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1208,Deer,,Black Hawk,CWMU,,3,3,2,,,,,66.7,3.3,3.7,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1209,Deer,,Blind Spring,CWMU,,7,7,5,,,,,75,3.3,5,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1210,Deer,,Blue Creek,CWMU,,4,4,3,,,,,75,2.5,4,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1211,Deer,,Blue Spring Hills,CWMU,,10,10,4,,,,,44.4,6.3,3.3,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1212,Deer,,Bluebell,CWMU,,10,10,2,,,,,22.2,4.8,4,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1213,Deer,,Boobe Hole,CWMU,,20,20,10,,,,,50,9.2,3.8,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1214,Deer,,Bootjack,CWMU,,1,1,1,,,,,100,7,5,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1215,Deer,,Buckhorn Ranch,CWMU,,4,4,3,,,,,75,4.5,4.5,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1216,Deer,,Castle Valley Outdoors,CWMU,,7,7,7,,,,,100,1.7,5,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1217,Deer,,Causey Spring,CWMU,,11,11,10,,,,,88.9,5.3,4.7,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1218,Deer,,Cedar Canyon,CWMU,,8,8,7,,,,,87.5,3.9,4.8,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1219,Deer,,Chimney Rock,CWMU,,7,7,5,,,,,71.4,3.3,4.9,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1220,Deer,,Chrises Creek,CWMU,,6,6,4,,,,,60,5.8,4.4,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1221,Deer,,Clear Valley Ranch,CWMU,,10,9,3,,,,,37.5,5,3.5,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1222,Deer,,Coldwater Ranch,CWMU,,10,10,10,,,,,100,3.5,5,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1223,Deer,,Conover-Jensen,CWMU,,27,27,26,,,,,96.2,2.8,4.3,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1224,Deer,,Cotton Thomas,CWMU,,10,9,9,,,,,100,3.1,4.5,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1225,Deer,,Coyote Little Pole,CWMU,,20,20,20,,,,,100,3.4,4.9,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1227,Deer,,Deer Haven,CWMU,,15,15,15,,,,,100,4.1,4.3,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
2017,2018,DB1228,Deer,,Deseret,CWMU,,92,90,81,,,,,90.5,3.3,4.8,,,,,,,,,,,c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,2,pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\c1e4809e__Limited-entry and once-in-a-lifetime species.pdf,,official_dwr_harvest_pdf_hunt_code_aggregate,115,official_dwr_pdf_current_hash_verified_2026_09_06,OFFICIAL_PDF_HUNT_CODE_AGGREGATED,True,True,True,OFFICIAL_DWR_PDF|HUNT_CODE_AGGREGATED|REPORT_SUBROWS_SUMMED|RATE_AND_EFFORT_FIELDS_MEAN,"harvest quality, demand-signal, and backcheck features only; do not use as permit quota or direct draw probability"
