hunt_code,species,hunt_name,active_2026,harvest_quality_index,demand_pressure_signal,demand_pressure_category,point_creep_quality_adjustment,harvest_success_recent,harvest_success_3yr_avg,harvest_success_delta_1yr,harvest_success_trend_direction,hunter_satisfaction_recent,hunter_satisfaction_3yr_avg,hunter_effort_days_recent,hunter_effort_days_3yr_avg,harvest_recent,harvest_3yr_avg,hunters_afield_recent,hunters_afield_3yr_avg,average_harvest_age_recent,average_harvest_age_3yr_reported,average_harvest_age_3yr_computed,average_age_recent,average_age_3yr_avg,percent_female_recent,percent_adult_male_recent,population_signal_recent,pursuit_pressure_recent,harvest_feature_source_years,harvest_feature_match_method,harvest_feature_data_quality_grade,harvest_feature_reason_codes
EB3529,Elk,Circle E Ranch,YES,97.111,72.641,HIGH_DEMAND_SIGNAL,0.1,100,95.833,0,FLAT,5,5,2.6,2.833,10,8.667,10,9,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1249,Deer,Hiawatha,YES,78.369,46.173,MODERATE_DEMAND_SIGNAL,0,85.7,68.567,-14.3,DECREASING,3.3,3.95,3.3,2.9,6,4.667,7,6.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3526,Elk,Hiawatha,YES,75.8,47.906,MODERATE_DEMAND_SIGNAL,0,77.8,80.1,-9.7,DECREASING,3.8,4.3,5.2,4.767,7,7.333,9,9,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1261,Deer,Minnie Maud Ridge,YES,67.067,51.796,MODERATE_DEMAND_SIGNAL,0,60,60.933,-5,DECREASING,3.7,3.75,5.6,5.4,27,28.667,45,46.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3536,Elk,Minnie Maud Ridge,YES,46.097,32.516,LOW_DEMAND_SIGNAL,0,43.6,65.533,-41.8,DECREASING,3.6,3.85,6.6,5.1,17,27.667,39,42,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1292,Deer,Soldier Summit,YES,93.333,84.863,HIGH_DEMAND_SIGNAL,0.25,100,90,20,INCREASING,5,4.75,3.6,4,11,10.667,11,12,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3553,Elk,Soldier Summit,YES,90.778,79.425,HIGH_DEMAND_SIGNAL,0.25,100,91.067,12.5,INCREASING,5,4.8,6.8,5.2,16,14.333,16,15.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1301,Deer,Three C,YES,77.778,49.307,MODERATE_DEMAND_SIGNAL,0,80,86.667,-20,DECREASING,4.5,4.25,6.2,4.633,16,17.333,20,20,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3559,Elk,Three C,YES,78.644,53.362,MODERATE_DEMAND_SIGNAL,0,80,80.833,-20,DECREASING,4.6,4.2,5.9,5.8,8,8,10,10,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1230,Deer,Double R Ranch,YES,88.136,81.476,HIGH_DEMAND_SIGNAL,0.25,87.5,75.833,14.2,INCREASING,4.9,4.7,3,3.233,14,14,16,19,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3604,Elk,Double R Ranch,YES,90.822,80.505,HIGH_DEMAND_SIGNAL,0.25,100,92.5,12.5,INCREASING,4.3,4.35,3.4,3.767,10,9,10,9.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1248,Deer,Heaston East,YES,90.193,63.385,MODERATE_DEMAND_SIGNAL,0,90,95,-5,DECREASING,4.8,4.75,3,2.833,18,19,20,20,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3525,Elk,Heaston East,YES,97.102,82.754,HIGH_DEMAND_SIGNAL,0.25,100,94.1,5.9,INCREASING,5,4.75,1.9,2.833,20,19,20,20,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1337,Deer,Coyote Little Pole,YES,77.142,48.891,MODERATE_DEMAND_SIGNAL,0,77.8,88.467,-16,DECREASING,4.4,4.5,5.9,4.5,16,18,20,20,,,,,,,,,,2018|2019|2020,SAME_HUNT_NAME_SPECIES_HISTORY,C,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|HUNT_CODE_NAME_OR_SPECIES_MISMATCH_REJECTED|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3613,Elk,Little Pole Canyon,YES,91.449,86.682,HIGH_DEMAND_SIGNAL,0.25,100,72.233,33.3,INCREASING,5,4.4,3.7,4.633,4,3,4,4,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
MB6265,Moose,Coyote Little Pole,YES,87.685,71.852,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,4.167,2.5,3,2,2,2,2,4,3.6,4,4,4,,,,,2018|2019|2020|2024,SAME_HUNT_NAME_SPECIES_HISTORY,C,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|FALLBACK_BY_HUNT_NAME_SPECIES|HARVEST_QUALITY_SIGNAL_ONLY|HUNT_CODE_NAME_OR_SPECIES_MISMATCH_REJECTED|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PB5325,Pronghorn,Allen Ranch,YES,98.889,73.007,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,5,1,1,3,2.667,3,2.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
PB5314,Pronghorn,Westlake,YES,98.889,73.359,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,5,1,1.1,7,7,7,7,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1204,Deer,Bally Watts,YES,85.978,60.578,MODERATE_DEMAND_SIGNAL,0,77.8,76.3,-9.7,DECREASING,5,4.7,1.8,3.433,7,7.333,9,10,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1217,Deer,Causey Spring,YES,92.049,74.847,HIGH_DEMAND_SIGNAL,0.1,92.3,85.4,3.4,INCREASING,4.9,4.7,3,3.333,12,10,13,11.333,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3506,Elk,Causey Spring,YES,68.486,47.876,MODERATE_DEMAND_SIGNAL,0,54.5,67.433,-15.5,DECREASING,4.7,4.5,4.4,4.267,6,7.667,11,11,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
MB6202,Moose,Causey Spring,YES,89.926,70.2,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,4.85,1.7,2.233,4,3.333,4,3.333,4.9,5,4.9,4.9,4.9,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
MB6201,Moose,Beaver Hollow,YES,83.778,58.837,MODERATE_DEMAND_SIGNAL,0,100,100,0,FLAT,3,3.75,5,4,2,2.333,2,2.333,,,,,,,,,,2019|2020|2021,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1298,Deer,Strawberry Ridge,YES,80.889,85.948,HIGH_DEMAND_SIGNAL,0.25,80,43.333,30,INCREASING,5,3.5,4.3,4.767,4,2,5,3.333,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3557,Elk,Strawberry Ridge,YES,92.356,69.461,HIGH_DEMAND_SIGNAL,0.1,95,92.967,0,FLAT,4.9,4.8,4.3,3.967,19,18.667,20,20,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
MB6222,Moose,Strawberry Ridge,YES,89,69.882,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,5,2.7,3.567,3,3,3,3,4.9,5,4.9,4.9,4.9,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1260,Deer,Middle Ridge,YES,72.3,75.318,HIGH_DEMAND_SIGNAL,0.25,66.7,55.567,26.7,INCREASING,4.7,4.35,4.7,4.833,6,3.667,9,6.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1232,Deer,Durst Mountain,YES,76.69,56.56,MODERATE_DEMAND_SIGNAL,0,71.4,65.467,-28.6,DECREASING,4.8,3.95,3.2,3.233,5,3.667,7,6.333,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3516,Elk,Durst Mountain,YES,68.887,48.535,MODERATE_DEMAND_SIGNAL,0,55,57.733,-17.7,DECREASING,4.7,4.45,3.8,3.6,11,11.333,20,20,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1228,Deer,Deseret,YES,83.722,82.34,HIGH_DEMAND_SIGNAL,0.25,84.3,67.3,24,INCREASING,4.7,4.2,3.2,3.8,70,57,83,85.333,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3514,Elk,Deseret,YES,90.445,65.739,HIGH_DEMAND_SIGNAL,0.1,89,86.333,-4.3,DECREASING,5,4.8,3.4,3.633,105,96.667,118,111.333,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
MB6206,Moose,Deseret,YES,88.444,68.68,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,5,3.3,3.033,3,3.333,3,3.333,4.9,5,4.9,4.9,4.9,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
PB5302,Pronghorn,Deseret,YES,85.741,76.937,HIGH_DEMAND_SIGNAL,0.25,100,97.833,6.5,INCREASING,4.8,4.5,1.6,1.833,37,35.667,37,36.333,3.3,3.2,3.3,3.3,3.3,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1259,Deer,Tunnel Hollow,YES,84.892,72.773,HIGH_DEMAND_SIGNAL,0.1,87.5,84.4,1.8,FLAT,4,3.5,3.3,3.333,7,5.667,8,6.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3614,Elk,Tunnel Hollow,YES,75.68,49.732,MODERATE_DEMAND_SIGNAL,0,75,86.1,-8.3,DECREASING,3.8,4.15,4.3,4.6,6,5.333,8,6.333,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1312,Deer,Woodruff Creek South,YES,83.889,82.418,HIGH_DEMAND_SIGNAL,0.25,100,50,100,INCREASING,5,4.75,2.5,3.5,2,1,2,1.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3564,Elk,Woodruff Creek South,YES,77.823,55.681,MODERATE_DEMAND_SIGNAL,0,66.7,70.167,-8.3,DECREASING,4.9,4.65,4,4,12,12.667,18,17.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
MB6256,Moose,Woodruff Creek South,YES,87.519,72.868,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,5,4.3,4.8,4,2.667,4,2.667,4.9,5,4.9,4.9,4.9,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1265,Deer,Mountain Top,YES,67.533,59.78,MODERATE_DEMAND_SIGNAL,0,50,60.6,0,FLAT,4.1,4,3.9,4.4,5,8.333,10,13,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1245,Deer,Guildersleeve,YES,82.722,75.046,HIGH_DEMAND_SIGNAL,0.25,80,80.233,5,INCREASING,4.5,3.8,4,3.333,8,9,10,10.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3523,Elk,Guildersleeve,YES,87.749,64.823,MODERATE_DEMAND_SIGNAL,0,84.2,90.567,-3.3,DECREASING,4.6,4.8,2,3.3,16,14.333,19,16,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1286,Deer,Pisgah Mountain,YES,78.636,76.534,HIGH_DEMAND_SIGNAL,0.25,75,76.4,8.3,INCREASING,4.5,4,5,4.8,9,8.667,12,11,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1207,Deer,Bear Springs,YES,77.455,78.685,HIGH_DEMAND_SIGNAL,0.25,66.7,38.9,16.7,INCREASING,5,4.35,3.3,2.8,2,1.333,3,3.333,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3503,Elk,Bear Springs,YES,80.151,75.953,HIGH_DEMAND_SIGNAL,0.25,75,67.833,17.9,INCREASING,5,4.85,4.5,3.667,3,4.667,4,6.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3551,Elk,SJ Ranch,YES,92.889,85.007,HIGH_DEMAND_SIGNAL,0.25,100,91.667,25,INCREASING,5,4.8,3.4,4.2,8,7.333,8,8,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1246,Deer,Hardscrabble,YES,65.889,42.183,MODERATE_DEMAND_SIGNAL,0,61.5,60.5,-18.5,DECREASING,3.6,3.8,4.2,3.8,8,5.333,13,8.333,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3524,Elk,Hardscrabble,YES,65.533,48.251,MODERATE_DEMAND_SIGNAL,0,60,50.833,-20,DECREASING,4.1,3.8,5.9,5.8,6,5.667,10,10,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
MB6251,Moose,Hardscrabble,YES,83.352,62.166,MODERATE_DEMAND_SIGNAL,0,100,100,0,FLAT,4.5,4.5,5.5,3.333,2,2,2,2,4.4,4.1,4.4,4.4,4.4,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1290,Deer,Skull Crack,YES,96.889,75.242,HIGH_DEMAND_SIGNAL,0.25,100,91.667,0,FLAT,5,4.75,2.8,3.533,8,6.333,8,6.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3552,Elk,Skull Crack,YES,93.889,81.242,HIGH_DEMAND_SIGNAL,0.25,100,91.067,12.5,INCREASING,5,5,4,3.467,7,6.667,7,7.333,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
MB6219,Moose,Skull Crack,YES,89.37,69.115,HIGH_DEMAND_SIGNAL,0.1,100,100,0,FLAT,5,5,2.3,2.933,5,5.667,5,5.667,4.9,5,4.9,4.9,4.9,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,COMPUTED_3YR_HARVEST_AGE|DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|DWR_REPORTED_3YR_HARVEST_AGE|HARVEST_QUALITY_SIGNAL_ONLY|QUALITY_INDEX_COMPONENT_REWEIGHTED|SPARSE_HISTORY
DB1238,Deer,Folly Ridge,YES,78.245,81.527,HIGH_DEMAND_SIGNAL,0.25,76.9,55.633,16.9,INCREASING,4.2,3.4,3.4,3.867,10,7.333,13,14.667,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
EB3520,Elk,Folley Ridge,YES,92.282,81.662,HIGH_DEMAND_SIGNAL,0.25,94.7,87.233,9,INCREASING,4.9,4.7,3.1,3.367,18,16,19,18,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
DB1317,Deer,Jacob's Creek,YES,81.705,73.508,HIGH_DEMAND_SIGNAL,0.1,70,73.333,3.3,INCREASING,5,4.5,3.3,3.7,7,6.667,10,9,,,,,,,,,,2023|2024|2025,EXACT_HUNT_CODE_HISTORY,A,DO_NOT_USE_FOR_2026_QUOTA|DO_NOT_USE_FOR_P_DRAW|HARVEST_QUALITY_SIGNAL_ONLY|NO_AVERAGE_AGE|QUALITY_INDEX_COMPONENT_REWEIGHTED
