source_file,source_sheet,hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,hunt_class,harvest_success_prior_year_pct,average_harvest_age,current_age_3yr_avg,avg_days_hunted_prior_year
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,Bison - Statewide Permit,BI1000,Hunters Choice,Bison,Any Legal Weapon,Statewide,"Aug 1, 2026 - Jan 31, 2027",,,,O.T.C.,100,,,1
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,Antelope Island,BI6500,Hunters Choice,Bison,Any Legal Weapon,Once-in-a-lifetime,Dec 07 2026 - Dec 09 2026,2,0,2,MAX / RANDOM DRAW,100,,,1
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,Henry Mtns,BI6503,Hunters Choice,Bison,Any Legal Weapon,Once-in-a-lifetime,Oct 28 2026 - Nov 8 2026,4,2,6,MAX / RANDOM DRAW,93.3,,,2.4
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,Henry Mtns,BI6504,Hunters Choice,Bison,Any Legal Weapon,Once-in-a-lifetime,Nov 11 2026 - Nov 22 2026,5,2,7,MAX / RANDOM DRAW,100,,,4.5
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,Henry Mtns,BI6509,Hunters Choice,Bison,Archery,Once-in-a-lifetime,"Jan 18 - 31, 2027",5,0,5,MAX / RANDOM DRAW,66.7,,,7
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,Henry Mtns,BI6516,Hunters Choice,Bison,Any Legal Weapon,Once-in-a-lifetime,Nov 25 2026 - Dec 6 2026,6,0,6,MAX / RANDOM DRAW,100,,,3.5
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,Nine Mile,BI6527,Hunters Choice,Bison,Any Legal Weapon,General Season,"Aug 1, 2025 - Jan 31, 2026",,,,O.T.C.,0,,,9
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,"Book Cliffs, Little Creek/South",BI6528,Hunters Choice,Bison,Archery,Once-in-a-lifetime,Aug 15 2026 - Sept 11 2026,6,0,6,MAX / RANDOM DRAW,100,,,2
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,"Book Cliffs, Little Creek/South",BI6531,Hunters Choice,Bison,Any Legal Weapon,Once-in-a-lifetime,Sept 21 2026 - Oct 02 2026,10,0,10,MAX / RANDOM DRAW,85.7,,,3.7
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,"Book Cliffs, Bitter Creek",BI6532,Hunters Choice,Bison,Archery,Once-in-a-lifetime,Aug 15 2026 - Sept 11 2026,6,0,6,MAX / RANDOM DRAW,100,,,2
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,"Book Cliffs, Bitter Creek",BI6534,Hunters Choice,Bison,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Sept 20 2026,10,0,10,MAX / RANDOM DRAW,100,,,2.5
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,"Book Cliffs, Bitter Creek",BI6535,Hunters Choice,Bison,Any Legal Weapon,Once-in-a-lifetime,Oct 03 2026 - Oct 15 2026,8,0,8,MAX / RANDOM DRAW,100,,,4.2
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,"Book Cliffs, Little Creek/South",BI6537,Hunters Choice,Bison,Any Legal Weapon,Once-in-a-lifetime,Nov 07 2026 - Jan 31 2027,8,7,15,MAX / RANDOM DRAW,90.9,,,3.7
2026_BISON_HUNTER_CHOICE.xlsx,Sheet,"Nine Mile, Private Lands Only",BI6538,Hunters Choice,Bison,Any Legal Weapon,General Season,"Aug 1, 2025 - Jan 31, 2026",,,,O.T.C.,,,,
