source_file,source_sheet,hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,hunt_class,harvest_success_prior_year_pct,average_harvest_age,current_age_3yr_avg,avg_days_hunted_prior_year
2026_MOOSE_COW.xlsx,Sheet,Morgan-South Rich,MA1005,Antlerless,Moose,Any Legal Weapon,Limited Entry,Sep 20 2025 - Oct 19 2025,6,1,7,PREFERENCE DRAW,37.5,5.5,,3.6
2026_MOOSE_COW.xlsx,Sheet,Morgan-South Rich,MA1007,Antlerless,Moose,Archery,Limited Entry,Aug 01 2025 - Sep 19 2025,3,0,3,PREFERENCE DRAW,100,4.9,,8
2026_MOOSE_COW.xlsx,Sheet,Causey Spring CWMU,MA1009,Antlerless,Moose,Any Legal Weapon,CWMU,Contact Operator for 2025 season dates,1,0,1,PREFERENCE DRAW,100,4.9,,1
