source_file,source_sheet,hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,hunt_class,harvest_success_prior_year_pct,average_harvest_age,current_age_3yr_avg,avg_days_hunted_prior_year
2026_MOOSE_BULL.xlsx,Sheet,Moose - Statewide Permit,MB1000,Bull,Moose,Any Legal Weapon,Statewide,"Sept 1 - Nov 15, 2026",,,1,PREFERENCE DRAW,100,,,11
2026_MOOSE_BULL.xlsx,Sheet,Cache,MB6000,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,14,3,17,PREFERENCE DRAW,100,4.9,4.6,8.4
2026_MOOSE_BULL.xlsx,Sheet,Chalk Creek,MB6001,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,4,0,4,PREFERENCE DRAW,100,3.5,5,3.3
2026_MOOSE_BULL.xlsx,Sheet,East Canyon,MB6002,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,5,0,5,PREFERENCE DRAW,100,4.4,4.1,11
2026_MOOSE_BULL.xlsx,Sheet,"East Canyon, Morgan-Summit",MB6003,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,5,0,5,PREFERENCE DRAW,100,4.4,4.1,5.5
2026_MOOSE_BULL.xlsx,Sheet,Kamas,MB6004,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,0,6,PREFERENCE DRAW,80,5,4.3,10.2
2026_MOOSE_BULL.xlsx,Sheet,Morgan-South Rich,MB6005,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,0,6,PREFERENCE DRAW,83.3,4.9,5,6.3
2026_MOOSE_BULL.xlsx,Sheet,"North Slope, Summit",MB6006,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,20,3,23,PREFERENCE DRAW,96,,5.7,7.7
2026_MOOSE_BULL.xlsx,Sheet,"North Slope, Three Corners/West Daggett",MB6007,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,2,8,PREFERENCE DRAW,100,3,4,9.9
2026_MOOSE_BULL.xlsx,Sheet,Ogden,MB6008,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,7,0,7,PREFERENCE DRAW,100,4,4.4,8
2026_MOOSE_BULL.xlsx,Sheet,Diamond Mtn/Vernal,MB6009,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,2,0,2,PREFERENCE DRAW,50,3.5,3.2,8
2026_MOOSE_BULL.xlsx,Sheet,Yellowstone,MB6010,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,6,0,6,PREFERENCE DRAW,100,7.5,5.2,10.5
