source_file,source_sheet,hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,hunt_class,harvest_success_prior_year_pct,average_harvest_age,current_age_3yr_avg,avg_days_hunted_prior_year
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Beaver East,EB3000,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,22,3,25,MAX / RANDOM DRAW,76.9,9.6,9.1,12.8
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Book Cliffs Little Creek Roadless,EB3002,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,4,0,4,MAX / RANDOM DRAW,66.7,8.7,7.7,6.7
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Cache Meadowville,EB3003,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,9,1,10,MAX / RANDOM DRAW,20,5.2,5.5,8.4
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Cache South,EB3005,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,10,1,11,MAX / RANDOM DRAW,40,7.2,6.7,9.9
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Manti,EB3006,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,148,17,165,MAX / RANDOM DRAW,30.4,6,6.3,13.9
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Fillmore Pahvant,EB3008,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,19,2,21,MAX / RANDOM DRAW,31.8,8,8.1,13
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,La Sal Mtns,EB3009,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,36,4,40,MAX / RANDOM DRAW,41.5,6.3,6.2,11.4
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Monroe,EB3010,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,10,1,11,MAX / RANDOM DRAW,100,8.3,8.3,5
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Mt Dutton,EB3011,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,19,2,21,MAX / RANDOM DRAW,38.1,8,7.8,14.3
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,North Slope Three Corners,EB3013,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,6,1,7,MAX / RANDOM DRAW,37.5,4.8,5.3,10.1
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Panguitch Lake,EB3015,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,17,2,19,MAX / RANDOM DRAW,38.9,7.9,7.8,15.1
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Fishlake/Thousand Lakes,EB3018,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,84,9,93,MAX / RANDOM DRAW,33.3,6.6,7.1,13.1
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,San Juan Bull Elk,EB3019,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,29,3,32,MAX / RANDOM DRAW,55.2,7.9,7.9,15.1
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Diamond Mtn,EB3020,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,25,3,28,MAX / RANDOM DRAW,28,7.1,7.3,13.1
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Wasatch Mtns,EB3022,Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,130,15,145,MAX / RANDOM DRAW,25.4,5.2,5.3,13.4
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Beaver East,EB3024,Bull,Elk,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,9,1,10,MAX / RANDOM DRAW,90.9,9.6,9.1,2.5
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Beaver East,EB3025,Bull,Elk,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,15,2,17,MAX / RANDOM DRAW,88.2,9.6,9.1,3.9
2026_ELK_LIMITED_ENTRY_MATUREBULL.xlsx,Sheet,Book Cliffs Little Creek Roadless,EB3028,Bull,Elk,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,3,0,3,MAX / RANDOM DRAW,100,8.7,7.7,1
