source_file,source_sheet,hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,hunt_class,harvest_success_prior_year_pct,average_harvest_age,current_age_3yr_avg,avg_days_hunted_prior_year
2026_ELK_ANTLERLESS_PRIVATE_LANDS_ONLY.xlsx,Sheet,Morgan-South Rich,EA2002,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,600,PREFERENCE DRAW,24.8,,,5.8
2026_ELK_ANTLERLESS_PRIVATE_LANDS_ONLY.xlsx,Sheet,East Canyon,EA2003,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,500,PREFERENCE DRAW,39,,,9.2
2026_ELK_ANTLERLESS_PRIVATE_LANDS_ONLY.xlsx,Sheet,Chalk Creek,EA2004,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,600,PREFERENCE DRAW,35.4,,,7.3
2026_ELK_ANTLERLESS_PRIVATE_LANDS_ONLY.xlsx,Sheet,"North Slope, West Daggett",EA2005,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,100,PREFERENCE DRAW,53.5,5.4,,3.7
2026_ELK_ANTLERLESS_PRIVATE_LANDS_ONLY.xlsx,Sheet,Yellowstone,EA2006,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,2000,PREFERENCE DRAW,46.7,7.7,,10.4
2026_ELK_ANTLERLESS_PRIVATE_LANDS_ONLY.xlsx,Sheet,"Nine Mile, Anthro-Myton Bench",EA2008,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,250,PREFERENCE DRAW,55.6,5.2,,11.3
2026_ELK_ANTLERLESS_PRIVATE_LANDS_ONLY.xlsx,Sheet,"La Sal, La Sal Mtns",EA2009,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,70,PREFERENCE DRAW,27.8,6.5,,7
2026_ELK_ANTLERLESS_PRIVATE_LANDS_ONLY.xlsx,Sheet,San Juan,EA2010,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,50,PREFERENCE DRAW,26.2,7.7,,15.4
2026_ELK_ANTLERLESS_PRIVATE_LANDS_ONLY.xlsx,Sheet,Manti,EA2011,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,300,PREFERENCE DRAW,41.6,6.5,,9.7
2026_ELK_ANTLERLESS_PRIVATE_LANDS_ONLY.xlsx,Sheet,"Wasatch Mtns, West",EA2012,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,,,400,PREFERENCE DRAW,53.1,5.7,,5.4
