source_file,source_sheet,hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,hunt_class,harvest_success_prior_year_pct,average_harvest_age,current_age_3yr_avg,avg_days_hunted_prior_year
2026_BLACK_BEAR.xlsx,Sheet,Black Bear - Statewide Permit,BR1000,Either Sex,Black Bear,Any Legal Weapon,Statewide,,,,,O.T.C.,,,,
2026_BLACK_BEAR.xlsx,Sheet,Black Bear Harvest Objective Units,BR1001,Either Sex,Black Bear,Any Legal Weapon,Harvest Objective,,,,,O.T.C.,,,,
2026_BLACK_BEAR.xlsx,Sheet,Black Bear Pursuit - Resident,BR1007,Either Sex,Black Bear,Pursuit Only,Pursuit,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026",,,,O.T.C.,,,,
2026_BLACK_BEAR.xlsx,Sheet,Book Cliffs,BR1008,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",26,2,28,O.T.C.,,,,
2026_BLACK_BEAR.xlsx,Sheet,La Sal,BR1009,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",14,1,15,O.T.C.,,4.7,,
2026_BLACK_BEAR.xlsx,Sheet,San Juan,BR1010,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",14,1,15,O.T.C.,,4,,
2026_BLACK_BEAR.xlsx,Sheet,Book Cliffs,BR1011,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",26,2,28,O.T.C.,,,,
2026_BLACK_BEAR.xlsx,Sheet,La Sal,BR1012,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",14,1,15,O.T.C.,,4.7,,
2026_BLACK_BEAR.xlsx,Sheet,San Juan,BR1013,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",14,1,15,O.T.C.,,4,,
2026_BLACK_BEAR.xlsx,Sheet,Book Cliffs,BR1015,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,2,O.T.C.,,,,
2026_BLACK_BEAR.xlsx,Sheet,San Juan,BR1016,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,2,O.T.C.,,4,,
2026_BLACK_BEAR.xlsx,Sheet,La Sal,BR1017,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,2,O.T.C.,,4.7,,
2026_BLACK_BEAR.xlsx,Sheet,Black Bear Pursuit - Nonresident,BR1018,Either Sex,Black Bear,Pursuit Only,Pursuit,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026",,,,O.T.C.,,,,
2026_BLACK_BEAR.xlsx,Sheet,Beaver,BR7000,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",9,1,10,MAX / RANDOM DRAW,,5.8,,
2026_BLACK_BEAR.xlsx,Sheet,Book Cliffs Bitter Creek/South,BR7001,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",49,5,54,MAX / RANDOM DRAW,,5.7,,
2026_BLACK_BEAR.xlsx,Sheet,Manti North,BR7003,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",17,2,19,MAX / RANDOM DRAW,,4.1,,
2026_BLACK_BEAR.xlsx,Sheet,Manti South/San Rafael North,BR7004,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",18,0,18,MAX / RANDOM DRAW,,3.7,,
2026_BLACK_BEAR.xlsx,Sheet,Nebo,BR7005,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",7,0,7,MAX / RANDOM DRAW,,3.7,,
2026_BLACK_BEAR.xlsx,Sheet,Fillmore Pahvant,BR7007,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",1,0,1,MAX / RANDOM DRAW,,3,,
2026_BLACK_BEAR.xlsx,Sheet,Mt Dutton,BR7009,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",4,0,4,MAX / RANDOM DRAW,,3,,
2026_BLACK_BEAR.xlsx,Sheet,Panguitch Lake/Zion,BR7010,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",9,0,9,MAX / RANDOM DRAW,,4.8,,
2026_BLACK_BEAR.xlsx,Sheet,Paunsaugunt,BR7011,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",4,0,4,MAX / RANDOM DRAW,,3,,
2026_BLACK_BEAR.xlsx,Sheet,Boulder/Kaiparowits,BR7012,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",20,2,22,MAX / RANDOM DRAW,,6.2,,
2026_BLACK_BEAR.xlsx,Sheet,Fishlake/Thousand Lakes,BR7013,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",7,0,7,MAX / RANDOM DRAW,,3.5,,
2026_BLACK_BEAR.xlsx,Sheet,San Juan,BR7014,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",35,3,38,MAX / RANDOM DRAW,,4,,
2026_BLACK_BEAR.xlsx,Sheet,Diamond Mtn/Vernal/Bonanza,BR7015,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",7,0,7,MAX / RANDOM DRAW,,4.2,,
2026_BLACK_BEAR.xlsx,Sheet,Wasatch Mtns West-Central,BR7016,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",36,4,40,MAX / RANDOM DRAW,,4.7,,
2026_BLACK_BEAR.xlsx,Sheet,Cache/Ogden,BR7017,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",2,0,2,MAX / RANDOM DRAW,,6.2,,
2026_BLACK_BEAR.xlsx,Sheet,Kamas/North Slope Summit,BR7018,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",5,0,5,MAX / RANDOM DRAW,,4.3,,
2026_BLACK_BEAR.xlsx,Sheet,Monroe,BR7020,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",1,0,1,MAX / RANDOM DRAW,,3,,
2026_BLACK_BEAR.xlsx,Sheet,Dolores Triangle,BR7021,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",2,0,2,MAX / RANDOM DRAW,,,,
2026_BLACK_BEAR.xlsx,Sheet,La Sal Mtns,BR7022,Either Sex,Black Bear,Any Legal Weapon,Limited Entry - Spring,"March 28 - May 25, 2026",40,3,43,MAX / RANDOM DRAW,,4.7,,
