source_file,source_sheet,hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,hunt_class,harvest_success_prior_year_pct,average_harvest_age,current_age_3yr_avg,avg_days_hunted_prior_year
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Beaver East,EL3000,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,100,9.1,,9
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Book Cliffs Little Creek Roadless,EL3002,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,,8.3,,
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Cache Meadowville,EL3003,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,,7,,
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Cache South,EL3005,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,,7.1,,
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Manti,EL3006,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,,6.5,,
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Fillmore Pahvant,EL3008,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,,7.7,,
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,La Sal La Sal Mtns,EL3009,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,,5.7,,
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Monroe,EL3010,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,,9.1,,
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Mt Dutton,EL3011,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,,7.8,,
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,North Slope Three Corners,EL3013,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,,5.7,,
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Panguitch Lake,EL3015,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,,7.8,,
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Fishlake/Thousand Lakes,EL3018,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,,6.9,,
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,San Juan Bull Elk,EL3019,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,,7.6,,
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Diamond Mtn,EL3020,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,,7,,
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Wasatch Mtns,EL3022,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,O.T.C.,0,5,,20
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Beaver East,EL3024,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,O.T.C.,100,9.1,,2
2026_ELK_LIMITED_ENTRY_MATUREBULL_PRIVATE_LANDS.xlsx,Sheet,Beaver East,EL3025,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,O.T.C.,,9.1,,
