source_file,source_sheet,hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,hunt_class,harvest_success_prior_year_pct,average_harvest_age,current_age_3yr_avg,avg_days_hunted_prior_year
2026_DEER_BUCK_CWMU.xlsx,Sheet,Alton - Premium Buck CWMU,DB1200,Buck,Deer,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,3,MAX / RANDOM DRAW,90,,,5
2026_DEER_BUCK_CWMU.xlsx,Sheet,Alton - Management Buck CWMU,DB1201,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,MAX / RANDOM DRAW,100,,,2.6
2026_DEER_BUCK_CWMU.xlsx,Sheet,Antelope Creek CWMU,DB1202,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,MAX / RANDOM DRAW,50,,,7
2026_DEER_BUCK_CWMU.xlsx,Sheet,Avintaquin Canyon CWMU,DB1203,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,MAX / RANDOM DRAW,100,,,2
2026_DEER_BUCK_CWMU.xlsx,Sheet,Bally Watts CWMU,DB1204,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,MAX / RANDOM DRAW,77.8,,,1.8
2026_DEER_BUCK_CWMU.xlsx,Sheet,Bar J Ranch CWMU,DB1205,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,MAX / RANDOM DRAW,50,,,3.5
2026_DEER_BUCK_CWMU.xlsx,Sheet,Bear Mountain CWMU,DB1206,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,MAX / RANDOM DRAW,100,,,3.3
2026_DEER_BUCK_CWMU.xlsx,Sheet,Bear Springs CWMU,DB1207,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,MAX / RANDOM DRAW,66.7,,,3.3
2026_DEER_BUCK_CWMU.xlsx,Sheet,Blackhawk CWMU,DB1208,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,MAX / RANDOM DRAW,100,,,4
2026_DEER_BUCK_CWMU.xlsx,Sheet,Blind Springs CWMU,DB1209,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,MAX / RANDOM DRAW,80,,,3
2026_DEER_BUCK_CWMU.xlsx,Sheet,Blue Spring Hills CWMU,DB1211,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,MAX / RANDOM DRAW,100,,,4.8
2026_DEER_BUCK_CWMU.xlsx,Sheet,Bluebell CWMU,DB1212,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,MAX / RANDOM DRAW,100,,,3.3
