source_file,source_sheet,hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,hunt_class,harvest_success_prior_year_pct,average_harvest_age,current_age_3yr_avg,avg_days_hunted_prior_year
2026_DEER_GENERAL_SEASON.xlsx,Sheet,Box Elder,DB1501,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,1040,,1040,O.T.C.,23.1,,,9.5
2026_DEER_GENERAL_SEASON.xlsx,Sheet,Cache,DB1502,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,1160,,1160,O.T.C.,15.8,,,8.2
2026_DEER_GENERAL_SEASON.xlsx,Sheet,Manti/San Rafael,DB1503,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,1800,,1800,O.T.C.,21.4,,,7.7
2026_DEER_GENERAL_SEASON.xlsx,Sheet,Nebo,DB1504,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,1060,,1060,O.T.C.,19.2,,,8.3
2026_DEER_GENERAL_SEASON.xlsx,Sheet,Fillmore,DB1506,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,460,,460,O.T.C.,32,,,7.3
2026_DEER_GENERAL_SEASON.xlsx,Sheet,Kamas,DB1508,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,200,,200,O.T.C.,16.5,,,7.7
2026_DEER_GENERAL_SEASON.xlsx,Sheet,La Sal Mtns,DB1509,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,360,,360,O.T.C.,48.3,,,6.1
2026_DEER_GENERAL_SEASON.xlsx,Sheet,Monroe,DB1510,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,220,,220,O.T.C.,38,,,8.4
2026_DEER_GENERAL_SEASON.xlsx,Sheet,Mt Dutton,DB1511,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,80,,80,O.T.C.,19.6,,,7.3
2026_DEER_GENERAL_SEASON.xlsx,Sheet,Nine Mile,DB1512,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,280,,280,O.T.C.,29.9,,,9.4
