source_file,source_sheet,hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,hunt_class,harvest_success_prior_year_pct,average_harvest_age,current_age_3yr_avg,avg_days_hunted_prior_year
2026_TURKEY_BEARDED.xlsx,Sheet,Turkey - Statewide Permit,TK0001,Bearded,Turkey,Any Legal Weapon,Statewide,"Apr 1 - May 31, 2026",,,,O.T.C.,,,,
2026_TURKEY_BEARDED.xlsx,Sheet,Statewide,TK1000,Bearded,Turkey,Any Legal Weapon,Spring General Season,"May 4 - 31, 2026 | YOUTH ONLY: May 1 - 3, 2026",,,,O.T.C.,,,,
2026_TURKEY_BEARDED.xlsx,Sheet,Central Area,TK1003,Bearded,Turkey,Any Legal Weapon,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",,,600,MAX / RANDOM DRAW,,,,
2026_TURKEY_BEARDED.xlsx,Sheet,Northeastern Area,TK1004,Bearded,Turkey,Any Legal Weapon,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",,,347,MAX / RANDOM DRAW,,,,
2026_TURKEY_BEARDED.xlsx,Sheet,Northern Area,TK1005,Bearded,Turkey,Any Legal Weapon,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",,,500,MAX / RANDOM DRAW,,,,
2026_TURKEY_BEARDED.xlsx,Sheet,Southeastern Area,TK1006,Bearded,Turkey,Any Legal Weapon,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",,,250,MAX / RANDOM DRAW,,,,
2026_TURKEY_BEARDED.xlsx,Sheet,Southern Area,TK1007,Bearded,Turkey,Any Legal Weapon,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",,,542,MAX / RANDOM DRAW,,,,
2026_TURKEY_BEARDED.xlsx,Sheet,Central Area,TK1012,Bearded,Turkey,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",,,,MAX / RANDOM DRAW,,,,
2026_TURKEY_BEARDED.xlsx,Sheet,Northeastern Area,TK1013,Bearded,Turkey,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",,,,MAX / RANDOM DRAW,,,,
2026_TURKEY_BEARDED.xlsx,Sheet,Northern Area,TK1014,Bearded,Turkey,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",,,,MAX / RANDOM DRAW,,,,
2026_TURKEY_BEARDED.xlsx,Sheet,Southeastern Area,TK1015,Bearded,Turkey,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",,,,MAX / RANDOM DRAW,,,,
2026_TURKEY_BEARDED.xlsx,Sheet,Southern Area,TK1016,Bearded,Turkey,Any Legal Weapon,Conservation,"Limited Entry: Apr 11-30, 2026 | General Season: May 4-31, 2026 | YOUTH ONLY: May 1-3, 2026",,,,MAX / RANDOM DRAW,,,,
2026_TURKEY_BEARDED.xlsx,Sheet,Pahvant Ensign CWMU,TK1018,Bearded,Turkey,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,,,6,MAX / RANDOM DRAW,,,,
2026_TURKEY_BEARDED.xlsx,Sheet,East Zion CWMU,TK1021,Bearded,Turkey,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,,,4,MAX / RANDOM DRAW,,,,
