source_file,source_sheet,hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,hunt_class,harvest_success_prior_year_pct,average_harvest_age,current_age_3yr_avg,avg_days_hunted_prior_year
2026_DEER_ANTLERLESS.xlsx,Sheet,"Box Elder, West Bear River",DA1001,Antlerless,Deer,"Archery, Muzzleloader, Shotgun",General Season,Aug 18 2025 - Aug 30 2025,,,30,PREFERENCE DRAW,22.7,,,4.4
2026_DEER_ANTLERLESS.xlsx,Sheet,"Box Elder, West Bear River",DA1002,Antlerless,Deer,"Archery, Muzzleloader, Shotgun",General Season,Nov 24 2025 - Nov 29 2025,,,30,PREFERENCE DRAW,17.6,,,2.4
2026_DEER_ANTLERLESS.xlsx,Sheet,"Monroe/Plateau, Sevier Valley",DA1003,Antlerless,Deer,"Archery, Muzzleloader, Shotgun",General Season,Sep 01 2025 - Sep 30 2025,,,15,PREFERENCE DRAW,14.3,,,2.7
2026_DEER_ANTLERLESS.xlsx,Sheet,"Pine Valley, Enterprise",DA1009,Antlerless,Deer,Any Legal Weapon,General Season,Aug 01 2025 - Aug 15 2025,,,25,PREFERENCE DRAW,100,,,1.6
2026_DEER_ANTLERLESS.xlsx,Sheet,George Creek CWMU,DA1011,Antlerless,Deer,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,5,0,5,PREFERENCE DRAW,80,,,1.4
2026_DEER_ANTLERLESS.xlsx,Sheet,Junction Valley CWMU,DA1012,Antlerless,Deer,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,15,0,15,PREFERENCE DRAW,100,,,1.8
2026_DEER_ANTLERLESS.xlsx,Sheet,Mt Carmel CWMU,DA1013,Antlerless,Deer,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,5,0,5,PREFERENCE DRAW,75,,,2
2026_DEER_ANTLERLESS.xlsx,Sheet,"Pine Valley, New Harmony",DA1018,Antlerless,Deer,"Archery, Muzzleloader, Shotgun",General Season,Aug 01 2025 - Aug 15 2025,,,20,PREFERENCE DRAW,53.3,,,5.1
2026_DEER_ANTLERLESS.xlsx,Sheet,"East Canyon, Davis-North Salt Lake",DA1027,Antlerless,Deer,Any Legal Weapon,General Season,Aug 01 2025 - Sep 15 2025,,,30,PREFERENCE DRAW,70.4,,,2.7
2026_DEER_ANTLERLESS.xlsx,Sheet,"Nine Mile, Price River Valley",DA1030,Antlerless,Deer,Archery,General Season,Aug 16 2025 - Sep 12 2025,,,25,PREFERENCE DRAW,14.3,,,3.8
2026_DEER_ANTLERLESS.xlsx,Sheet,"Oquirrh-Stansbury, Settlement Cyn",DA1031,Antlerless,Deer,Archery,General Season,Aug 16 2025 - Sep 12 2025,,,20,PREFERENCE DRAW,73.3,,,4.7
2026_DEER_ANTLERLESS.xlsx,Sheet,"San Juan, Monticello",DA1033,Antlerless,Deer,Archery,General Season,Aug 01 2025 - Sep 14 2025,,,5,PREFERENCE DRAW,80,,,1.8
2026_DEER_ANTLERLESS.xlsx,Sheet,"Nine Mile, Green River Valley",DA1041,Antlerless,Deer,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,,,15,PREFERENCE DRAW,60,,,2.3
2026_DEER_ANTLERLESS.xlsx,Sheet,"San Juan, Monticello",DA1042,Antlerless,Deer,Archery,General Season,Nov 24 2025 - Dec 31 2025,,,5,PREFERENCE DRAW,100,,,1.7
2026_DEER_ANTLERLESS.xlsx,Sheet,"Fillmore, Oak City",DA1045,Antlerless,Deer,Archery,General Season,Aug 01 2025 - Sep 04 2025,,,20,PREFERENCE DRAW,41.7,,,4.2
2026_DEER_ANTLERLESS.xlsx,Sheet,"Nine Mile, Price River Valley",DA1046,Antlerless,Deer,"Archery, Muzzleloader, Shotgun",General Season,Sep 13 2025 - Oct 12 2025,,,25,PREFERENCE DRAW,50,,,5.2
2026_DEER_ANTLERLESS.xlsx,Sheet,Vernal-Ouray Valley,DA1047,Antlerless,Deer,Any Legal Weapon,General Season,Sep 27 2025 - Dec 12 2025,,,25,PREFERENCE DRAW,26.7,,,3.5
2026_DEER_ANTLERLESS.xlsx,Sheet,Fillmore City,DA1048,Antlerless,Deer,Archery,General Season,Aug 01 2025 - Sep 04 2025,,,15,PREFERENCE DRAW,25,,,4.7
2026_DEER_ANTLERLESS.xlsx,Sheet,"Vernal, Ashley Valley",DA1049,Antlerless,Deer,Archery,General Season,Aug 16 2025 - Dec 12 2025,,,35,PREFERENCE DRAW,33.3,,,6.1
2026_DEER_ANTLERLESS.xlsx,Sheet,The Rose of Snowville CWMU,DA1050,Antlerless,Deer,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,8,0,8,PREFERENCE DRAW,75,,,1
