source_file,source_sheet,hunt_name,hunt_code,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,hunt_class,harvest_success_prior_year_pct,average_harvest_age,current_age_3yr_avg,avg_days_hunted_prior_year
2026_ELK_ANTLERLESS.xlsx,Sheet,"Cache, Rich",EA1010,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,18,2,20,PREFERENCE DRAW,13.3,,,3.4
2026_ELK_ANTLERLESS.xlsx,Sheet,"Cache, Richards Hollow",EA1011,Antlerless,Elk,Any Legal Weapon,General Season,Nov 15 2025 - Dec 31 2025,9,1,10,PREFERENCE DRAW,16.7,,,3.8
2026_ELK_ANTLERLESS.xlsx,Sheet,"Cache, Richmond Hyde Park",EA1012,Antlerless,Elk,Any Legal Weapon,General Season,Aug 01 2025 - Dec 01 2025,4,1,5,PREFERENCE DRAW,66.7,,,15
2026_ELK_ANTLERLESS.xlsx,Sheet,"Manti, Central",EA1013,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,63,7,70,PREFERENCE DRAW,49.2,6.5,,4.1
2026_ELK_ANTLERLESS.xlsx,Sheet,"Manti, Ferron Canyon",EA1015,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,63,7,70,PREFERENCE DRAW,45.6,,,4.7
2026_ELK_ANTLERLESS.xlsx,Sheet,"Manti, Gordon Creek-Price Canyon",EA1017,Antlerless,Elk,Any Legal Weapon,General Season,Nov 27 2025 - Jan 31 2026,90,10,100,PREFERENCE DRAW,33.3,,,9.5
2026_ELK_ANTLERLESS.xlsx,Sheet,"Manti, Horn Mtn",EA1018,Antlerless,Elk,Any Legal Weapon,General Season,Nov 19 2025 - Dec 31 2025,54,6,60,PREFERENCE DRAW,69.8,,,5.7
2026_ELK_ANTLERLESS.xlsx,Sheet,"Manti, Mohrland-Stump Flat",EA1020,Antlerless,Elk,Any Legal Weapon,General Season,Nov 27 2025 - Jan 31 2026,108,12,120,PREFERENCE DRAW,37.2,,,10.8
2026_ELK_ANTLERLESS.xlsx,Sheet,Nebo,EA1021,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,207,23,230,PREFERENCE DRAW,44.5,7.2,,4.3
2026_ELK_ANTLERLESS.xlsx,Sheet,"Manti, North",EA1022,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,270,30,300,PREFERENCE DRAW,34.9,6.5,,4.7
2026_ELK_ANTLERLESS.xlsx,Sheet,"Manti, South",EA1023,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,90,10,100,PREFERENCE DRAW,35.5,6.5,,4.4
2026_ELK_ANTLERLESS.xlsx,Sheet,"Manti, South",EA1024,Antlerless,Elk,Any Legal Weapon,General Season,Nov 19 2025 - Jan 31 2026,90,10,100,PREFERENCE DRAW,62.8,6.5,,7.3
2026_ELK_ANTLERLESS.xlsx,Sheet,"Manti, West",EA1025,Antlerless,Elk,Any Legal Weapon,General Season,Nov 19 2025 - Jan 31 2026,108,12,120,PREFERENCE DRAW,38.5,6.5,,6.5
2026_ELK_ANTLERLESS.xlsx,Sheet,Chalk Creek,EA1026,Antlerless,Elk,Any Legal Weapon,General Season,Nov 08 2025 - Jan 31 2026,315,35,350,PREFERENCE DRAW,17.5,,,7.7
2026_ELK_ANTLERLESS.xlsx,Sheet,"Fillmore, Pahvant",EA1030,Antlerless,Elk,Any Legal Weapon,General Season,Nov 15 2025 - Dec 06 2025,45,5,50,PREFERENCE DRAW,31.7,7.7,,5.3
2026_ELK_ANTLERLESS.xlsx,Sheet,"Fillmore, Pahvant",EA1031,Antlerless,Elk,Any Legal Weapon,General Season,Dec 13 2025 - Jan 30 2026,45,5,50,PREFERENCE DRAW,48.9,7.7,,5.3
2026_ELK_ANTLERLESS.xlsx,Sheet,Kamas,EA1033,Antlerless,Elk,Any Legal Weapon,General Season,Nov 08 2025 - Jan 18 2026,112,13,125,PREFERENCE DRAW,12.1,,,7.6
2026_ELK_ANTLERLESS.xlsx,Sheet,"Kamas, Oakley",EA1035,Antlerless,Elk,Any Legal Weapon,General Season,Nov 08 2025 - Dec 31 2025,112,13,125,PREFERENCE DRAW,7,,,6.1
2026_ELK_ANTLERLESS.xlsx,Sheet,"La Sal, Dolores Triangle",EA1037,Antlerless,Elk,Any Legal Weapon,General Season,Dec 12 2025 - Jan 31 2026,45,5,50,PREFERENCE DRAW,25,5.7,,5.9
2026_ELK_ANTLERLESS.xlsx,Sheet,"La Sal, La Sal Mtns",EA1038,Antlerless,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,180,20,200,PREFERENCE DRAW,28.9,5.7,,5.4
2026_ELK_ANTLERLESS.xlsx,Sheet,"La Sal, La Sal Mtns",EA1039,Antlerless,Elk,Any Legal Weapon,General Season,Nov 17 2025 - Dec 31 2025,135,15,150,PREFERENCE DRAW,35.2,5.7,,6.1
2026_ELK_ANTLERLESS.xlsx,Sheet,"Morgan-South Rich, South Rich",EA1044,Antlerless,Elk,Any Legal Weapon,General Season,Dec 01 2025 - Jan 31 2026,31,4,35,PREFERENCE DRAW,50,,,4
2026_ELK_ANTLERLESS.xlsx,Sheet,"Mt Dutton, Deep Creek",EA1049,Antlerless,Elk,Any Legal Weapon,General Season,Nov 22 2025 - Dec 07 2025,67,8,75,PREFERENCE DRAW,38.1,7.5,,3.8
2026_ELK_ANTLERLESS.xlsx,Sheet,"Nine Mile, West Anthro",EA1054,Antlerless,Elk,Any Legal Weapon,General Season,Dec 13 2025 - Dec 30 2025,45,5,50,PREFERENCE DRAW,71.1,5.2,,3.8
2026_ELK_ANTLERLESS.xlsx,Sheet,"North Slope, Greendale",EA1056,Antlerless,Elk,Any Legal Weapon,General Season,Nov 17 2025 - Nov 30 2025,4,1,5,PREFERENCE DRAW,50,5.7,,3.3
