row_number,hunt_code,source_file_before,source_file_after,source_classification_before,source_classification_after,normalized_family_before,normalized_family_after,numeric_fields_changed
23616,EA1044,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23617,EA1044,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23618,EA1044,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23619,EA1044,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23620,EA1044,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23621,EA1044,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23622,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23623,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23624,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23625,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23626,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23627,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23628,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23629,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23630,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23631,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23632,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23633,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23634,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23635,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23636,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23637,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23638,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23639,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23640,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23641,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23642,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23643,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23644,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23645,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23646,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23647,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23648,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23649,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23650,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23651,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23652,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23653,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23654,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23655,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23656,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23657,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23658,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23659,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23660,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23661,EA1049,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23662,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23663,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23664,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23665,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23666,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23667,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23668,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23669,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23670,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23671,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23672,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23673,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23674,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23675,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23676,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23677,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23678,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23679,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23680,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23681,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23682,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23683,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23684,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23685,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23686,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23687,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23688,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23689,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23690,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23691,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23692,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23693,EA1049,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23694,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23695,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23696,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23697,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23698,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23699,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23700,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23701,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23702,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23703,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23704,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23705,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23706,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23707,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23708,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23709,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23710,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23711,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23712,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23713,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23714,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23715,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23716,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23717,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23718,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23719,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23720,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23721,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23722,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23723,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23724,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23725,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23726,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23727,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23728,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23729,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23730,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23731,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23732,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23733,EA1054,2025 Antlerless Draw Results(1).pdf,2025_PERMITS=2026_MODEL__(ANTLERLESS ELK) DRAW RESULTS.pdf,,ANTLERLESS_ELK,ANTLERLESS,ANTLERLESS,false
23734,EA1054,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23735,EA1054,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
23736,EA1054,2025 Youth Antlerless Draw.pdf,2025_PERMITS=2026_MODEL__YOUTH_ANTLERLESS_ELK_DRAW_RESULTS.pdf,,YOUTH_ANTLERLESS_ELK,YOUTH_ANTLERLESS,YOUTH_ANTLERLESS,false
