actual_draw_year,model_target_year,source_scope,source_namespace,draw_source_namespace,source_file,pdf_page,page_kind,hunt_code,hunt_name,species,sex_type,draw_design,weapon,hunt_type,season,residency,points,eligible_applicants,bonus_permits,regular_permits,total_permits,success_ratio,p_draw,p_draw_percent,record_type,boundary_id,algorithm_status,source_dataset,extraction_status,parse_method,qa_status,notes,permits_2026_res,permits_2026_nr,permits_2026_total
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1625,Cedar/Stansbury,Deer,Buck,Preference,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,Resident,5,5,0,5,5,1,1,100,point_level_draw_result,925,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,709
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1625,Cedar/Stansbury,Deer,Buck,Preference,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,Resident,6,5,0,5,5,1,1,100,point_level_draw_result,925,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,709
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1625,Cedar/Stansbury,Deer,Buck,Preference,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,Resident,7,1,0,1,1,1,1,100,point_level_draw_result,925,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,709
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1625,Cedar/Stansbury,Deer,Buck,Preference,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,Resident,8,2,0,2,2,1,1,100,point_level_draw_result,925,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,709
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,102,POINT_ROW,DB1625,Cedar/Stansbury,Deer,Buck,Preference,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,Resident,9,0,0,0,0,N/A,,,point_level_draw_result,925,Official 2026 DWR PDF point row promoted to canonical scorable truth.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026 Big Game Preference Point Draw Results,,,709
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,102,POINT_ROW,DB1625,Cedar/Stansbury,Deer,Buck,Preference,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,Resident,10,0,0,0,0,N/A,,,point_level_draw_result,925,Official 2026 DWR PDF point row promoted to canonical scorable truth.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026 Big Game Preference Point Draw Results,,,709
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,102,POINT_ROW,DB1625,Cedar/Stansbury,Deer,Buck,Preference,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,Resident,11,0,0,0,0,N/A,,,point_level_draw_result,925,Official 2026 DWR PDF point row promoted to canonical scorable truth.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026 Big Game Preference Point Draw Results,,,709
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,102,POINT_ROW,DB1625,Cedar/Stansbury,Deer,Buck,Preference,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,Resident,12,0,0,0,0,N/A,,,point_level_draw_result,925,Official 2026 DWR PDF point row promoted to canonical scorable truth.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026 Big Game Preference Point Draw Results,,,709
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1625,Cedar/Stansbury,Deer,Buck,Preference,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,Resident,13,1,0,1,1,1,1,100,point_level_draw_result,925,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,709
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Nonresident,0,56,0,55,55,0.982142857,0.982142857,98.214286,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Nonresident,0,2,0,2,2,1,1,100,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Nonresident,1,5,0,5,5,1,1,100,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,103,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Nonresident,1,0,0,0,0,N/A,,,point_level_draw_result,29,Official 2026 DWR PDF point row promoted to canonical scorable truth.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026 Big Game Preference Point Draw Results,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Nonresident,2,0,0,0,0,N/A,,N/A,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,103,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Nonresident,2,0,0,0,0,N/A,,,point_level_draw_result,29,Official 2026 DWR PDF point row promoted to canonical scorable truth.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026 Big Game Preference Point Draw Results,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Nonresident,3,0,0,0,0,N/A,,N/A,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,103,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Nonresident,3,0,0,0,0,N/A,,,point_level_draw_result,29,Official 2026 DWR PDF point row promoted to canonical scorable truth.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026 Big Game Preference Point Draw Results,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,103,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Nonresident,4,0,0,0,0,N/A,,,point_level_draw_result,29,Official 2026 DWR PDF point row promoted to canonical scorable truth.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026 Big Game Preference Point Draw Results,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,103,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Nonresident,5,0,0,0,0,N/A,,,point_level_draw_result,29,Official 2026 DWR PDF point row promoted to canonical scorable truth.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026 Big Game Preference Point Draw Results,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Nonresident,6,0,0,0,0,N/A,,N/A,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,103,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Nonresident,7,0,0,0,0,N/A,,,point_level_draw_result,29,Official 2026 DWR PDF point row promoted to canonical scorable truth.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026 Big Game Preference Point Draw Results,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Resident,0,2267,0,2212,2212,0.975738862,0.975738862,97.573886,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Resident,0,483,0,483,483,1,1,100,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Resident,1,388,0,385,385,0.992268041,0.992268041,99.226804,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Resident,1,35,0,35,35,1,1,100,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Resident,2,168,0,167,167,0.994047619,0.994047619,99.404762,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Resident,2,6,0,6,6,1,1,100,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Resident,3,58,0,58,58,1,1,100,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,103,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Resident,3,0,0,0,0,N/A,,,point_level_draw_result,29,Official 2026 DWR PDF point row promoted to canonical scorable truth.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026 Big Game Preference Point Draw Results,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Resident,4,8,0,8,8,1,1,100,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Resident,4,1,0,1,1,1,1,100,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Resident,5,2,0,2,2,1,1,100,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,C:\Users\tyler\Desktop\BIBLE HUNT CODES\2026\.pdf\2026_PERMITS=2027_MODEL__G.S. BUCK DEER DRAW RESULTS.pdf,103,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Resident,6,0,0,0,0,N/A,,,point_level_draw_result,29,Official 2026 DWR PDF point row promoted to canonical scorable truth.,OFFICIAL_DWR_2026_PDF_DRAW_RESULTS,PDF_ONLY_DENSE_LADDER_ADDED,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026 Big Game Preference Point Draw Results,,,3463
2026,2027,GENERAL_SEASON_DEER,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:General-Season,,POINT_ROW,DB1627,Cache,Deer,Buck,Preference,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,Resident,7,1,0,1,1,1,1,100,point_level_draw_result,29,Live UtahDraws 2026 pull refreshed on 2026-06-18; official applicant/success fields used directly.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,CONFIRMED_CANONICAL_SCORABLE,2026_big_game_05_general_season_buck_deer,,,3463
