year,model_year,hunt_code,residency,pdf_parent_apps,pdf_parent_permits,collapsed_apps_used_before,collapsed_permits_used_before,adult_source_apps,adult_source_permits,youth_source_apps_accidentally_added,youth_source_permits_accidentally_added,adult_matches_pdf,collapsed_matches_pdf,issue
2023,2024,EA1125,Resident,155,16,170,20,155,16,15,4,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1126,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1126,Resident,8,4,8,4,8,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1129,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1129,Resident,1270,248,1403,310,1270,248,133,62,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1130,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1130,Resident,13,4,13,4,13,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1131,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1131,Resident,162,20,181,25,162,20,19,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1132,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1132,Resident,70,24,76,30,70,24,6,6,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1134,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1134,Resident,211,48,246,60,211,48,35,12,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1135,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1135,Resident,43,7,52,8,43,7,9,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1136,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1136,Resident,216,40,249,50,216,40,33,10,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1137,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1137,Resident,90,8,108,9,90,8,18,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1138,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1138,Resident,54,7,63,8,54,7,9,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1139,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1139,Resident,48,8,58,10,48,8,10,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1140,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1140,Resident,145,7,155,8,145,7,10,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1141,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1141,Resident,44,10,47,12,44,10,3,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1142,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1142,Resident,23,7,26,8,23,7,3,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1143,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1143,Resident,112,17,123,21,112,17,11,4,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1144,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1144,Resident,6,6,6,6,6,6,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1145,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1145,Resident,147,16,178,20,147,16,31,4,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1146,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1146,Resident,36,8,40,9,36,8,4,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1147,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1147,Resident,90,12,98,15,90,12,8,3,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1149,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1149,Resident,37,7,38,8,37,7,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1151,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1151,Resident,18,5,19,6,18,5,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1153,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1153,Resident,17,4,20,4,17,4,3,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1155,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1155,Resident,5,1,5,1,5,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1156,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1156,Resident,64,4,69,5,64,4,5,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1157,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1157,Resident,89,28,100,35,89,28,11,7,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1158,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1158,Resident,26,6,29,7,26,6,3,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1159,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1159,Resident,27,4,30,4,27,4,3,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1160,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1160,Resident,35,4,38,5,35,4,3,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1161,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1161,Resident,71,8,96,9,71,8,25,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1162,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1162,Resident,17,8,18,9,17,8,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1163,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1163,Resident,64,24,79,30,64,24,15,6,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1164,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1164,Resident,49,5,53,6,49,5,4,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1165,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1165,Resident,147,12,168,15,147,12,21,3,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1166,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1166,Resident,53,8,59,9,53,8,6,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1167,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1167,Resident,38,8,41,10,38,8,3,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1168,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1168,Resident,19,13,20,14,19,13,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1170,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1170,Resident,38,8,46,10,38,8,8,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1171,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1171,Resident,2,2,2,2,2,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1172,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1172,Resident,61,10,69,12,61,10,8,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1174,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1174,Resident,110,48,129,60,110,48,19,12,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1175,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1175,Resident,25,7,27,7,25,7,2,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1176,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1176,Resident,123,40,129,46,123,40,6,6,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1177,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1177,Resident,22,7,24,8,22,7,2,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1187,Nonresident,1,1,1,1,1,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1187,Resident,23,11,23,11,23,11,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1189,Nonresident,26,26,26,26,26,26,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1189,Resident,465,353,504,392,465,353,39,39,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1192,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1192,Resident,14,5,17,6,14,5,3,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1193,Nonresident,10,4,10,4,10,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1193,Resident,180,36,209,46,180,36,29,10,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1194,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1194,Resident,25,4,26,4,25,4,1,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1196,Nonresident,18,7,19,8,18,7,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1196,Resident,311,54,325,67,311,54,14,13,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1198,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1198,Resident,13,2,14,2,13,2,1,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1201,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1201,Resident,25,4,28,5,25,4,3,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1203,Nonresident,22,1,25,1,22,1,3,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1203,Resident,53,4,59,4,53,4,6,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1204,Nonresident,28,1,30,1,28,1,2,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1204,Resident,80,4,86,4,80,4,6,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1205,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1205,Resident,11,4,14,4,11,4,3,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1206,Nonresident,2,1,2,1,2,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1206,Resident,40,4,47,4,40,4,7,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1207,Nonresident,2,2,2,2,2,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1207,Resident,16,15,17,16,16,15,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1208,Nonresident,50,16,53,19,50,16,3,3,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1208,Resident,1059,144,1181,181,1059,144,122,37,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1209,Nonresident,10,4,11,5,10,4,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1209,Resident,139,36,160,45,139,36,21,9,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1217,Nonresident,5,5,5,5,5,5,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1217,Resident,155,121,168,134,155,121,13,13,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1222,Nonresident,66,3,68,3,66,3,2,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1222,Resident,471,22,518,27,471,22,47,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1223,Nonresident,38,3,41,3,38,3,3,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1223,Resident,225,22,246,27,225,22,21,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1224,Nonresident,44,11,46,13,44,11,2,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1224,Resident,416,94,448,117,416,94,32,23,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1225,Nonresident,69,13,70,14,69,13,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1225,Resident,469,118,536,149,469,118,67,31,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1226,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1226,Resident,17,17,18,18,17,17,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1227,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1227,Resident,22,8,23,9,22,8,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1228,Nonresident,5,5,5,5,5,5,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1228,Resident,120,83,128,91,120,83,8,8,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1229,Nonresident,16,15,17,16,16,15,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1229,Resident,241,126,276,158,241,126,35,32,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1231,Nonresident,8,6,8,6,8,6,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1231,Resident,210,72,227,89,210,72,17,17,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1233,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1233,Resident,22,4,25,4,22,4,3,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1234,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1234,Resident,30,14,31,15,30,14,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1235,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1235,Resident,25,8,33,10,25,8,8,2,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1236,Nonresident,20,20,20,20,20,20,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1236,Resident,590,285,631,326,590,285,41,41,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1237,Nonresident,16,15,16,15,16,15,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1237,Resident,40,40,41,41,40,40,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1239,Nonresident,8,3,8,3,8,3,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1239,Resident,27,26,28,27,27,26,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1240,Nonresident,9,9,9,9,9,9,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1240,Resident,96,81,103,88,96,81,7,7,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1242,Nonresident,18,8,18,8,18,8,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1242,Resident,128,72,146,90,128,72,18,18,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1243,Nonresident,24,10,24,10,24,10,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1243,Resident,54,54,66,66,54,54,12,12,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1244,Nonresident,29,15,29,15,29,15,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1244,Resident,300,110,323,133,300,110,23,23,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1245,Nonresident,1,1,1,1,1,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1245,Resident,73,48,73,48,73,48,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1250,Nonresident,10,3,10,3,10,3,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1250,Resident,176,22,193,27,176,22,17,5,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1251,Nonresident,10,2,10,2,10,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1251,Resident,45,15,51,18,45,15,6,3,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1252,Nonresident,4,2,4,2,4,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1252,Resident,27,15,31,18,27,15,4,3,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1253,Nonresident,2,1,2,1,2,1,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1253,Resident,24,4,26,4,24,4,2,0,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1254,Nonresident,5,3,5,3,5,3,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1254,Resident,48,18,58,22,48,18,10,4,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1255,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1255,Resident,31,4,36,5,31,4,5,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1256,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1256,Resident,13,8,14,9,13,8,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA1257,Nonresident,0,0,0,0,0,0,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA1257,Resident,11,4,12,5,11,4,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA2033,Nonresident,5,5,5,5,5,5,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA2033,Resident,52,52,52,52,52,52,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA2034,Nonresident,2,2,2,2,2,2,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA2034,Resident,9,9,9,9,9,9,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA2035,Nonresident,3,3,4,4,3,3,1,1,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA2035,Resident,137,75,154,92,137,75,17,17,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
2023,2024,EA2036,Nonresident,6,4,6,4,6,4,0,0,TRUE,TRUE,CHECK_PARSER_OR_SOURCE_MAPPING
2023,2024,EA2036,Resident,670,44,730,55,670,44,60,11,TRUE,FALSE,GROUPING_COLLAPSED_ADULT_AND_YOUTH_SHARED_HUNT_CODE
