file_label,file_path,hunt_code,boundary_id_filled,mapping_source,rows_filled,sample_hunt_name,sample_species,sample_sex_type,sample_weapon,sample_hunt_type
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BI6501,7,canonical_unique_hunt_code_after_boundary_fill,27,Book Cliffs,Bison,Hunters Choice,Any Legal Weapon,Once-in-a-Lifetime
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BI6507,822,canonical_unique_hunt_code_after_boundary_fill,27,"Book Cliffs, Wild Horse Bench/nine Mile, Anthro",Bison,Hunters Choice,Any Legal Weapon,Once-in-a-Lifetime
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BI6508,7,canonical_unique_hunt_code_after_boundary_fill,27,Book Cliffs,Bison,Cow Only,Any Legal Weapon,Once-in-a-Lifetime
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BI6515,637,canonical_unique_hunt_code_after_boundary_fill,27,Henry Mtns,Bison,Cow Only,Archery,Once-in-a-Lifetime
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BI6517,7,canonical_unique_hunt_code_after_boundary_fill,27,Book Cliffs,Bison,Hunters Choice,Any Legal Weapon,Once-in-a-Lifetime
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BI6518,7,canonical_unique_hunt_code_after_boundary_fill,27,Book Cliffs,Bison,Hunters Choice,Any Legal Weapon,Once-in-a-Lifetime
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BI6519,12,canonical_unique_hunt_code_after_boundary_fill,27,"Book Cliffs, Little Creek Roadless",Bison,Hunters Choice,Any Legal Weapon,Once-in-a-Lifetime
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BI6520,7,canonical_unique_hunt_code_after_boundary_fill,27,Book Cliffs,Bison,Cow Only,Any Legal Weapon,Once-in-a-Lifetime
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BR7209,629,canonical_unique_hunt_code_after_boundary_fill,20,Monroe,Black Bear,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BR7226,684,canonical_unique_hunt_code_after_boundary_fill,20,La Sal,Black Bear,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BR7227,710,canonical_unique_hunt_code_after_boundary_fill,20,San Juan,Black Bear,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BR7230,92,canonical_unique_hunt_code_after_boundary_fill,20,Cache/ogden,Black Bear,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BR7231,52,canonical_unique_hunt_code_after_boundary_fill,20,"Central Mtns, Manti-north",Black Bear,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BR7232,744,canonical_unique_hunt_code_after_boundary_fill,20,"Central Mtns, Manti-south/san Rafael, North",Black Bear,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BR7233,616,canonical_unique_hunt_code_after_boundary_fill,20,"Central Mtns, Nebo",Black Bear,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BR7234,93,canonical_unique_hunt_code_after_boundary_fill,20,Chalk Creek/east Canyon/morgan-south Rich,Black Bear,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,BR7236,455,canonical_unique_hunt_code_after_boundary_fill,20,"Plateau, Boulder/kaiparowits",Black Bear,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG1013,163,canonical_unique_hunt_code_after_boundary_fill,20,Paunsaugunt,Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG1029,86,canonical_unique_hunt_code_after_boundary_fill,20,"Oquirrh-stansbury, East",Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG1030,685,canonical_unique_hunt_code_after_boundary_fill,20,"Beaver, East",Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG1034,611,canonical_unique_hunt_code_after_boundary_fill,20,Kamas,Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7500,446,canonical_unique_hunt_code_after_boundary_fill,20,"Central Mtns, Southwest Manti",Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7502,276,canonical_unique_hunt_code_after_boundary_fill,20,East Canyon,Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7503,117,canonical_unique_hunt_code_after_boundary_fill,20,South Rich,Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7505,711,canonical_unique_hunt_code_after_boundary_fill,20,North,Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7506,239,canonical_unique_hunt_code_after_boundary_fill,20,Strawberry,Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7507,59,canonical_unique_hunt_code_after_boundary_fill,20,"Central Mtns, Northwest Manti",Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7602,247,canonical_unique_hunt_code_after_boundary_fill,20,Vernon,Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7603,26,canonical_unique_hunt_code_after_boundary_fill,20,"Box Elder, Raft River",Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7605,56,canonical_unique_hunt_code_after_boundary_fill,20,"Central Mtns, Nebo (excludes West Face)",Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7606,57,canonical_unique_hunt_code_after_boundary_fill,20,West Face,Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7607,445,canonical_unique_hunt_code_after_boundary_fill,20,"Central Mtns, Northeast Manti",Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7609,63,canonical_unique_hunt_code_after_boundary_fill,20,"Central Mtns, Southeast Manti",Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7610,76,canonical_unique_hunt_code_after_boundary_fill,20,"East Canyon, Davis",Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7611,88,canonical_unique_hunt_code_after_boundary_fill,20,"Fillmore, Pahvant",Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7612,629,canonical_unique_hunt_code_after_boundary_fill,20,Monroe,Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7613,630,canonical_unique_hunt_code_after_boundary_fill,20,Mt Dutton,Cougar,Either Sex,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,CG7615,634,canonical_unique_hunt_code_after_boundary_fill,20,Panguitch Lake,Cougar,Either Sex,Any Legal Weapon,Limited Entry
