file_label,file_path,hunt_code,boundary_id_filled,mapping_source,rows_filled,sample_hunt_name,sample_species,sample_sex_type,sample_weapon,sample_hunt_type
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EA1185,45,local_db_unique,32,"Central Mtns, Ferron Canyon Southeast",Elk,Antlerless,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EA1191,831,local_db_unique,32,"Beaver, North",Elk,Antlerless,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EA1197,185,local_db_unique,32,"San Juan, Ridge",Elk,Antlerless,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EA1202,805,local_db_unique,16,West Willow Creek Ranch,Elk,Antlerless,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EA1210,617,local_db_unique,16,"La Sal, La Sal Mtns - Taylor Flat",Elk,Antlerless,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EA1212,625,local_db_unique,32,Southwest Desert,Elk,Antlerless,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EA1213,625,local_db_unique,32,Southwest Desert,Elk,Antlerless,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EA1215,483,local_db_unique,32,"Southwest Desert, Northwest Part",Elk,Antlerless,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EA1216,483,local_db_unique,32,"Southwest Desert, Northwest Part",Elk,Antlerless,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EA1218,116,dwr_kml_current_family,32,"West Desert, Tintic",Elk,Antlerless,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3004,36,local_db_unique,27,"Cache, North",Elk,Bull,Archery,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3007,616,local_db_unique,27,"Central Mtns, Nebo",Elk,Bull,Archery,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3017,455,local_db_unique,27,"Plateau, Boulder/kaiparowits",Elk,Bull,Archery,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3029,867,local_db_unique,27,"Box Elder, Grouse Creek",Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3030,867,local_db_unique,27,"Box Elder, Grouse Creek",Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3034,36,local_db_unique,27,"Cache, North",Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3035,36,local_db_unique,27,"Cache, North",Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3040,616,local_db_unique,27,"Central Mtns, Nebo",Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3041,616,local_db_unique,27,"Central Mtns, Nebo",Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3054,622,local_db_unique,27,Oquirrh-stansbury,Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3055,622,local_db_unique,27,Oquirrh-stansbury,Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3061,455,local_db_unique,27,"Plateau, Boulder/kaiparowits",Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3062,455,local_db_unique,27,"Plateau, Boulder/kaiparowits",Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3082,36,local_db_unique,27,"Cache, North",Elk,Bull,Muzzleloader,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3085,616,local_db_unique,27,"Central Mtns, Nebo",Elk,Bull,Muzzleloader,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3095,455,local_db_unique,27,"Plateau, Boulder/kaiparowits",Elk,Bull,Muzzleloader,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3106,36,local_db_unique,27,"Cache, North",Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3109,616,local_db_unique,27,"Central Mtns, Nebo",Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3119,455,local_db_unique,27,"Plateau, Boulder/kaiparowits",Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3123,625,local_db_unique,27,Southwest Desert,Elk,Bull,Southwest Desert -An y Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3535,569,local_db_unique,27,Lone Tree Tunnel Hollow,Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3539,572,dwr_kml_exact_name,27,Mountain Top,Elk,Bull,Any Legal Weapon,CWMU
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,EB3542,738,local_db_unique,27,Powder Mountain,Elk,Bull,Any Legal Weapon,Limited Entry
scorable,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 scorable draw results.csv,MB6216,738,local_db_unique,27,Powder Mountain,Moose,Bull,Any Legal Weapon,Limited Entry
reference,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 non-scorable reference rows.csv,BR7235,251,local_db_unique,1,"Kamas/north Slope, Summit",Black Bear,Either Sex,Any Legal Weapon,Limited Entry
reference,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 non-scorable reference rows.csv,DB1505,610,local_db_unique,3,Chalk Creek/east Canyon/morgan-south Rich,Deer,Buck,Archery,General Season
reference,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 non-scorable reference rows.csv,DB1535,610,local_db_unique,3,Chalk Creek/east Canyon/morgan-south Rich,Deer,Buck,Any Legal Weapon,General Season
reference,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 non-scorable reference rows.csv,DB1565,610,local_db_unique,3,Chalk Creek/east Canyon/morgan-south Rich,Deer,Buck,Muzzleloader,General Season
reference,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 non-scorable reference rows.csv,DB1590,610,local_db_unique,3,Chalk Creek/east Canyon/morgan-south Rich,Deer,Buck,Any Legal Weapon,General Season
reference,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 non-scorable reference rows.csv,DB1774,610,local_db_unique,2,Chalk Creek/east Canyon/morgan-south Rich,Deer,Buck,Any Legal Weapon,Dedicated Hunter
reference,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 non-scorable reference rows.csv,EA1003,899,dwr_kml_current_family,2,"Book Cliffs, Bitter Creek East",Elk,Antlerless,Any Legal Weapon,Limited Entry
reference,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 non-scorable reference rows.csv,EA1009,30,local_db_unique,2,"Cache, East",Elk,Antlerless,Any Legal Weapon,Limited Entry
reference,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 non-scorable reference rows.csv,EA1014,810,dwr_kml_name_family,2,"Central Mtns, Ephraim",Elk,Antlerless,Any Legal Weapon,Limited Entry
reference,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\outputs\2019 non-scorable reference rows.csv,EA1019,54,dwr_kml_name_family,2,"Central Mtns, Milburn",Elk,Antlerless,Any Legal Weapon,Limited Entry
