hunt_code,blank_count
GO6809,56
GO6811,56
RS6714,56
RS6719,56
CG1013,42
CG1029,42
CG7500,42
CG7505,42
CG7507,42
CG7606,42
CG7607,42
CG7609,42
CG7611,42
CG7618,42
CG7620,42
