hunt_code,blank_count
CG1013,42
CG1029,42
CG1030,42
CG1034,42
CG7500,42
CG7502,42
CG7503,42
CG7505,42
CG7506,42
CG7507,42
CG7602,42
CG7603,42
CG7605,42
CG7606,42
CG7607,42
CG7609,42
CG7610,42
CG7611,42
CG7612,42
CG7613,42
CG7615,42
CG7618,42
CG7619,42
CG7620,42
