hunt_code,hunt_name,column,old_value,new_value,reason,proof,source_file,row_type,residency,points
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,21
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,20
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,20
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,19
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,19
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,18
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,17
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,15
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,14
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,13
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,12
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,11
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,26
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,26
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,25
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,25
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,24
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,24
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,23
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,23
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,22
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,22
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,21
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,21
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,20
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,20
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,19
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,19
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,18
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,18
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,16
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,16
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,15
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,15
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,13
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,12
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,11
BI6506,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,11
BI6507,"Bison - Book Cliffs, Wild Horse Bench/nine Mile, Anthro - Any Legal Weapon",success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,26
BI6507,"Bison - Book Cliffs, Wild Horse Bench/nine Mile, Anthro - Any Legal Weapon",success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,26
BI6507,"Bison - Book Cliffs, Wild Horse Bench/nine Mile, Anthro - Any Legal Weapon",success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,25
BI6507,"Bison - Book Cliffs, Wild Horse Bench/nine Mile, Anthro - Any Legal Weapon",success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,25
BI6507,"Bison - Book Cliffs, Wild Horse Bench/nine Mile, Anthro - Any Legal Weapon",success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,24
BI6507,"Bison - Book Cliffs, Wild Horse Bench/nine Mile, Anthro - Any Legal Weapon",success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,23
BI6507,"Bison - Book Cliffs, Wild Horse Bench/nine Mile, Anthro - Any Legal Weapon",success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,22
BI6507,"Bison - Book Cliffs, Wild Horse Bench/nine Mile, Anthro - Any Legal Weapon",success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,19
BI6507,"Bison - Book Cliffs, Wild Horse Bench/nine Mile, Anthro - Any Legal Weapon",success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,17
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,26
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,26
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,25
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,25
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,24
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,24
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,23
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,23
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,22
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,22
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,21
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,21
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,20
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,20
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,19
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,18
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,16
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,15
BI6508,Bison - Book Cliffs (cow Only) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,13
BI6509,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,26
BI6509,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,26
BI6509,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,25
BI6509,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,25
BI6509,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,24
BI6509,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,24
BI6509,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,23
BI6509,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,23
BI6509,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,22
BI6509,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,22
BI6509,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,18
