hunt_code,hunt_name,column,old_value,new_value,reason,proof,source_file,row_type,residency,points
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,26
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,26
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,25
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,25
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,24
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,23
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,22
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,21
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,20
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,19
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,18
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,17
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,16
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,15
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,14
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,13
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,12
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,11
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,10
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,9
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,8
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,7
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,6
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,5
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,4
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,3
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,2
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,1
BI6500,Antelope Island,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,0
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,26
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,26
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,25
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,25
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,24
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,24
BI6501,Bison - Book Cliffs (hunter's Choice) - Any Legal Weapon,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,23
BI6503,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,26
BI6503,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,26
BI6503,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,25
BI6503,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,25
BI6504,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,26
BI6504,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,26
BI6504,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,25
BI6504,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,25
BI6504,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,24
BI6504,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,24
BI6504,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,23
BI6504,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,21
BI6504,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,18
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,26
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,26
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,25
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,25
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,24
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,24
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,23
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,23
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,22
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Nonresident,22
BI6505,Henry Mtns,success_ratio,,N/A,raw_pdf_zero_permit_rows_print_NA_success_ratio,19_bg-odds(1).pdf,19_bg-odds(1).pdf,point_level_draw_result,Resident,21
